member_id,congress,departure_date,destination,sponsor,document_id,document_url
T000480,117,2021-04-06,"West Palm Beach, FL","South Florida Agricultural Foundation, Inc.",500023136,https://disclosures-clerk.house.gov/gtimages/ST/2021/500023136.pdf
T000480,117,2021-04-06,"Clewiston, FL","South Florida Agricultural Foundation, Inc.",500023136,https://disclosures-clerk.house.gov/gtimages/ST/2021/500023136.pdf
T000480,116,2019-10-02,"Greenville, SC",Atlantic Council,500022285,https://disclosures-clerk.house.gov/gtimages/ST/2019/500022285.pdf
T000480,116,2019-08-08,"Tel Aviv, Israel",American Israel Education Foundation,500022082,https://disclosures-clerk.house.gov/gtimages/MT/2019/500022082.pdf
T000480,116,2019-06-05,"Hot Springs, VA",Congressional Institute,500021674,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021674.pdf
T000480,116,2019-05-25,"Nagoya, Japan",Japan Center for International Exchange,500021389,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021389.pdf
T000480,116,2019-05-25,"Tokyo, Japan",Japan Center for International Exchange,500021389,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021389.pdf
T000480,116,2019-05-02,"Baltimore, MD",Congressional Institute,500021283,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021283.pdf
T000480,116,2019-02-28,"New York, NY",United Nations Foundation,500020775,https://disclosures-clerk.house.gov/gtimages/ST/2019/500020775.pdf
M001158,116,2019-06-05,"Hot Springs, VA",Congressional Institute,500021432,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021432.pdf
M001158,116,2019-02-16,"Sendai, Japan",U.S. Association of Former Members of Congress; Sasakawa Peace Foundation USA,500020681,https://disclosures-clerk.house.gov/gtimages/MT/2019/500020681.pdf
M001158,116,2019-02-16,"Tokyo, Japan",U.S. Association of Former Members of Congress; Sasakawa Peace Foundation USA,500020681,https://disclosures-clerk.house.gov/gtimages/MT/2019/500020681.pdf
M001158,115,2018-03-08,"Cambridge, MD",Congressional Institute,500019019,https://disclosures-clerk.house.gov/gtimages/ST/2018/500019019.pdf
M001158,115,2017-05-11,"Baltimore, MD",The Congressional Institute,500017611,https://disclosures-clerk.house.gov/gtimages/ST/2017/500017611.pdf
M001158,114,2015-10-16,"Philadelphia, PA",Aspen Institute,500014668,https://disclosures-clerk.house.gov/gtimages/ST/2015/500014668.pdf
M001158,114,2015-06-18,"Williamsburg, VA",The Congressional Institute,500014026,https://disclosures-clerk.house.gov/gtimages/ST/2015/500014026.pdf
M001158,114,2015-04-16,"Hot Springs, VA",The Congressional Institute,500013640,https://disclosures-clerk.house.gov/gtimages/ST/2015/500013640.pdf
M001158,114,2015-04-05,"Berlin, Germany",German Marshall Fund of the United States and Robert Bosch Stiffung,500013514,https://disclosures-clerk.house.gov/gtimages/MT/2015/500013514.pdf
M001158,114,2015-04-05,"Elmau, Germany",German Marshall Fund of the United States and Robert Bosch Stiffung,500013514,https://disclosures-clerk.house.gov/gtimages/MT/2015/500013514.pdf
M001158,113,2014-06-12,"Philadelphia, PA",The Congressional Institute,500012104,https://disclosures-clerk.house.gov/gtimages/ST/2014/500012104.pdf
M001158,113,2014-03-15,"Beijing, China",National Committee on US-China Relations,500011435,https://disclosures-clerk.house.gov/gtimages/MT/2014/500011435.pdf
M001158,111,2010-07-05,"Tel Aviv, Israel",American Israel Education Foundation,500004698,https://disclosures-clerk.house.gov/gtimages/MT/2010/500004698.pdf
M001163,118,2023-10-20,"Charlottesville, VA",Pew Charitable Trusts and the Joyce Foundation,500027244,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027244.pdf
M001163,118,2023-10-20,"Charlottesville, VA",Pew Charitable Trusts and the Joyce Foundation,500027256,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027256.pdf
M001163,118,2023-08-29,"Fargo, ND",Red River Valley Sugarbeet Education Foundation and Red River Valley Sugarbeet Growers,500027144,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027144.pdf
M001163,118,2023-08-14,"Altoona, IA,","Iowa Renewable Fuels Association, Biodiesel Coalition",500026955,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026955.pdf
M001163,118,2023-08-14,"Bloomington, MN,","Iowa Renewable Fuels Association, Biodiesel Coalition",500026955,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026955.pdf
M001163,118,2023-08-14,"Mason City, IA","Iowa Renewable Fuels Association, Biodiesel Coalition",500026955,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026955.pdf
M001163,118,2023-08-14,"Altoona, IA","Iowa Renewable Fuels Association, Biodiesel Coalition",500026983,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026983.pdf
M001163,118,2023-08-14,"Bloomington, MN","Iowa Renewable Fuels Association, Biodiesel Coalition",500026983,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026983.pdf
M001163,118,2023-08-14,"Mason City, IA","Iowa Renewable Fuels Association, Biodiesel Coalition",500026983,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026983.pdf
M001163,118,2023-08-14,"Altoona, IA,","Iowa Renewable Fuels Association, Biodiesel Coalition",500026983,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026983.pdf
M001163,118,2023-08-14,"Bloomington, MN,","Iowa Renewable Fuels Association, Biodiesel Coalition",500026983,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026983.pdf
M001163,118,2023-06-26,"Denver, CO",NCTA- The Internet and Television Association,500026608,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026608.pdf
M001163,118,2023-03-31,"Middleburg, VA",Center Forward,500026032,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026032.pdf
M001163,118,2023-01-06,"Las Vegas, NV",Consumer Technology Association,500025798,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025798.pdf
M001163,118,2023-01-06,"Las Vegas, NV",Consumer Technology Association,500025801,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025801.pdf
M001163,118,2023-01-06,"to Las Vegas, NV",Consumer Technology Association,500025759,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025759.pdf
M001163,118,2023-01-06,"Las Vegas, NV",Consumer Technology Association,500025760,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025760.pdf
M001163,118,2023-01-06,"Las Vegas, NV",Consumer Technology Association,500025759,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025759.pdf
M001163,117,2022-08-15,"Carroll, IA","Iowa Renewable Fuels Association,",500025338,https://disclosures-clerk.house.gov/gtimages/ST/2022/500025338.pdf
M001163,117,2022-08-15,"Des Moines, IA","Iowa Renewable Fuels Association,",500025338,https://disclosures-clerk.house.gov/gtimages/ST/2022/500025338.pdf
M001204,118,2023-08-08,"Pinedale, WY","American Exploration and Production Council, Jonah Energy LLC, and PureWest Energy",500026957,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026957.pdf
M001204,118,2023-05-03,"Hot Springs, VA",Congressional Institute,500026371,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026371.pdf
M001204,117,2022-10-14,"Warrenton, VA",Faith and Law Project,500025451,https://disclosures-clerk.house.gov/gtimages/ST/2022/500025451.pdf
M001204,117,2022-10-14,"Warrenton, VA",The Faith and Law Project,500025435,https://disclosures-clerk.house.gov/gtimages/ST/2022/500025435.pdf
M001204,117,2022-10-11,"Tunkhannock, PA",American Exploration and Production Council and Coterra Energ,500025516,https://disclosures-clerk.house.gov/gtimages/ST/2022/500025516.pdf
M001204,117,2022-10-11,"Tunkhannock, PA",American Exploration & Production Council,500025526,https://disclosures-clerk.house.gov/gtimages/ST/2022/500025526.pdf
M001204,117,2022-08-15,"Carroll, IA","Iowa Renewable Fuels Association,",500025154,https://disclosures-clerk.house.gov/gtimages/ST/2022/500025154.pdf
M001204,117,2022-08-15,"Des Moines, IA","Iowa Renewable Fuels Association,",500025154,https://disclosures-clerk.house.gov/gtimages/ST/2022/500025154.pdf
M001204,117,2022-08-15,"Omaha, NE","Iowa Renewable Fuels Association,",500025154,https://disclosures-clerk.house.gov/gtimages/ST/2022/500025154.pdf
M001204,116,2020-02-19,"White Sulpher Springs, WV",Congressional Institute,500022981,https://disclosures-clerk.house.gov/gtimages/ST/2020/500022981.pdf
M001204,116,2019-08-27,"Philadelphia, PA",FHLBank of Pittsburgh,500022140,https://disclosures-clerk.house.gov/gtimages/ST/2019/500022140.pdf
M001204,116,2019-08-08,"Jerusalem, Israel",American Israel Education Foundation,500022237,https://disclosures-clerk.house.gov/gtimages/MT/2019/500022237.pdf
M001204,116,2019-08-08,"Tel Aviv, Israel",American Israel Education Foundation,500022237,https://disclosures-clerk.house.gov/gtimages/MT/2019/500022237.pdf
M001204,116,2019-08-08,"Tiberias, Israel",American Israel Education Foundation,500022237,https://disclosures-clerk.house.gov/gtimages/MT/2019/500022237.pdf
M001204,116,2019-06-05,"Hot Springs, VA",Congressional Institute,500021687,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021687.pdf
P000608,118,2023-08-22,Norway,"Aspen Institute, Inc., Breakthrough Energy Foundation, and Climate Imperative",500027069,https://disclosures-clerk.house.gov/gtimages/MT/2023/500027069.pdf
P000608,118,2023-03-16,"Austin, TX",Third Way Foundation,500026008,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026008.pdf
P000608,118,2023-03-10,"Sea Island, GA",American Enterprise Institute,500025988,https://disclosures-clerk.house.gov/gtimages/MT/2023/500025988.pdf
P000608,117,2022-11-09,Egypt,Climate Solutions Foundation,500025665,https://disclosures-clerk.house.gov/gtimages/MT/2022/500025665.pdf
P000608,117,2022-10-09,Belgium,Thirdway Foundation,500025530,https://disclosures-clerk.house.gov/gtimages/ST/2022/500025530.pdf
P000608,117,2022-10-09,Germany,Thirdway Foundation,500025530,https://disclosures-clerk.house.gov/gtimages/ST/2022/500025530.pdf
P000608,117,2022-10-09,United Kingdom,Thirdway Foundation,500025530,https://disclosures-clerk.house.gov/gtimages/ST/2022/500025530.pdf
P000608,115,2017-10-07,"Philadelphia, PA",Pew Charitable Trusts,500018384,https://disclosures-clerk.house.gov/gtimages/ST/2017/500018384.pdf
P000608,115,2017-03-24,"Middleburg, VA",Center Forward,500017083,https://disclosures-clerk.house.gov/gtimages/ST/2017/500017083.pdf
P000608,114,2016-03-17,"Middleburg, VA",Center Forward,500015385,https://disclosures-clerk.house.gov/gtimages/ST/2016/500015385.pdf
P000608,114,2015-11-09,"Manassas, VA",Semiconductor Industry Association,500014821,https://disclosures-clerk.house.gov/gtimages/ST/2015/500014821.pdf
P000608,114,2015-11-09,"Manassas, VA",Semiconductor Industry Association,500014822,https://disclosures-clerk.house.gov/gtimages/ST/2015/500014822.pdf
P000608,114,2015-02-14,"Jerusalem, Israel",American Israel Education Foundation (AIEF),500013297,https://disclosures-clerk.house.gov/gtimages/ST/2015/500013297.pdf
P000608,114,2015-02-14,"Tel Aviv, Israel",American Israel Education Foundation (AIEF),500013297,https://disclosures-clerk.house.gov/gtimages/ST/2015/500013297.pdf
P000608,114,2015-02-14,"Tiberias, Israel",American Israel Education Foundation (AIEF),500013297,https://disclosures-clerk.house.gov/gtimages/ST/2015/500013297.pdf
P000608,113,2014-02-20,"Miami, FL",The Information Technology and Innovation Foundation,500011273,https://disclosures-clerk.house.gov/gtimages/ST/2014/500011273.pdf
P000608,113,2014-02-07,"Philadelphia, PA",Center Forward,500011238,https://disclosures-clerk.house.gov/gtimages/ST/2014/500011238.pdf
P000608,113,2014-02-07,"Philadelphia, PA",Center Forward,500011124,https://disclosures-clerk.house.gov/gtimages/ST/2014/500011124.pdf
P000608,113,2013-08-04,"Jerusalem, Israel",American Israel Education Foundation,500010368,https://disclosures-clerk.house.gov/gtimages/MT/2013/500010368.pdf
P000608,113,2013-08-04,"Tel Aviv, Israel",American Israel Education Foundation,500010368,https://disclosures-clerk.house.gov/gtimages/MT/2013/500010368.pdf
R000616,116,2019-10-02,"Los Angeles, CA",Information Technology and Innovation Foundation,500022354,https://disclosures-clerk.house.gov/gtimages/ST/2019/500022354.pdf
R000616,116,2019-10-02,"San Diego, CA",Information Technology and Innovation Foundation,500022354,https://disclosures-clerk.house.gov/gtimages/ST/2019/500022354.pdf
R000616,116,2019-08-27,"Philadelphia, PA",FHLBank of Pittsburgh,500022097,https://disclosures-clerk.house.gov/gtimages/ST/2019/500022097.pdf
R000616,116,2019-08-05,"Jerusalem, Israel",American Israel Education Foundation,500021938,https://disclosures-clerk.house.gov/gtimages/MT/2019/500021938.pdf
R000616,116,2019-08-05,"Tel Aviv, Israel",American Israel Education Foundation,500021938,https://disclosures-clerk.house.gov/gtimages/MT/2019/500021938.pdf
R000616,116,2019-08-05,"Tiberias, Israel",American Israel Education Foundation,500021938,https://disclosures-clerk.house.gov/gtimages/MT/2019/500021938.pdf
R000616,116,2019-04-05,"Middleburg, VA",Center Forward,500020870,https://disclosures-clerk.house.gov/gtimages/ST/2019/500020870.pdf
T000483,118,2023-08-22,"Boston, MA",Center Forward,500026969,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026969.pdf
T000483,118,2023-08-07,"San Francisco, CA",Institute for Progress and Stanford University,500026776,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026776.pdf
T000483,117,2022-08-13,"Tel Aviv, Israel",Rebuilding Alliance and Rotary Club Woodside Portola Valley Foundation,500025214,https://disclosures-clerk.house.gov/gtimages/ST/2022/500025214.pdf
T000483,117,2022-08-12,"Tel Aviv, Israel",Jewish Institute for National Security of America,500025143,https://disclosures-clerk.house.gov/gtimages/ST/2022/500025143.pdf
T000483,117,2022-06-25,"Tel Aviv, Israel",American Israel Education Foundation (AIEF),500024939,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024939.pdf
T000483,117,2022-03-11,"Middleburg, VA",Center Forward,500024103,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024103.pdf
T000483,117,2021-11-12,"Middleburg, VA",Center Forward,500023868,https://disclosures-clerk.house.gov/gtimages/ST/2021/500023868.pdf
T000483,117,2021-11-12,"Middleburg, VA",Center Forward,500023821,https://disclosures-clerk.house.gov/gtimages/ST/2021/500023821.pdf
T000483,116,2020-02-18,"New Orleans, LA",Casey Family Programs,500022960,https://disclosures-clerk.house.gov/gtimages/ST/2020/500022960.pdf
T000483,116,2019-12-06,"Baltimore, MD",US Association of Former Members of Congress,500022689,https://disclosures-clerk.house.gov/gtimages/ST/2019/500022689.pdf
T000483,116,2019-10-12,"Aspen, CO",Aspen Institute,500022441,https://disclosures-clerk.house.gov/gtimages/MT/2019/500022441.pdf
T000483,116,2019-10-08,"Boston, MA",American Youth Policy Forum,500022382,https://disclosures-clerk.house.gov/gtimages/ST/2019/500022382.pdf
T000483,116,2019-10-08,"East Providence, RI",American Youth Policy Forum,500022382,https://disclosures-clerk.house.gov/gtimages/ST/2019/500022382.pdf
T000483,116,2019-10-08,"Lowell, MA",American Youth Policy Forum,500022382,https://disclosures-clerk.house.gov/gtimages/ST/2019/500022382.pdf
T000483,116,2019-10-08,"Pawtucket, RI",American Youth Policy Forum,500022382,https://disclosures-clerk.house.gov/gtimages/ST/2019/500022382.pdf
T000483,116,2019-10-03,"Spokane, WA",Bipartisan Policy Center,500022290,https://disclosures-clerk.house.gov/gtimages/MT/2019/500022290.pdf
T000483,116,2019-10-01,"Tunis, Tunisia",National Democratic Institute,500022398,https://disclosures-clerk.house.gov/gtimages/ST/2019/500022398.pdf
T000483,116,2019-08-27,"Denver, CO",Jobs for the Future,500022176,https://disclosures-clerk.house.gov/gtimages/ST/2019/500022176.pdf
T000483,116,2019-08-04,"Jerusalem, Israel",American Israel Education Foundation,500021964,https://disclosures-clerk.house.gov/gtimages/MT/2019/500021964.pdf
T000483,116,2019-08-04,"Tel Aviv, Israel",American Israel Education Foundation,500021964,https://disclosures-clerk.house.gov/gtimages/MT/2019/500021964.pdf
S001189,118,2023-10-07,South Korea,Woodrow Wilson International Center for Scholars and Carnegie Corporation of New York,500027205,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027205.pdf
S001189,118,2023-08-27,Lithuania,"Council of the United States, Inc.",500027064,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027064.pdf
S001189,118,2023-08-27,Poland,"Council of the United States, Inc.",500027064,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027064.pdf
S001189,118,2023-08-19,Mozambique,World Vision Inc.,500027030,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027030.pdf
S001189,118,2023-08-11,Israel,Jewish Institute for National Security of America,500026979,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026979.pdf
S001189,117,2022-11-10,"New Orleans, LA",Louisiana Sugar Cane Foundation,500025654,https://disclosures-clerk.house.gov/gtimages/ST/2022/500025654.pdf
S001189,117,2022-11-10,"Thibodaux, LA",Louisiana Sugar Cane Foundation,500025654,https://disclosures-clerk.house.gov/gtimages/ST/2022/500025654.pdf
S001189,117,2022-10-25,"Morris, IL","Growmark, Inc., Illinois Corn Marketing Board, and Illinois Soybean Association",500025624,https://disclosures-clerk.house.gov/gtimages/ST/2022/500025624.pdf
S001189,117,2022-10-25,"Willowbrook, IL","Growmark, Inc., Illinois Corn Marketing Board, and Illinois Soybean Association",500025624,https://disclosures-clerk.house.gov/gtimages/ST/2022/500025624.pdf
S001189,117,2022-10-25,"Morris, IL","Growmark, Inc., Illinois Corn Marketing Board, and Illinois Soybean Association Checkoff Board",500025630,https://disclosures-clerk.house.gov/gtimages/ST/2022/500025630.pdf
S001189,117,2022-10-25,"Willowbrook, IL","Growmark, Inc., Illinois Corn Marketing Board, and Illinois Soybean Association Checkoff Board",500025630,https://disclosures-clerk.house.gov/gtimages/ST/2022/500025630.pdf
S001189,117,2022-10-25,"Morris, IL","Growmark, Inc.",500025569,https://disclosures-clerk.house.gov/gtimages/ST/2022/500025569.pdf
S001189,117,2022-10-25,"Willowbrook, IL","Growmark, Inc.",500025569,https://disclosures-clerk.house.gov/gtimages/ST/2022/500025569.pdf
S001189,117,2022-10-25,"Morris, IL","Growmark, Inc.",500025577,https://disclosures-clerk.house.gov/gtimages/ST/2022/500025577.pdf
S001189,117,2022-10-25,"Willowbrook, IL","Growmark, Inc.",500025577,https://disclosures-clerk.house.gov/gtimages/ST/2022/500025577.pdf
S001189,117,2022-10-23,"Morris, IL",Visited Brandon Road Lock and Dam re: river navigation; Delong Logistics Facility re: ag supply chai,500025576,https://disclosures-clerk.house.gov/gtimages/ST/2022/500025576.pdf
S001189,117,2022-10-23,"Willowbrook, IL",Visited Brandon Road Lock and Dam re: river navigation; Delong Logistics Facility re: ag supply chai,500025576,https://disclosures-clerk.house.gov/gtimages/ST/2022/500025576.pdf
S001189,117,2022-10-11,"Clewiston, FL",South Florida Agricultural Foundation,500025490,https://disclosures-clerk.house.gov/gtimages/ST/2022/500025490.pdf
S001189,117,2022-10-11,"West Palm Beach, FL",South Florida Agricultural Foundation,500025490,https://disclosures-clerk.house.gov/gtimages/ST/2022/500025490.pdf
S001189,117,2022-10-11,"Clewiston, FL","South Florida Agricultural Foundation,",500025479,https://disclosures-clerk.house.gov/gtimages/ST/2022/500025479.pdf
G000578,118,2023-03-13,"Cambridge, MD","Conservative Partnership Institute, Inc.",500025977,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025977.pdf
G000578,117,2022-04-20,"Boston, MA",Massachusetts Institute of Technology and Raymond Frankel Foundation,500024352,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024352.pdf
G000578,117,2021-10-10,"Doha, Qatar",United States-Qatar Business Council,500023657,https://disclosures-clerk.house.gov/gtimages/MT/2021/500023657.pdf
G000578,116,2019-11-06,"Nashville, TN",SoundExchange,500022613,https://disclosures-clerk.house.gov/gtimages/ST/2019/500022613.pdf
G000578,116,2019-02-20,"Universal City, CA","Motion Picture Association of America; NBCUniversal Media, LLC.",500020689,https://disclosures-clerk.house.gov/gtimages/ST/2019/500020689.pdf
G000578,116,2019-02-18,"New Haven, CT",Yale University,500020932,https://disclosures-clerk.house.gov/gtimages/MT/2019/500020932.pdf
G000578,115,2018-01-11,"Las Vegas, NV",Consumer Technology Association,500018639,https://disclosures-clerk.house.gov/gtimages/ST/2018/500018639.pdf
G000578,115,2018-01-11,"Las Vegas, NV",Consumer Technology Association,500018640,https://disclosures-clerk.house.gov/gtimages/MT/2018/500018640.pdf
G000578,115,2017-11-16,"Richmond, VA",Heritage Foundation,500018531,https://disclosures-clerk.house.gov/gtimages/ST/2017/500018531.pdf
G000578,115,2017-08-06,"Jerusalem, Israel",American Israel Education Foundation,500018058,https://disclosures-clerk.house.gov/gtimages/MT/2017/500018058.pdf
G000578,115,2017-08-06,"Tel Aviv, Israel",American Israel Education Foundation,500018058,https://disclosures-clerk.house.gov/gtimages/MT/2017/500018058.pdf
G000578,115,2017-08-06,"Tiberias, Israel",American Israel Education Foundation,500018058,https://disclosures-clerk.house.gov/gtimages/MT/2017/500018058.pdf
G000578,115,2017-05-14,"Los Angeles, CA",Internet Association,500017423,https://disclosures-clerk.house.gov/gtimages/ST/2017/500017423.pdf
G000578,115,2017-05-11,"Baltimore, MD",The Congressional Institute,500017420,https://disclosures-clerk.house.gov/gtimages/ST/2017/500017420.pdf
G000578,115,2017-05-11,"Washington, D.C.",The Congressional Institute,500017420,https://disclosures-clerk.house.gov/gtimages/ST/2017/500017420.pdf
C001080,117,2022-08-23,"Stanford, CA",Stanford University,500025201,https://disclosures-clerk.house.gov/gtimages/ST/2022/500025201.pdf
C001080,117,2022-08-23,"Palo Alto, CA",Stanford University,500025201,https://disclosures-clerk.house.gov/gtimages/ST/2022/500025201.pdf
C001080,116,2020-02-18,"White Sulpher Springs, WV",Casey Family Programs,500022917,https://disclosures-clerk.house.gov/gtimages/ST/2020/500022917.pdf
C001080,116,2020-02-18,"New Orleans, LA",Casey Family Programs,500022917,https://disclosures-clerk.house.gov/gtimages/ST/2020/500022917.pdf
C001080,116,2019-08-05,"Copenhagen, Denmark",Ripon Society,500021877,https://disclosures-clerk.house.gov/gtimages/MT/2019/500021877.pdf
C001080,116,2019-05-29,"Seattle, WA",Microsoft,500021496,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021496.pdf
C001080,116,2019-05-18,"Richmond, VA",Pew Charitable Trusts,500021302,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021302.pdf
C001080,116,2019-03-18,"Seoul, South Korea",Maureen and Mike Mansfield Foundation,500020848,https://disclosures-clerk.house.gov/gtimages/MT/2019/500020848.pdf
C001080,116,2019-03-18,"Tokyo, Japan",Maureen and Mike Mansfield Foundation,500020848,https://disclosures-clerk.house.gov/gtimages/MT/2019/500020848.pdf
C001080,116,2019-03-15,"San Diego, CA",Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,500020802,https://disclosures-clerk.house.gov/gtimages/MT/2019/500020802.pdf
C001080,116,2019-02-15,"Jerusalem, Israel",J Street Education Fund; Leonard Hill Charitable Trust,500020737,https://disclosures-clerk.house.gov/gtimages/MT/2019/500020737.pdf
C001080,116,2019-02-15,"Tel Aviv, Israel",J Street Education Fund; Leonard Hill Charitable Trust,500020737,https://disclosures-clerk.house.gov/gtimages/MT/2019/500020737.pdf
C001080,115,2018-10-14,"Peachtree City, GA",Motion Picture Association of America,500020499,https://disclosures-clerk.house.gov/gtimages/ST/2018/500020499.pdf
C001080,114,2015-05-27,"Nashville, TN",SoundExchange,500013908,https://disclosures-clerk.house.gov/gtimages/ST/2015/500013908.pdf
C001080,114,2015-03-14,"Austin, TX",Motion Picture Association of America,500013404,https://disclosures-clerk.house.gov/gtimages/ST/2015/500013404.pdf
C001080,113,2014-02-06,"Philadelphia, PA",Progressive Congress,500011083,https://disclosures-clerk.house.gov/gtimages/ST/2014/500011083.pdf
C001080,113,2014-02-06,"Philadelphia, PA",Progressive Congress,500011084,https://disclosures-clerk.house.gov/gtimages/MT/2014/500011084.pdf
C001080,113,2013-11-04,"New York, NY",The Internet Association,500010743,https://disclosures-clerk.house.gov/gtimages/ST/2013/500010743.pdf
C001080,113,2013-08-26,"San Francisco, CA","Google, Inc",500010603,https://disclosures-clerk.house.gov/gtimages/ST/2013/500010603.pdf
C001080,113,2013-01-23,"Pikesville, MD",Progressive Congress,500009138,https://disclosures-clerk.house.gov/gtimages/MT/2013/500009138.pdf
K000379,115,2018-12-16,"Boston, MA",U.S. Association of Former Members of Congress,500020613,https://disclosures-clerk.house.gov/gtimages/MT/2019/500020613.pdf
K000379,115,2018-09-19,"Seattle, WA","Amazon.com Services, Inc.",500020320,https://disclosures-clerk.house.gov/gtimages/ST/2018/500020320.pdf
K000379,115,2018-08-04,"Jerusalem, Israel",American Israel Education Foundation,500020143,https://disclosures-clerk.house.gov/gtimages/ST/2018/500020143.pdf
K000379,115,2018-08-04,"Tel Aviv, Israel",American Israel Education Foundation,500020143,https://disclosures-clerk.house.gov/gtimages/ST/2018/500020143.pdf
K000379,115,2018-08-04,"Tiberias, Israel",American Israel Education Foundation,500020143,https://disclosures-clerk.house.gov/gtimages/ST/2018/500020143.pdf
K000379,115,2018-04-07,"Belfast, Ireland",US Association of Former Members of Congress,500019267,https://disclosures-clerk.house.gov/gtimages/ST/2018/500019267.pdf
K000379,115,2018-04-07,"Dublin, Ireland",US Association of Former Members of Congress,500019267,https://disclosures-clerk.house.gov/gtimages/ST/2018/500019267.pdf
K000379,115,2017-08-04,"Aspen, CO",The Aspen Institute,500017954,https://disclosures-clerk.house.gov/gtimages/MT/2017/500017954.pdf
K000379,114,2015-11-07,"Tokyo, Japan",Japan Center for International Exchange,500014870,https://disclosures-clerk.house.gov/gtimages/ST/2015/500014870.pdf
K000379,114,2015-03-05,"New York, NY",United Nations Foundation,500013361,https://disclosures-clerk.house.gov/gtimages/ST/2015/500013361.pdf
K000379,114,2015-02-14,"Hiroshima, Japan",U.S. Association of Former Members of Congress,500013262,https://disclosures-clerk.house.gov/gtimages/MT/2015/500013262.pdf
K000379,114,2015-02-14,"Iwakuni, Japan",U.S. Association of Former Members of Congress,500013262,https://disclosures-clerk.house.gov/gtimages/MT/2015/500013262.pdf
K000379,114,2015-02-14,"Tokyo, Japan",U.S. Association of Former Members of Congress,500013262,https://disclosures-clerk.house.gov/gtimages/MT/2015/500013262.pdf
K000379,114,2015-02-14,"Jerusalem, Israel",American Israel Education Foundation,500013279,https://disclosures-clerk.house.gov/gtimages/ST/2015/500013279.pdf
K000379,114,2015-02-14,"Tel-Aviv, Israel",American Israel Education Foundation,500013279,https://disclosures-clerk.house.gov/gtimages/ST/2015/500013279.pdf
K000379,114,2015-02-14,"Tiberias, Israel",American Israel Education Foundation,500013279,https://disclosures-clerk.house.gov/gtimages/ST/2015/500013279.pdf
K000379,114,2015-02-11,"Lusaka, Zambia",Managment Sciences for Health (MSH),500013221,https://disclosures-clerk.house.gov/gtimages/ST/2015/500013221.pdf
K000379,114,2015-02-11,"Musina, South Africa",Managment Sciences for Health (MSH),500013221,https://disclosures-clerk.house.gov/gtimages/ST/2015/500013221.pdf
K000379,114,2015-02-11,"Pretoria, South Africa",Managment Sciences for Health (MSH),500013221,https://disclosures-clerk.house.gov/gtimages/ST/2015/500013221.pdf
K000379,113,2014-01-18,"Tokyo, Japan",U.S. Association of Former Members of Congress and the,500010957,https://disclosures-clerk.house.gov/gtimages/ST/2014/500010957.pdf
B001284,116,2019-12-12,"London, United Kingdom",Hudson Institute,500022688,https://disclosures-clerk.house.gov/gtimages/MT/2019/500022688.pdf
B001284,116,2019-12-12,"Oxford, United Kingdom",Hudson Institute,500022688,https://disclosures-clerk.house.gov/gtimages/MT/2019/500022688.pdf
B001284,116,2019-11-07,"New York, NY",Women's High Tech Coalition,500022511,https://disclosures-clerk.house.gov/gtimages/ST/2019/500022511.pdf
