hearing_congress,hearing_chamber,hearing_committee_id,hearing_date,hearing_description
116.0,senate,SSFR,2020-01-15,To receive a closed briefing on United States-Iran policy and authorities for the use of force.
116.0,senate,SSFR,2020-01-15,"Business meeting to consider H.R.5430, to implement the Agreement between the United States of America, the United Mexican States, and Canada attached as an Annex to the Protocol Replacing the North American Free Trade Agreement, the nominations of Todd C. Chapman, of Texas, to be Ambassador to the Federative Republic of Brazil, John Hennessey-Niland, of Illinois, to be Ambassador to the Republic of Palau, Dorothy Shea, of North Carolina, to be Ambassador to the Lebanese Republic, and Donald Wright, of Virginia, to be Ambassador to the United Republic of Tanzania, all of the Department of State, and other pending calendar business."
116.0,senate,SSFR,2019-12-18,"Business meeting to consider S.482, to strengthen the North Atlantic Treaty Organization, to combat international cybercrime, and to impose additional sanctions with respect to the Russian Federation, and other pending calendar business."
116.0,senate,SSFR,2019-12-17,"Hearings to examine the nomination of Todd C. Chapman, of Texas, to be Ambassador to the Federative Republic of Brazil, Department of State, and other pending nominations."
116.0,senate,SSFR,2019-12-12,Business meeting to consider pending calendar business.
116.0,senate,SSFR,2019-12-11,"Business meeting to consider S.2641, to promote United States national security and prevent the resurgence of ISIS, S.2547, to state the policy of the United States with respect to the expansion of cooperation with allies and partners in the Indo-Pacific region and Europe regarding the People&#39;s Republic of China, S.2977, to extend the termination of sanctions with respect to Venezuela under the Venezuela Defense of Human Rights and Civil Society Act of 2014, S.1310, to strengthen participation of elected national legislators in the activities of the Organization of American States and reaffirm United States support for Organization of American States human rights and anti-corruption initiatives, S.1830, to enhance the security of the United States and its allies, S.704, to prioritize the efforts of and enhance coordination among United States agencies to encourage countries in Central and Eastern Europe to diversify their energy sources and supply routes, increase Europe&#39;s energy security, and help the United States reach its global energy security goals, S.1189, to require the Secretary of State to determine whether the Russian Federation should be designated as a state sponsor of terrorism and whether Russian-sponsored armed entities in Ukraine should be designated as foreign terrorist organizations, S.482, to strengthen the North Atlantic Treaty Organization, to combat international cybercrime, and to impose additional sanctions with respect to the Russian Federation, S.J.Res.4, requiring the advice and consent of the Senate or an Act of Congress to suspend, terminate, or withdraw the United States from the North Atlantic Treaty and authorizing related litigation, S.Con.Res.23, honoring the 75th Anniversary of the Battle of the Bulge fought during World War II, recognizing the valiant efforts of the Allied Forces in December 1944, and remembering those who made the ultimate sacrifice, all of which contributed to the Allied victory in the European Theater, S.Res.142, condemning the Government of the Philippines for its continued detention of Senator Leila De Lima, calling for her immediate release, S.Res.152, expressing the importance of the United States alliance with the Republic of Korea and the contributions of Korean Americans in the United States, S.Res.260, recognizing the importance of sustained United States leadership to accelerating global progress against maternal and child malnutrition and supporting the commitment of the United States Agency for International Development to global nutrition through the Multi-Sectoral Nutrition Strategy, S.Res.297, commending the Inter-American Foundation (IAF) on the occasion of its 50th anniversary for its significant accomplishments and contributions to the economic and social development of the Americas, S.Res.343, congratulating the people of the Czech Republic and the people of the Slovak Republic on the 30th anniversary of the Velvet Revolution, the 26th anniversary of the formation of the Czech Republic and the Slovak Republic, and the 101st anniversary of the declaration of independence of Czechoslovakia, S.Res.371, reaffirming the support of the United States for the people of the Republic of South Sudan and calling on all parties to uphold their commitments to peace and dialogue as outlined in the 2018 revitalized peace agreement, S.Res.374, expressing support for the designation of October 23, 2019, as a national day of remembrance of the tragic terrorist bombing of the United States Marine Corps barracks in Beirut, Lebanon, in 1983, S.Res.375, recognizing the 75th anniversary of the Warsaw Uprising, S.Res.385, celebrating the 30th anniversary of the fall of the Berlin Wall, the reunification of both Germany and Europe, and the spread of democracy around the world, S.Res.395, recognizing the 40th anniversary of the Iran Hostage Crisis, H.R.2744, to authorize the Administrator of the United States Agency for International Development to prescribe the manner in which programs of the agency are identified overseas, H.R.133, to promote economic partnership and cooperation between the United States and Mexico, an original resolution expressing serious concern about widespread irregularities in Bolivia&#39;s October 20, 2019, general elections and supporting the convening of new elections in Bolivia at the earliest possible date, the nominations of Sung Y. Kim, of California, to be Ambassador to the Republic of Indonesia, and Stephen E. Biegun, of Michigan, to be Deputy Secretary, both of the Department of State, and other pending calendar business."
116.0,senate,SSFR,2019-12-05,"Hearings to examine illicit mining, focusing on threats to United States national security and international human rights."
116.0,senate,SSFR,2019-12-04,"Hearings to examine Lebanon and Iraq protests, focusing on insights, implications, and objectives for United States policy."
116.0,senate,SSFR,2019-12-04,An oversight hearing to examine the Millennium Challenge Corporation.
116.0,senate,SSFR,2019-12-03,Hearings to examine the future of United States policy towards Russia.
116.0,senate,SSFR,2019-11-20,Hearings to examine challenges and opportunities for advancing United States interests in the United Nations system.
116.0,senate,SSFR,2019-11-20,"Business meeting to consider the nominations of Roxanne Cabral, of Virginia, to be Ambassador to the Republic of the Marshall Islands, Carmen G. Cantor, of Puerto Rico, to be Ambassador to the Federated States of Micronesia, Kelley Eckels Currie, of Georgia, to be Ambassador at Large for Global Women&#39;s Issues, Kelly C. Degnan, of California, to be Ambassador to Georgia, Michael George DeSombre, of Illinois, to be Ambassador to the Kingdom of Thailand, David T. Fischer, of Michigan, to be Ambassador to the Kingdom of Morocco, Robert S. Gilchrist, of Florida, to be Ambassador to the Republic of Lithuania, Peter M. Haymond, of Virginia, to be Ambassador to the Lao People&#39;s Democratic Republic, Sung Y. Kim, of California, to be Ambassador to the Republic of Indonesia, Yuri Kim, of Guam, to be Ambassador to the Republic of Albania, Alina L. Romanowski, of Illinois, to be Ambassador to the State of Kuwait, John Joseph Sullivan, of Maryland, to be Ambassador to the Russian Federation, Morse H. Tan, of Illinois, to be Ambassador at Large for Global Criminal Justice, and Leslie Meredith Tsou, of Virginia, to be Ambassador to the Sultanate of Oman, all of the Department of State, Andeliz N. Castillo, of New York, to be United States Alternate Executive Director of the Inter-American Development Bank, Alma L. Golden, of Texas, to be an Assistant Administrator of the United States Agency for International Development, and routine lists in the Foreign Service."
116.0,senate,SSFR,2019-11-20,"Hearings to examine the nomination of Stephen E. Biegun, of Michigan, to be Deputy Secretary of State."
116.0,senate,SSFR,2019-11-07,"To receive a closed briefing on Afghanistan, focusing on the way ahead."
116.0,senate,SSFR,2019-10-31,"Hearings to examine the nominations of Andeliz N. Castillo, of New York, to be United States Alternate Executive Director of the Inter-American Development Bank, Alma L. Golden, of Texas, to be an Assistant Administrator of the United States Agency for International Development, and Peter M. Haymond, of Virginia, to be Ambassador to the Lao People&#39;s Democratic Republic, Alina L. Romanowski, of Illinois, to be Ambassador to the State of Kuwait, and Leslie Meredith Tsou, of Virginia, to be Ambassador to the Sultanate of Oman, all of the Department of State."
116.0,senate,SSFR,2019-10-30,"Hearings to examine the nomination of John Joseph Sullivan, of Maryland, to be Ambassador to the Russian Federation, Department of State."
116.0,senate,SSFR,2019-10-29,"Hearings to examine the nominations of Roxanne Cabral, of Virginia, to be Ambassador to the Republic of the Marshall Islands, Kelly C. Degnan, of California, to be Ambassador to Georgia, Robert S. Gilchrist, of Florida, to be Ambassador to the Republic of Lithuania, and Yuri Kim, of Guam, to be Ambassador to the Republic of Albania, all of the Department of State."
116.0,senate,SSFR,2019-10-23,Hearings to examine successes and unfinished business in the Western Balkans.
116.0,senate,SSFR,2019-10-22,Hearings to examine the impact of Turkey&#39;s offensive in northeast Syria.
116.0,senate,SSFR,2019-10-16,Hearings to examine pending nominations.
116.0,senate,SSFR,2019-10-16,"Hearings to examine the nominations of Carmen G. Cantor, of Puerto Rico, to be Ambassador to the Federated States of Micronesia, Michael George DeSombre, of Illinois, to be Ambassador to the Kingdom of Thailand, Sung Y. Kim, of California, to be Ambassador to the Republic of Indonesia, Morse H. Tan, of Illinois, to be Ambassador at Large for Global Criminal Justice, and Kelley Eckels Currie, of Georgia, to be Ambassador at Large for Global Women&#39;s Issues, all of the Department of State, and other pending nominations; to be immediately followed by a Subcommittee on East Asia, the Pacific, and International Cybersecurity Policy hearing to examine the Asia Reassurance Initiative Act in action, focusing on implementation and the Indo-Pacific strategy."
116.0,senate,SSFR,2019-10-16,Hearings to examine United States-Iran policy.
116.0,senate,SSFR,2019-09-26,"Hearings to examine the Hong Kong emergency, focusing on securing freedom, autonomy, and human rights."
116.0,senate,SSFR,2019-09-25,"Business meeting to consider S.1590, to amend the State Department Basic Authorities Act of 1956 to authorize rewards for thwarting wildlife trafficking linked to transnational organized crime, S.1678, to express United States support for Taiwan&#39;s diplomatic alliances around the world, S.1838, to amend the Hong Kong Policy Act of 1992, S.2372, to enhance global engagement to combat marine debris, S.2503, to reauthorize the United States Commission on International Religious Freedom, S.Res.183, reaffirming the vital role of the United States-Japan alliance in promoting peace, stability, and prosperity in the Indo-Pacific region and beyond, S.Res.236, reaffirming the strong partnership between Tunisia and the United States and supporting the people of Tunisia in their continued pursuit of democratic reforms, S.Res.277, remembering the 25th Anniversary of the bombing of the Argentine Israelite Mutual Association (AMIA) Jewish Community Center in Buenos Aires, Argentina, and recommitting to efforts to uphold justice for the 85 victims of the attacks, an original resolution to support the Global Fund to fight AIDS, Tuberculosis and Malaria, and the Sixth Replenishment, and other pending calendar business."
116.0,senate,SSFR,2019-09-25,"Business meeting to consider S.1590, to amend the State Department Basic Authorities Act of 1956 to authorize rewards for thwarting wildlife trafficking linked to transnational organized crime, S.1678, to express United States support for Taiwan&#39;s diplomatic alliances around the world, S.1838, to amend the Hong Kong Policy Act of 1992, S.2372, to enhance global engagement to combat marine debris, S.2503, to reauthorize the United States Commission on International Religious Freedom, S.Res.183, reaffirming the vital role of the United States-Japan alliance in promoting peace, stability, and prosperity in the Indo-Pacific region and beyond, S.Res.236, reaffirming the strong partnership between Tunisia and the United States and supporting the people of Tunisia in their continued pursuit of democratic reforms, S.Res.277, remembering the 25th Anniversary of the bombing of the Argentine Israelite Mutual Association (AMIA) Jewish Community Center in Buenos Aires, Argentina, and recommitting to efforts to uphold justice for the 85 victims of the attacks, S.Res.318, to support the Global Fund to fight AIDS, Tuberculosis and Malaria, and the Sixth Replenishment, and other pending calendar business."
116.0,senate,SSFR,2019-09-25,"Hearings to examine United States policy in Mexico and Central America, focusing on ensuring effective policies to address the crisis at the border."
116.0,senate,SSHR,2020-09-23,"Hearings to examine COVID-19, focusing on an update on the federal response."
116.0,senate,SSHR,2020-09-17,Hearings to examine fixing the Free Application for Federal Student Aid.
116.0,senate,SSHR,2020-09-15,"Hearings to examine compensating college athletes, focusing on the potential impact on athletes and institutions."
116.0,senate,SSHR,2020-09-09,"Hearings to examine vaccines, focusing on saving lives, ensuring confidence, and protecting public health."
116.0,senate,SSHR,2020-09-09,"Hearings to examine vaccines, focusing on saving lives, ensuring confidence, and protecting public health."
116.0,senate,SSHR,2020-06-30,"Hearings to examine COVID-19, focusing on an update on progress toward safely getting back to work and back to school."
116.0,senate,SSHR,2020-06-23,"Hearings to examine COVID-19, focusing on lessons learned to prepare for the next pandemic."
116.0,senate,SSHR,2020-06-17,"Hearings to examine telehealth, focusing on lessons learned from the COVID-19 pandemic."
116.0,senate,SSHR,2020-06-10,"Hearings to examine COVID-19, focusing on going back to school safely."
116.0,senate,SSHR,2020-06-04,"Hearings to examine COVID-19, focusing on going back to college safely."
116.0,senate,SSHR,2020-06-03,"Business meeting to consider the nominations of Keith E. Sonderling, of Florida, Andrea R. Lucas, of Virginia, and Jocelyn Samuels, of Maryland, each to be a Member of the Equal Employment Opportunity Commission, Marvin Kaplan, of Kansas, and Lauren McGarity McFerran, of the District of Columbia, both to be a Member of the National Labor Relations Board, Sethuraman Panchanathan, of Arizona, to be Director of the National Science Foundation, Julie Elizabeth Hocker, of Pennsylvania, to be an Assistant Secretary of Labor, and Richard Giacolone, of Virginia, to be Federal Mediation and Conciliation Director."
116.0,senate,SSHR,2020-05-12,"Hearings to examine COVID-19, focusing on safely getting back to work and back to school."
116.0,senate,SSHR,2020-05-07,Hearings to examine new tests for COVID-19.
116.0,senate,SSHR,2020-03-18,"Hearings to examine an emerging disease threat, focusing on how the U.S. is responding to COVID-19, the novel coronavirus, part 2."
116.0,senate,SSHR,2020-03-03,"Hearings to examine an emerging disease threat, focusing on how the United States is responding to COVID-19, the Novel Coronavirus."
116.0,senate,SSHR,2020-01-15,"Business meeting to consider H.R.5430, to implement the Agreement between the United States of America, the United Mexican States, and Canada attached as an Annex to the Protocol Replacing the North American Free Trade Agreement."
116.0,senate,SSHR,2019-12-12,"Business meeting to consider S.2971, to amend and reauthorize the Child Abuse Prevention and Treatment Act, S.2683, to establish a task force to assist States in implementing hiring requirements for child care staff members to improve child safety, S.2927, to amend the Public Health Service Act to provide that the authority of the Director of the National Institute on Minority Health and Health Disparities to make certain research endowments applies with respect to both current and former centers of excellence, an original bill entitled, &quot;Title VII Reauthorization&quot;, and the nomination of Crosby Kemper III, of Missouri, to be Director of the Institute of Museum and Library Services."
116.0,senate,SSHR,2019-12-03,"Business meeting to consider the nominations of Stephen Hahn, of Texas, to be Commissioner of Food and Drugs, Department of Health and Human Services, Richard Giacolone, of Virginia, to be Federal Mediation and Conciliation Director, and Cynthia L. Attwood, of Virginia, and Amanda Wood Laihow, of Maine, both to be a Member of Occupational Safety and Health Review Commission."
116.0,senate,SSHR,2019-11-20,"Hearings to examine the nomination of Stephen Hahn, of Texas, to be Commissioner of Food and Drugs, Department of Health and Human Services."
116.0,senate,SSHR,2019-11-13,Hearings to examine the response to lung illnesses and rising youth electronic cigarette use.
116.0,senate,SSHR,2019-10-31,"Business meeting to consider S.1657, to provide assistance to combat the escalating burden of Lyme disease and other tick and vector-borne diseases and disorders, S.2619, to amend the Public Health Service Act to reauthorize the Healthy Start program, S.1399, to amend title VIII of the Public Health Services Act to revise and extend nursing workforce development programs, S.995, to amend title XXIX of the Public Health Service Act to reauthorize the program under such title relating to lifespan respite care, S.1130, to amend the Public Health Service Act to improve the health of children and help better understand and enhance awareness about unexpected sudden death in early life, S.1608, to provide for the publication by the Secretary of Health and Human Services of physical activity recommendations for Americans, S.2629, to amend the Public Health Service Act with respect to the Public Health Service Corps, and an original bill entitled, &quot;Over-the-Counter Drug Safety, Innovation, and Reform Act of 2019&quot;."
116.0,senate,SSHR,2019-09-24,"Business meeting to consider the nomination of Eugene Scalia, of Virginia, to be Secretary of Labor."
116.0,senate,SSHR,2019-09-19,"Hearings to examine the nomination of Eugene Scalia, of Virginia, to be Secretary of Labor."
116.0,senate,SSHR,2019-07-30,"Business meeting to consider the nominations of Sharon Fast Gustafson, of Virginia, to be General Counsel,  and Charlotte A. Burrows, of the District of Columbia, to be a Member, both of the Equal Employment Opportunity Commission."
116.0,senate,SSHR,2019-07-30,"Business meeting to consider the nominations of Sharon Fast Gustafson, of Virginia, to be General Counsel,  and Charlotte A. Burrows, of the District of Columbia, to be a Member, both of the Equal Employment Opportunity Commission."
116.0,senate,SSHR,2019-06-26,"Business meeting to consider S.1199, to amend the Public Health Service Act to revise and extend the poison center network program, S.1173, to amend the Public Health Service Act to reauthorize the Emergency Medical Services for Children program, S.1895, to lower health care costs, and pending nominations."
116.0,senate,SSHR,2019-06-18,Hearings to examine the Lower Health Care Costs Act.
116.0,senate,SSHR,2019-05-07,"Hearings to examine implementing the 21st Century Cures Act, focusing on making electronic health information available to patients and providers, part II."
116.0,senate,SSHR,2019-04-10,"Hearings to examine reauthorizing the Higher Education Act, focusing on strengthening accountability to protect students and taxpayers."
116.0,senate,SSHR,2019-04-09,"Business meeting to consider the nomination of Gordon Hartogensis, of Connecticut, to be Director of the Pension Benefit Guaranty Corporation for a term of five years, and other pending nominations."
116.0,senate,SSHR,2019-04-02,"Hearings to examine reauthorizing HEA, focusing on addressing campus sexual assault and ensuring student safety and rights."
116.0,senate,SSHR,2019-03-26,"Hearings to examine implementing the 21st Century Cures Act, focusing on making electronic health information available to patients and providers."
116.0,senate,SSHR,2019-03-12,"Hearings to examine reauthorizing the Higher Education Act, focusing on simplifying the Free Application for Federal Student Aid and reducing the burden of verification."
116.0,senate,SSHR,2019-03-05,"Hearings to examine vaccines, focusing on preventable disease outbreaks."
116.0,senate,SSHR,2019-02-27,"Business meeting to consider the nominations of William Beach, of Kansas, to be Commissioner of Labor Statistics, Scott A. Mugno, of Pennsylvania, and John P. Pallasch, of Kentucky, both to be an Assistant Secretary, Cheryl Marie Stanton, of South Carolina, to be Administrator of the Wage and Hour Division, and John Lowry III, of Illinois, to be Assistant Secretary for Veterans&#39; Employment and Training, all of the Department of Labor, Robert L. King, of Kentucky, to be Assistant Secretary for Postsecondary Education, Department of Education, Janet Dhillon, of Pennsylvania, to be a Member of the Equal Employment Opportunity Commission, Mary Anne Carter, of Tennessee, to be Chairperson of the National Endowment for the Arts, Marco M. Rajkovich, Jr., of Kentucky, William I. Althen, of Virginia, and Arthur R. Traynor III, of the District of Columbia, each to be a Member of the Federal Mine Safety and Health Review Commission, and other pending nominations."
116.0,senate,SSHR,2019-02-26,Hearings to examine drug pricing in America.
116.0,senate,SSHR,2019-02-12,Hearings to examine managing pain during the opioid crisis.
116.0,senate,SSHR,2019-02-06,"Business meeting to consider the nominations of William Beach, of Kansas, to be Commissioner of Labor Statistics, Scott A. Mugno, of Pennsylvania, and John P. Pallasch, of Kentucky, both to be an Assistant Secretary, and Cheryl Marie Stanton, of South Carolina, to be Administrator of the Wage and Hour Division, all of the Department of Labor, Mary Anne Carter, of Tennessee, to be Chairperson of the National Endowment for the Arts, Robert L. King, of Kentucky, to be Assistant Secretary for Postsecondary Education, Department of Education, and other pending nominations."
116.0,senate,SSHR,2019-02-05,Hearings to examine how primary care affects health care costs and outcomes.
116.0,senate,SSHR,2019-01-29,"Hearings to examine access to care, focusing on health centers and providers in underserved communities."
116.0,senate,SSGA,2020-12-16,Hearings to examine irregularities in the 2020 election.
116.0,senate,SSGA,2020-12-10,"Hearings to examine combatting the opioid crisis, focusing on oversight of the implementation of the STOP Act."
116.0,senate,SSGA,2020-12-10,"Hearings to examine combatting the opioid crisis, focusing on oversight of the implementation of the STOP Act."
116.0,senate,SSGA,2020-12-08,"Hearings to examine an essential part of a COVID-19 solution, focusing on early outpatient treatment."
116.0,senate,SSGA,2020-12-08,"Hearings to examine an essential part of a COVID-19 solution, focusing on early outpatient treatment."
116.0,senate,SSGA,2020-12-03,"Hearings to examine Congressional oversight in the face of Executive Branch and media suppression, focusing on the case study of Crossfire Hurricane."
116.0,senate,SSGA,2020-12-03,"Hearings to examine Congressional oversight, focusing on a case study of Crossfire Hurricane."
116.0,senate,SSGA,2020-12-02,"Hearings to examine state and local cybersecurity, focusing on defending our communities from cyber threats amid COVID-19."
116.0,senate,SSGA,2020-12-02,"Hearings to examine COVID-19, focusing on vaccine safety and distribution."
116.0,senate,SSGA,2020-12-01,"Hearings to examine COVID-19, focusing on essential components of a solution."
116.0,senate,SSGA,2020-11-19,"Hearings to examine an essential part of a COVID-19 solution, focusing on an early at home treatment."
116.0,senate,SSGA,2020-11-19,"Hearings to examine an essential part of a COVID-19 solution, focusing on an early at home treatment."
116.0,senate,SSGA,2020-11-18,"Hearings to examine modernizing Federal telework, focusing on moving forward using the lessons learned during the COVID-19 pandemic."
116.0,senate,SSGA,2020-09-30,"Business meeting to consider the nomination of Chad F. Wolf, of Virginia, to be Secretary of Homeland Security."
116.0,senate,SSGA,2020-09-24,Hearings to examine threats to the homeland.
116.0,senate,SSGA,2020-09-23,"Hearings to examine the nomination of Chad F. Wolf, of Virginia, to be Secretary of Homeland Security."
116.0,senate,SSGA,2020-09-22,"Hearings to examine state and local cybersecurity, focusing on defending communities from cyber threats amid COVID-19."
116.0,senate,SSGA,2020-09-16,"Business meeting to consider a motion to authorize the Chairman to issue notices for taking depositions, subpoenas for records, and subpoenas for testimony, to individuals relating to the Federal Bureau of Investigation&#39;s Crossfire Hurricane Investigation; the DOJ Inspector General&#39;s review of that investigation; and the &quot;unmasking&quot; of U.S. persons affiliated with the Trump campaign, transition team, and Trump administration, as described in Schedule A (Items 1-3), a motion to authorize the Chairman to issue subpoenas for testimony and notices for taking depositions to individuals relating to Burisma Holdings and actual or apparent conflicts of interest with U.S.-Ukraine policy, as described in Schedule A (Item 4), and the nominations of John Gibbs, of Michigan, to be Director of the Office of Personnel Management, and John M. Barger, of California, Christopher Bancroft Burnham, of Connecticut, and Frank Dunlevy, of California, each to be a Member of the Federal Retirement Thrift Investment Board."
116.0,senate,SSGA,2020-09-09,"Hearings to examine the nominations of John Gibbs, of Michigan, to be Director of the Office of Personnel Management, and John M. Barger, of California, Christopher Bancroft Burnham, of Connecticut, and Frank Dunlevy, of California, each to be a Member of the Federal Retirement Thrift Investment Board."
116.0,senate,SSGA,2020-08-21,Hearings to examine the finances and operations of the United States Postal Service during COVID-19 and the upcoming elections.
116.0,senate,SSGA,2020-08-06,An oversight hearing to examine Department of Homeland Security personnel deployments to recent protests.
116.0,senate,SSGA,2020-07-28,"Hearings to examine modernizing telework, focusing on a review of private sector telework policies during the COVID-19 pandemic."
116.0,senate,SSGA,2020-07-28,An oversight hearing to examine COVID-19 financial relief packages.
116.0,senate,SSGA,2020-07-22,"Business meeting to consider S.4204, to establish an Interagency Task Force to analyze preparedness for national pandemics, S.4210, to amend the Homeland Security Act of 2002 to authorize the transfer of certain equipment during a public health emergency, S.4153, to require the Federal Emergency Management Agency to evaluate the National Response Framework based on lessons learned from the COVID-19 pandemic, S.4157, to amend the Homeland Security Act of 2002 to expand the authority of the National Infrastructure Simulation and Analysis Center, S.4158, to examine the extent of the reliance of the United States on foreign producers for personal protective equipment during the COVID-19 pandemic and produce recommendations to secure the supply chain of personal protective equipment, S.4133, to modernize the REAL ID Act of 2005, S.4165, to repeal section 692 of the Post-Katrina Emergency Management Reform Act of 2006, S.3997, to strengthen the security and integrity of the United States scientific and research enterprise, S.4200, to establish a program to facilitate the adoption of modern technology by executive agencies, S.4077, to amend the Unfunded Mandates Reform Act of 1995 to provide for regulatory impact analyses for certain rules, S.92, to amend chapter 8 of title 5, United States Code, to provide that major rules of the executive branch shall have no force or effect unless a joint resolution of approval is enacted into law, S.4138, to amend title 5, United States Code, to make permanent the authority of the United States Patent and Trademark Office to conduct a telework travel expenses program, S.3287, to modify the governmentwide financial management plan, S.3455, to prohibit certain individuals from downloading or using TikTok on any device issued by the United States or a government corporation, S.4024, to establish in the Cybersecurity and Infrastructure Security Agency of the Department of Homeland Security a Cybersecurity Advisory Committee, S.2967, to establish the Commission on Intergovernmental Relations of the United States to facilitate the fullest cooperation, coordination, and mutual accountability among all levels of government, S.3658, to establish an Office of Equal Rights and Community Inclusion at the Federal Emergency Management Agency, S.4169, to establish a National Commission on United States Counterterrorism Policy, S.3038, to promote innovative acquisition techniques and procurement strategies, S.3896, to amend title 5, United States Code, to require the Director of the Office of Personnel Management to establish and maintain a public directory of the individuals occupying Government policy and supporting positions, S.3461, to designate the facility of the United States Postal Service located at 2600 Wesley Street in Greenville, Texas, as the &quot;Audie Murphy Post Office Building&quot;, S.3462, to designate the facility of the United States Postal Service located at 909 West Holiday Drive in Fate, Texas, as the &quot;Ralph Hall Post Office&quot;, S.3839, to designate the facility of the United States Postal Service located at 2719 South Webster Street in Kokomo, Indiana, as the &quot;Opha May Johnson Post Office&quot;, S.4126, to designate the facility of the United States Postal Service located at 104 East Main Street in Port Washington, Wisconsin, as the &quot;Joseph G. Demler Post Office&quot;, H.R.1313, to amend the Implementing Recommendations of the 9 11 Commission Act of 2007 to clarify certain allowable uses of funds for public transportation security assistance grants and establish periods of performance for such grants, H.R.4727, to amend the Homeland Security Act of 2002 to establish a mentor-protégé program, H.R.542, to amend the Homeland Security Act of 2002 to establish the National Urban Security Technology Laboratory, an original bill entitled, &quot;GAO Database Modernization Act&quot;, an original bill entitled, &quot;Southwest Border Security Technology Improvement Act of 2020&quot;, and the nominations of Derek Kan, of California, to be Deputy Director of the Office of Management and Budget, and Mark A. Robbins, Carl Ezekiel Ross, and Elizabeth J. Shapiro, each to be an Associate Judge of the Superior Court of the District of Columbia."
116.0,senate,SSGA,2020-06-30,"Hearings to examine the nomination of Derek Kan, of California, to be Deputy Director of the Office of Management and Budget."
116.0,senate,SSGA,2020-06-25,"An oversight hearing to examine Customs and Border Protection, focusing on evolving challenges facing the agency."
116.0,senate,SSGA,2020-06-25,"An oversight hearing to examine Customs and Border Protection, focusing on evolving challenges facing the agency."
116.0,senate,SSGA,2020-06-25,"An oversight hearing to examine Customs and Border Protection, focusing on evolving challenges facing the agency."
116.0,senate,SSGA,2020-06-24,Hearings to examine the role of the strategic national stockpile in pandemic response.
116.0,senate,SSGA,2020-06-23,"Hearings to examine improving public service, focusing on a review of recommendations made by the National Commission on Military, National, and Public Service."
116.0,senate,SSGA,2020-06-23,"An oversight hearing to examine Customs and Border Protection, focusing on evolving challenges facing the agency."
116.0,senate,SSGA,2020-06-10,"Business meeting to consider the nominations of Russell Vought, of Virginia, to be Director of the Office of Management and Budget, Donald Lee Moak, of Florida, and William Zollars, of Kansas, both to be a Governor, United States Postal Service, Craig Edward Leen, of the District of Columbia, to be Inspector General, Office of Personnel Management, Mark A. Robbins, Carl Ezekiel Ross, and Elizabeth J. Shapiro, all to be an Associate Judge of the Superior Court of the District of Columbia, Catherine Bird, of Texas, to be General Counsel of the Federal Labor Relations Authority, and John Chase Johnson, of Oklahoma, to be Inspector General, Federal Communications Commission."
116.0,senate,SSGA,2020-06-09,Hearings to examine the Federal government&#39;s procurement and distribution strategies in response to the COVID-19 pandemic.
116.0,senate,SSGA,2020-06-04,"Business meeting to consider a motion to authorize the Chairman to issue subpoenas for records and testimony to U.S. Government agencies and to individuals relating to the Federal Bureau of Investigation&#39;s Crossfire Hurricane Investigation, the DOJ Inspector General&#39;s review of that investigation, and the &quot;unmasking&quot; of U.S. persons affiliated with the Trump campaign, transition teams, and Trump Administration, as described in Schedule A."
116.0,senate,SSGA,2020-06-03,"Hearings to examine the nominations of Donald Lee Moak, of Florida, and William Zollars, of Kansas, both to be a Governor of the United States Postal Service, and Mark A. Robbins, Carl Ezekiel Ross, and Elizabeth J. Shapiro, each to be an Associate Judge of the Superior Court of the District of Columbia."
116.0,senate,SSGA,2020-06-02,"Hearings to examine the nominations of Russell Vought, of Virginia, to be Director of the Office of Management and Budget, and Craig Edward Leen, of the District of Columbia, to be Inspector General, Office of Personnel Management."
116.0,senate,SSGA,2020-05-20,"Business meeting to consider a motion to issue a subpoena to Blue Star Strategies as described in Schedule A, and the nomination of Brian D. Miller, of Virginia, to be Special Inspector General for Pandemic Recovery."
116.0,senate,SSGA,2020-05-13,"Hearings to examine evolving the United States Cybersecurity strategy and posture, focusing on reviewing the Cyberspace Solarium Commission Report."
116.0,senate,SSGA,2020-05-06,"Hearings to examine COVID-19, focusing on how new information can drive policy."
116.0,senate,SSGA,2020-05-06,"Hearings to examine COVID-19, focusing on how new information should drive policy."
