Comittee_code,Member_name
HSED02,Bob Good
HSED02,Mark DeSaulnier
HSED02,Joe Wilson
HSED02,Joe Courtney
HSED02,Tim Walberg
HSED02,Donald Norcross
HSED02,Rick W. Allen
HSED02,Susan Wild
HSED02,Jim Banks
HSED02,Frank J. Mrvan
HSED02,James Comer
HSED02,Pramila Jayapal
HSED02,Lloyd Smucker
HSED02,Lucy McBath
HSED02,Michelle Steel
HSED02,Jahana Hayes
HSED02,Aaron Bean
HSED02,Ilhan Omar
HSED02,Eric Burlison
HSED02,Kathy E. Manning
HSED02,Lori Chavez-DeRemer
HSED02,Erin Houchin
HSGO05,Pat Fallon
HSGO05,Cori Bush
HSGO05,Byron Donalds
HSGO05,Shontel M. Brown
HSGO05,Scott Perry
HSGO05,Melanie A. Stansbury
HSGO05,Lisa C. McClain
HSGO05,Eleanor Holmes Norton
HSGO05,Lauren Boebert
HSGO05,Raja Krishnamoorthi
HSGO05,Russell Fry
HSGO05,Ro Khanna
HSGO05,Anna Paulina Luna
HSGO05,Chuck Edwards
HSGO05,Nicholas A. Langworthy
HSAP04,Mario Diaz-Balart
HSAP04,Barbara Lee
HSAP04,Harold Rogers
HSAP04,Grace Meng
HSAP04,Guy Reschenthaler
HSAP04,Lois Frankel
HSAP04,"Charles J. ""Chuck"" Fleischmann"
HSAP04,Norma J. Torres
HSAP04,Jake LaTurner
HSAP04,Jerry L. Carl
HSHM,Mark E. Green
HSHM,Bennie G. Thompson
HSHM,Michael T. McCaul
HSHM,Sheila Jackson Lee
HSHM,Clay Higgins
HSHM,"Donald M. Payne, Jr."
HSHM,Michael Guest
HSHM,Eric Swalwell
HSHM,Dan Bishop
HSHM,J. Luis Correa
HSHM,Carlos A. Gimenez
HSHM,Troy A. Carter
HSHM,August Pfluger
HSHM,Shri Thanedar
HSHM,Andrew R. Garbarino
HSHM,Seth Magaziner
HSHM,Marjorie Taylor Greene
HSHM,Glenn Ivey
HSHM,Tony Gonzales
HSHM,Daniel S. Goldman
HSHM,Nick LaLota
HSHM,Robert Garcia
HSHM,Mike Ezell
HSHM,Delia C. Ramirez
HSHM,Anthony D’Esposito
HSHM,Robert Menendez
HSHM,Laurel M. Lee
HSHM,Yvette D. Clarke
HSHM,Morgan Luttrell
HSHM,Dina Titus
HSHM,Dale W. Strong
HSHM,Josh Brecheen
HSHM,Elijah Crane
HSHM05,August Pfluger
HSHM05,Seth Magaziner
HSHM05,Dan Bishop
HSHM05,J. Luis Correa
HSHM05,Tony Gonzales
HSHM05,Daniel S. Goldman
HSHM05,Anthony D’Esposito
HSHM05,Dina Titus
HSHM05,Elijah Crane
HSJU05,Thomas Massie
HSJU05,Darrell Issa
HSJU05,"Henry C. ""Hank"" Johnson, Jr."
HSJU05,Ken Buck
HSJU05,Eric Swalwell
HSJU05,Matt Gaetz
HSJU05,Ted Lieu
HSJU05,Mike Johnson
HSJU05,Pramila Jayapal
HSJU05,Dan Bishop
HSJU05,J. Luis Correa
HSJU05,Victoria Spartz
HSJU05,Mary Gay Scanlon
HSJU05,Scott Fitzgerald
HSJU05,Joe Neguse
HSJU05,Cliff Bentz
HSJU05,Lucy McBath
HSJU05,Ben Cline
HSJU05,Zoe Lofgren
HSJU05,Lance Gooden
HSJU05,Steve Cohen
HSJU05,Jefferson Van Drew
HSJU05,Glenn Ivey
HSJU05,Harriet M. Hageman
HSJU05,Nathaniel Moran
HSFA14,"Thomas H. Kean, Jr."
HSFA14,William R. Keating
HSFA14,Joe Wilson
HSFA14,Dina Titus
HSFA14,Darrell Issa
HSFA14,Madeleine Dean
HSFA14,Ann Wagner
HSFA14,Jim Costa
HSFA14,Bill Huizenga
HSFA14,Susan Wild
HSFA14,Michael Lawler
HSFA14,Nathaniel Moran
HSFA14,Keith Self
HSHA,Bryan Steil
HSHA,Joseph D. Morelle
HSHA,Barry Loudermilk
HSHA,Terri A. Sewell
HSHA,H. Morgan Griffith
HSHA,Derek Kilmer
HSHA,Gregory F. Murphy
HSHA,Norma J. Torres
HSHA,Stephanie I. Bice
HSHA,Mike Carey
HSHA,Laurel M. Lee
HSHA,Anthony D’Esposito
JSLC,Amy Klobuchar
JSLC,Bryan Steil
JSLC,Mark R. Warner
JSLC,Mark E. Amodei
JSLC,Jon Ossoff
JSLC,Mike Carey
JSLC,Deb Fischer
JSLC,Cindy Hyde-Smith
JSLC,Joseph D. Morelle
JSLC,Terri A. Sewell
JSPR,Amy Klobuchar
JSPR,Bryan Steil
JSPR,Jeff Merkley
JSPR,H. Morgan Griffith
JSPR,Alex Padilla
JSPR,Gregory F. Murphy
JSPR,Deb Fischer
JSPR,Bill Hagerty
JSPR,Joseph D. Morelle
JSPR,Derek Kilmer
HSWM03,Darin LaHood
HSWM03,Danny K. Davis
HSWM03,Brad R. Wenstrup
HSWM03,Judy Chu
HSWM03,Mike Carey
HSWM03,Gwen Moore
HSWM03,Blake D. Moore
HSWM03,Dwight Evans
HSWM03,Michelle Steel
HSWM03,Terri A. Sewell
HSWM03,Lloyd Smucker
HSWM03,Adrian Smith
HSWM03,Claudia Tenney
HSWM04,Adrian Smith
HSWM04,Earl Blumenauer
HSWM04,Vern Buchanan
HSWM04,Brian Higgins
HSWM04,Darin LaHood
HSWM04,Daniel T. Kildee
HSWM04,Jodey C. Arrington
HSWM04,Jimmy Panetta
HSWM04,Ron Estes
HSWM04,Suzan K. DelBene
HSWM04,Carol D. Miller
HSWM04,"Donald S. Beyer, Jr."
HSWM04,Lloyd Smucker
HSWM04,Linda T. Sánchez
HSWM04,Gregory F. Murphy
HSWM04,Terri A. Sewell
HSWM04,W. Gregory Steube
HSWM04,Michelle Fischbach
HSWM04,David Kustoff
HSAP18,John R. Carter
HSAP18,Debbie Wasserman Schultz
HSAP18,David G. Valadao
HSAP18,"Sanford D. Bishop, Jr."
HSAP18,John H. Rutherford
HSAP18,Susie Lee
HSAP18,Tony Gonzales
HSAP18,Henry Cuellar
HSAP18,Michael Guest
HSAP18,Chellie Pingree
HSAP18,Ryan K. Zinke
HSAP18,Stephanie I. Bice
HSAP18,C. Scott Franklin
HSSM,Roger Williams
HSSM,Nydia M. Velázquez
HSSM,Blaine Luetkemeyer
HSSM,Jared F. Golden
HSSM,Pete Stauber
HSSM,Kweisi Mfume
HSSM,Daniel Meuser
HSSM,Dean Phillips
HSSM,Beth Van Duyne
HSSM,Greg Landsman
HSSM,Maria Elvira Salazar
HSSM,Marie Gluesenkamp Perez
HSSM,Tracey Mann
HSSM,Shri Thanedar
HSSM,Jake Ellzey
HSSM,Morgan McGarvey
HSSM,Marcus J. Molinaro
HSSM,Hillary J. Scholten
HSSM,Mark Alford
HSSM,Judy Chu
HSSM,Elijah Crane
HSSM,Sharice Davids
HSSM,Aaron Bean
HSSM,Chris Pappas
HSSM,Wesley Hunt
HSSM,Nick LaLota
HSSM24,Beth Van Duyne
HSSM24,Kweisi Mfume
HSSM24,Mark Alford
HSSM24,Marie Gluesenkamp Perez
HSSM24,Elijah Crane
HSSM24,Jared F. Golden
HSSM24,Aaron Bean
HSSM24,Wesley Hunt
HSSM27,Daniel Meuser
HSSM27,Greg Landsman
HSSM27,Blaine Luetkemeyer
HSSM27,Dean Phillips
HSSM27,Beth Van Duyne
HSSM27,Judy Chu
HSSM27,Mark Alford
HSSM27,Sharice Davids
HSSM27,Nick LaLota
HSSM27,Jared F. Golden
HSWM06,David Schweikert
HSWM06,"Bill Pascrell, Jr."
HSWM06,Brian K. Fitzpatrick
HSWM06,Judy Chu
HSWM06,W. Gregory Steube
HSWM06,Bradley Scott Schneider
HSWM06,Claudia Tenney
HSWM06,Suzan K. DelBene
HSWM06,Michelle Fischbach
HSWM06,Gwen Moore
HSWM06,Beth Van Duyne
HSWM06,Randy Feenstra
HSWM06,Nicole Malliotakis
HSFA13,Joe Wilson
HSFA13,Dean Phillips
HSFA13,Brian J. Mast
HSFA13,Brad Sherman
HSFA13,Tim Burchett
HSFA13,Gerald E. Connolly
HSFA13,Ronny Jackson
HSFA13,Kathy E. Manning
HSFA13,James R. Baird
HSFA13,Michael Lawler
HSFA13,Richard McCormick
HSFA17,Brian J. Mast
HSFA17,Jason Crow
HSFA17,Scott Perry
HSFA17,Dina Titus
HSFA17,Darrell Issa
HSFA17,Colin Z. Allred
HSFA17,Tim Burchett
HSFA17,Andy Kim
HSFA17,J. French Hill
HSFA17,Sheila Cherfilus-McCormick
HSFA17,Michael Waltz
HSFA17,Madeleine Dean
HSFA17,Cory Mills
HSFA17,Nathaniel Moran
HSAP15,David P. Joyce
HSAP15,Henry Cuellar
HSAP15,John H. Rutherford
HSAP15,Lauren Underwood
HSAP15,Andy Harris
HSAP15,Ed Case
HSAP15,Dan Newhouse
HSAP15,David J. Trone
HSAP15,Ashley Hinson
HSAP15,Michael Cloud
HSAP15,Michael Guest
HSHA08,Laurel M. Lee
HSHA08,Terri A. Sewell
HSHA08,Barry Loudermilk
HSHA08,Norma J. Torres
HSHA08,Stephanie I. Bice
HSHA08,Anthony D’Esposito
HSRU04,Michael C. Burgess
HSRU04,Mary Gay Scanlon
HSRU04,Tom Cole
HSRU04,James P. McGovern
HSRU04,Guy Reschenthaler
HSRU04,Thomas Massie
HSRU04,Erin Houchin
HSED10,Kevin Kiley
HSED10,Alma S. Adams
HSED10,Glenn Grothman
HSED10,Ilhan Omar
HSED10,Elise M. Stefanik
HSED10,Haley M. Stevens
HSED10,James Comer
HSED10,Mark Takano
HSED10,Mary E. Miller
HSED10,Eric Burlison
HSVR11,"Matthew M. Rosendale, Sr."
HSVR11,Sheila Cherfilus-McCormick
HSVR11,Nancy Mace
HSVR11,Greg Landsman
HSVR11,Keith Self
HSVC,Brad R. Wenstrup
HSVC,Raul Ruiz
HSVC,Nicole Malliotakis
HSVC,Debbie Dingell
HSVC,Mariannette Miller-Meeks
HSVC,Kweisi Mfume
HSVC,Debbie Lesko
HSVC,Deborah K. Ross
HSVC,Michael Cloud
HSVC,Robert Garcia
HSVC,John Joyce
HSVC,Ami Bera
HSVC,Marjorie Taylor Greene
HSVC,Jill N. Tokuda
HSVC,Ronny Jackson
HSVC,Richard McCormick
HSHM11,Clay Higgins
HSHM11,J. Luis Correa
HSHM11,Michael Guest
HSHM11,Sheila Jackson Lee
HSHM11,Marjorie Taylor Greene
HSHM11,Shri Thanedar
HSHM11,Tony Gonzales
HSHM11,Robert Garcia
HSHM11,Morgan Luttrell
HSHM11,Delia C. Ramirez
HSHM11,Josh Brecheen
HSHM09,Dan Bishop
HSHM09,Glenn Ivey
HSHM09,Marjorie Taylor Greene
HSHM09,Shri Thanedar
HSHM09,Mike Ezell
HSHM09,Delia C. Ramirez
HSHM09,Dale W. Strong
HSHM09,Yvette D. Clarke
HSHM09,Elijah Crane
HSFA07,Maria Elvira Salazar
HSFA07,Joaquin Castro
HSFA07,Mark E. Green
HSFA07,Greg Stanton
HSFA07,Bill Huizenga
HSFA07,Jared Moskowitz
HSFA07,Warren Davidson
HSFA07,Sydney Kamlager-Dove
HSFA07,Keith Self
HSFA07,John James
HSRU02,Michelle Fischbach
HSRU02,Teresa Leger Fernandez
HSRU02,Tom Cole
HSRU02,Joe Neguse
HSRU02,Ralph Norman
HSRU02,Chip Roy
HSRU02,Nicholas A. Langworthy
HSHM12,Anthony D’Esposito
HSHM12,Troy A. Carter
HSHM12,Nick LaLota
HSHM12,"Donald M. Payne, Jr."
HSHM12,Dale W. Strong
HSHM12,Daniel S. Goldman
HSHM12,Josh Brecheen
HSSO,Michael Guest
HSSO,Susan Wild
HSSO,David P. Joyce
HSSO,Veronica Escobar
HSSO,John H. Rutherford
HSSO,Mark DeSaulnier
HSSO,Andrew R. Garbarino
HSSO,Deborah K. Ross
HSSO,Michelle Fischbach
HSSO,Glenn Ivey
HSSY15,Mike Collins
HSSY15,Haley M. Stevens
HSSY15,James R. Baird
HSSY15,Andrea Salinas
HSSY15,Darrell Issa
HSSY15,Kevin Mullin
HSSY15,"Eric A. ""Rick"" Crawford"
HSSY15,Emilia Strong Sykes
HSSY15,C. Scott Franklin
HSSY15,Suzanne Bonamici
HSSY15,Brandon Williams
HSSY15,"Thomas H. Kean, Jr."
HSSY18,Max L. Miller
HSSY18,Deborah K. Ross
HSSY18,Bill Posey
HSSY18,Suzanne Bonamici
HSSY18,"Eric A. ""Rick"" Crawford"
HSSY18,Maxwell Frost
HSSY18,Ryan K. Zinke
HSSY18,Mike Collins
HSHM07,Carlos A. Gimenez
HSHM07,Shri Thanedar
HSHM07,Clay Higgins
HSHM07,"Donald M. Payne, Jr."
HSHM07,Nick LaLota
HSHM07,Robert Garcia
HSHM07,Laurel M. Lee
HSSM23,Nick LaLota
HSSM23,Hillary J. Scholten
HSSM23,Maria Elvira Salazar
HSSM23,Kweisi Mfume
HSSM23,Jake Ellzey
HSSM23,Morgan McGarvey
HSSM23,Marcus J. Molinaro
HSSM23,Judy Chu
HSSM23,Aaron Bean
HSSM23,Shri Thanedar
HSBA09,Bill Huizenga
HSBA09,Al Green
HSBA09,Pete Sessions
HSBA09,Steven Horsford
HSBA09,Ann Wagner
HSBA09,Rashida Tlaib
HSBA09,Alexander X. Mooney
HSBA09,Sylvia R. Garcia
HSBA09,John W. Rose
HSBA09,Nikema Williams
HSBA09,Daniel Meuser
HSBA09,Andrew Ogles
HSHM08,Andrew R. Garbarino
HSHM08,Eric Swalwell
HSHM08,Carlos A. Gimenez
HSHM08,Sheila Jackson Lee
HSHM08,Mike Ezell
HSHM08,Troy A. Carter
HSHM08,Laurel M. Lee
HSHM08,Robert Menendez
HSHM08,Morgan Luttrell
HSAP24,Mark E. Amodei
HSAP24,Adriano Espaillat
HSAP24,Andrew S. Clyde
HSAP24,Jennifer Wexton
HSAP24,Jake LaTurner
HSAP24,Mike Quigley
HSAP24,Stephanie I. Bice
HSAP24,C. Scott Franklin
HSBA21,J. French Hill
HSBA21,Stephen F. Lynch
HSBA21,Frank D. Lucas
HSBA21,Bill Foster
HSBA21,Tom Emmer
HSBA21,Josh Gottheimer
HSBA21,Warren Davidson
HSBA21,Ritchie Torres
HSBA21,John W. Rose
HSBA21,Brad Sherman
HSBA21,Bryan Steil
HSBA21,Al Green
HSBA21,William R. Timmons IV
HSBA21,Sean Casten
HSBA21,Byron Donalds
HSBA21,Wiley Nickel
HSBA21,Mike Flood
HSBA21,Erin Houchin
HSFD,Jim Jordan
HSFD,Stacey E. Plaskett
HSFD,Darrell Issa
HSFD,Stephen F. Lynch
HSFD,Thomas Massie
HSFD,Linda T. Sánchez
HSFD,Elise M. Stefanik
HSFD,Debbie Wasserman Schultz
HSFD,Mike Johnson
HSFD,Gerald E. Connolly
HSFD,Matt Gaetz
HSFD,John Garamendi
HSFD,Kelly Armstrong
HSFD,Colin Z. Allred
HSFD,W. Gregory Steube
HSFD,Sylvia R. Garcia
HSFD,Dan Bishop
HSFD,Daniel S. Goldman
HSFD,Kat Cammack
HSFD,Harriet M. Hageman
HSZS,Mike Gallagher
HSZS,Raja Krishnamoorthi
HSZS,Robert J. Wittman
HSZS,Kathy Castor
HSZS,Blaine Luetkemeyer
HSZS,André Carson
HSZS,Andy Barr
HSZS,Seth Moulton
HSZS,Dan Newhouse
HSZS,Ro Khanna
HSZS,John R. Moolenaar
HSZS,Andy Kim
HSZS,Darin LaHood
HSZS,Mikie Sherrill
HSZS,Neal P. Dunn
HSZS,Haley M. Stevens
HSZS,Jim Banks
HSZS,Jake Auchincloss
HSZS,Dusty Johnson
HSZS,Ritchie Torres
HSZS,Michelle Steel
HSZS,Shontel M. Brown
HSZS,Ashley Hinson
HSZS,Carlos A. Gimenez
HSBA20,Andy Barr
HSBA20,Bill Foster
HSBA20,Bill Posey
HSBA20,Nydia M. Velázquez
HSBA20,Blaine Luetkemeyer
HSBA20,Brad Sherman
HSBA20,Roger Williams
HSBA20,Gregory W. Meeks
HSBA20,Barry Loudermilk
HSBA20,David Scott
HSBA20,John W. Rose
HSBA20,Al Green
HSBA20,William R. Timmons IV
HSBA20,Joyce Beatty
HSBA20,Ralph Norman
HSBA20,Juan Vargas
HSBA20,Scott Fitzgerald
HSBA20,Sean Casten
HSBA20,Young Kim
HSBA20,Ayanna Pressley
HSBA20,Byron Donalds
HSBA20,Monica De La Cruz
HSBA20,Andrew Ogles
HSHA06,Barry Loudermilk
HSHA06,Norma J. Torres
HSHA06,H. Morgan Griffith
HSHA06,Derek Kilmer
HSHA06,Gregory F. Murphy
HSHA06,Anthony D’Esposito
HSHA27,Stephanie I. Bice
HSHA27,Derek Kilmer
HSHA27,Mike Carey
HSHA27,Joseph D. Morelle
HSJU13,Ben Cline
HSJU13,Eric Swalwell
HSJU13,Jefferson Van Drew
HSJU13,Glenn Ivey
HSJU13,Nathaniel Moran
HSJU13,Laurel M. Lee
SSAF,Debbie Stabenow
SSAF,Sherrod Brown
SSAF,Amy Klobuchar
SSAF,Michael F. Bennet
SSAF,Kirsten E. Gillibrand
SSAF,Tina Smith
SSAF,Richard J. Durbin
SSAF,Cory A. Booker
SSAF,Ben Ray Luján
SSAF,Raphael G. Warnock
SSAF,Peter Welch
SSAF,John Fetterman
SSAF,John Boozman
SSAF,Mitch McConnell
SSAF,John Hoeven
SSAF,Joni Ernst
SSAF,Cindy Hyde-Smith
SSAF,Roger Marshall
SSAF,Tommy Tuberville
SSAF,Mike Braun
SSAF,Chuck Grassley
SSAF,John Thune
SSAF,Deb Fischer
SSAF13,Tina Smith
SSAF13,Kirsten E. Gillibrand
SSAF13,Richard J. Durbin
SSAF13,Cory A. Booker
SSAF13,Raphael G. Warnock
SSAF13,John Fetterman
SSAF13,Debbie Stabenow
SSAF13,Cindy Hyde-Smith
SSAF13,Mitch McConnell
SSAF13,Joni Ernst
SSAF13,Tommy Tuberville
SSAF13,Chuck Grassley
SSAF13,John Boozman
SSAF14,Michael F. Bennet
SSAF14,Amy Klobuchar
SSAF14,Tina Smith
SSAF14,Ben Ray Luján
SSAF14,Raphael G. Warnock
SSAF14,Peter Welch
SSAF14,Debbie Stabenow
SSAF14,Roger Marshall
SSAF14,Mitch McConnell
SSAF14,John Hoeven
SSAF14,Cindy Hyde-Smith
SSAF14,John Thune
SSAF14,John Boozman
SSAF16,John Fetterman
SSAF16,Sherrod Brown
SSAF16,Amy Klobuchar
SSAF16,Kirsten E. Gillibrand
SSAF16,Cory A. Booker
SSAF16,Raphael G. Warnock
SSAF16,Debbie Stabenow
SSAF16,Mike Braun
SSAF16,Mitch McConnell
SSAF16,Joni Ernst
SSAF16,Roger Marshall
SSAF16,Tommy Tuberville
SSAF16,John Boozman
SSAF17,Kirsten E. Gillibrand
SSAF17,Sherrod Brown
SSAF17,Richard J. Durbin
SSAF17,Cory A. Booker
SSAF17,Ben Ray Luján
SSAF17,Peter Welch
SSAF17,Debbie Stabenow
SSAF17,John Hoeven
SSAF17,Cindy Hyde-Smith
SSAF17,Roger Marshall
SSAF17,John Thune
SSAF17,Deb Fischer
SSAF17,John Boozman
SSAF15,Peter Welch
SSAF15,Amy Klobuchar
SSAF15,Michael F. Bennet
SSAF15,Tina Smith
SSAF15,Richard J. Durbin
SSAF15,Ben Ray Luján
SSAF15,Debbie Stabenow
SSAF15,Tommy Tuberville
SSAF15,Joni Ernst
SSAF15,Mike Braun
SSAF15,Chuck Grassley
SSAF15,Deb Fischer
SSAF15,John Boozman
SSAP,Patty Murray
SSAP,Richard J. Durbin
SSAP,Jack Reed
SSAP,Jon Tester
SSAP,Jeanne Shaheen
SSAP,Jeff Merkley
SSAP,Christopher A. Coons
SSAP,Brian Schatz
SSAP,Tammy Baldwin
SSAP,Christopher Murphy
SSAP,"Joe Manchin, III"
SSAP,Chris Van Hollen
SSAP,Martin Heinrich
SSAP,Gary C. Peters
SSAP,Susan M. Collins
SSAP,Mitch McConnell
SSAP,Lisa Murkowski
SSAP,Lindsey Graham
SSAP,Jerry Moran
SSAP,John Hoeven
SSAP,John Boozman
SSAP,Shelley Moore Capito
SSAP,John Kennedy
SSAP,Cindy Hyde-Smith
SSAP,Bill Hagerty
SSAP,Katie Boyd Britt
SSAP,Marco Rubio
SSAP,Deb Fischer
SSAP01,Martin Heinrich
SSAP01,Jon Tester
SSAP01,Jeff Merkley
SSAP01,Tammy Baldwin
SSAP01,"Joe Manchin, III"
SSAP01,Gary C. Peters
SSAP01,Patty Murray
SSAP01,John Hoeven
SSAP01,Mitch McConnell
SSAP01,Susan M. Collins
SSAP01,Jerry Moran
SSAP01,Cindy Hyde-Smith
SSAP01,Deb Fischer
SSAP16,Jeanne Shaheen
SSAP16,Jack Reed
SSAP16,Christopher A. Coons
SSAP16,Brian Schatz
SSAP16,"Joe Manchin, III"
SSAP16,Chris Van Hollen
SSAP16,Jeff Merkley
SSAP16,Gary C. Peters
SSAP16,Patty Murray
SSAP16,Jerry Moran
SSAP16,Lisa Murkowski
SSAP16,Susan M. Collins
SSAP16,Shelley Moore Capito
SSAP16,John Kennedy
SSAP16,Bill Hagerty
SSAP16,Katie Boyd Britt
SSAP16,Deb Fischer
SSAP02,Jon Tester
SSAP02,Richard J. Durbin
SSAP02,Patty Murray
SSAP02,Jack Reed
SSAP02,Brian Schatz
SSAP02,Tammy Baldwin
SSAP02,Jeanne Shaheen
SSAP02,Christopher Murphy
SSAP02,Susan M. Collins
SSAP02,Mitch McConnell
SSAP02,Lisa Murkowski
SSAP02,Lindsey Graham
SSAP02,Jerry Moran
SSAP02,John Hoeven
SSAP02,John Boozman
SSAP02,Shelley Moore Capito
SSAP22,Patty Murray
SSAP22,Jon Tester
SSAP22,Richard J. Durbin
SSAP22,Jeanne Shaheen
SSAP22,Jeff Merkley
SSAP22,Christopher A. Coons
SSAP22,Tammy Baldwin
SSAP22,Martin Heinrich
SSAP22,John Kennedy
SSAP22,Mitch McConnell
SSAP22,Lisa Murkowski
SSAP22,Lindsey Graham
SSAP22,John Hoeven
SSAP22,Cindy Hyde-Smith
SSAP22,Bill Hagerty
SSAP22,Katie Boyd Britt
SSAP22,Susan M. Collins
SSAP23,Chris Van Hollen
SSAP23,Richard J. Durbin
SSAP23,Christopher A. Coons
SSAP23,"Joe Manchin, III"
SSAP23,Martin Heinrich
SSAP23,Patty Murray
SSAP23,Bill Hagerty
SSAP23,John Boozman
SSAP23,John Kennedy
SSAP23,Marco Rubio
SSAP23,Susan M. Collins
SSAP14,Christopher Murphy
SSAP14,Patty Murray
SSAP14,Jon Tester
SSAP14,Jeanne Shaheen
SSAP14,Tammy Baldwin
SSAP14,Gary C. Peters
SSAP14,Katie Boyd Britt
SSAP14,Lisa Murkowski
SSAP14,Shelley Moore Capito
SSAP14,John Kennedy
SSAP14,Cindy Hyde-Smith
SSAP14,Susan M. Collins
SSAP17,Jeff Merkley
SSAP17,Jack Reed
SSAP17,Jon Tester
SSAP17,Chris Van Hollen
SSAP17,Martin Heinrich
SSAP17,Gary C. Peters
SSAP17,Patty Murray
SSAP17,Lisa Murkowski
SSAP17,Mitch McConnell
SSAP17,Shelley Moore Capito
SSAP17,John Hoeven
SSAP17,Deb Fischer
SSAP17,Katie Boyd Britt
SSAP17,Susan M. Collins
SSAP18,Tammy Baldwin
SSAP18,Patty Murray
SSAP18,Richard J. Durbin
SSAP18,Jack Reed
SSAP18,Jeanne Shaheen
SSAP18,Jeff Merkley
SSAP18,Brian Schatz
SSAP18,Christopher Murphy
SSAP18,"Joe Manchin, III"
SSAP18,Shelley Moore Capito
SSAP18,Lindsey Graham
SSAP18,Jerry Moran
SSAP18,John Kennedy
SSAP18,Cindy Hyde-Smith
SSAP18,John Boozman
SSAP18,Katie Boyd Britt
SSAP18,Marco Rubio
SSAP18,Susan M. Collins
SSAP08,Jack Reed
SSAP08,Christopher Murphy
SSAP08,Chris Van Hollen
SSAP08,Patty Murray
SSAP08,Deb Fischer
SSAP08,Marco Rubio
SSAP08,Susan M. Collins
SSAP19,Patty Murray
SSAP19,Jack Reed
SSAP19,Jon Tester
SSAP19,Brian Schatz
SSAP19,Tammy Baldwin
SSAP19,Martin Heinrich
SSAP19,Christopher A. Coons
SSAP19,"Joe Manchin, III"
SSAP19,Gary C. Peters
SSAP19,John Boozman
SSAP19,Mitch McConnell
SSAP19,Lisa Murkowski
SSAP19,John Hoeven
SSAP19,Susan M. Collins
SSAP19,Marco Rubio
SSAP19,Bill Hagerty
SSAP19,Deb Fischer
SSAP20,Christopher A. Coons
SSAP20,Richard J. Durbin
SSAP20,Jeanne Shaheen
SSAP20,Jeff Merkley
SSAP20,Christopher Murphy
SSAP20,Chris Van Hollen
SSAP20,Brian Schatz
SSAP20,Patty Murray
SSAP20,Lindsey Graham
SSAP20,Mitch McConnell
SSAP20,John Boozman
SSAP20,Jerry Moran
SSAP20,Marco Rubio
SSAP20,Bill Hagerty
SSAP20,Susan M. Collins
SSAP24,Brian Schatz
SSAP24,Patty Murray
SSAP24,Richard J. Durbin
SSAP24,Jack Reed
SSAP24,Christopher A. Coons
SSAP24,Christopher Murphy
SSAP24,"Joe Manchin, III"
SSAP24,Chris Van Hollen
SSAP24,Cindy Hyde-Smith
SSAP24,Susan M. Collins
SSAP24,John Boozman
SSAP24,Shelley Moore Capito
SSAP24,Lindsey Graham
SSAP24,John Hoeven
SSAP24,John Kennedy
SSAP24,Jerry Moran
SSAS,Jack Reed
SSAS,Jeanne Shaheen
SSAS,Kirsten E. Gillibrand
SSAS,Richard Blumenthal
SSAS,Mazie K. Hirono
SSAS,Tim Kaine
SSAS,"Angus S. King, Jr."
SSAS,Elizabeth Warren
SSAS,Gary C. Peters
SSAS,"Joe Manchin, III"
SSAS,Tammy Duckworth
SSAS,Jacky Rosen
SSAS,Mark Kelly
SSAS,Roger F. Wicker
SSAS,Deb Fischer
SSAS,Tom Cotton
SSAS,Mike Rounds
SSAS,Joni Ernst
SSAS,Dan Sullivan
SSAS,Kevin Cramer
SSAS,Rick Scott
SSAS,Tommy Tuberville
SSAS,Markwayne Mullin
SSAS,Ted Budd
SSAS,Eric Schmitt
SSAS14,Mark Kelly
SSAS14,Richard Blumenthal
SSAS14,"Angus S. King, Jr."
SSAS14,Gary C. Peters
SSAS14,"Joe Manchin, III"
SSAS14,Tammy Duckworth
SSAS14,Jack Reed
SSAS14,Tom Cotton
SSAS14,Deb Fischer
SSAS14,Joni Ernst
SSAS14,Rick Scott
SSAS14,Markwayne Mullin
SSAS14,Roger F. Wicker
SSAS21,"Joe Manchin, III"
SSAS21,Kirsten E. Gillibrand
SSAS21,Gary C. Peters
SSAS21,Tammy Duckworth
SSAS21,Jacky Rosen
SSAS21,Jack Reed
SSAS21,Mike Rounds
SSAS21,Joni Ernst
SSAS21,Ted Budd
SSAS21,Eric Schmitt
SSAS21,Roger F. Wicker
SSAS20,Kirsten E. Gillibrand
SSAS20,Jeanne Shaheen
SSAS20,Elizabeth Warren
SSAS20,Gary C. Peters
SSAS20,Jacky Rosen
SSAS20,Mark Kelly
SSAS20,Jack Reed
SSAS20,Joni Ernst
SSAS20,Tom Cotton
SSAS20,Markwayne Mullin
SSAS20,Ted Budd
SSAS20,Eric Schmitt
SSAS20,Roger F. Wicker
SSAS17,Elizabeth Warren
SSAS17,Richard Blumenthal
SSAS17,Mazie K. Hirono
SSAS17,Tim Kaine
SSAS17,Tammy Duckworth
SSAS17,Jack Reed
SSAS17,Rick Scott
SSAS17,Mike Rounds
SSAS17,Dan Sullivan
SSAS17,Ted Budd
SSAS17,Roger F. Wicker
SSAS15,Mazie K. Hirono
SSAS15,Jeanne Shaheen
SSAS15,Richard Blumenthal
SSAS15,Tim Kaine
SSAS15,Tammy Duckworth
SSAS15,Mark Kelly
SSAS15,Jack Reed
SSAS15,Dan Sullivan
SSAS15,Deb Fischer
SSAS15,Kevin Cramer
SSAS15,Tommy Tuberville
SSAS15,Markwayne Mullin
SSAS15,Roger F. Wicker
