committee_id,committee_name,congress,chamber,committee_description
SSBK,"Committee on Banking, Housing, and Urban Affairs",118,senate,"The Committee on Banking, Housing, and Urban Affairs is a key committee in the United States Congress. It has jurisdiction over legislation and policies related to banking, monetary policy, housing, insurance, securities, and urban development. The committee reviews and makes recommendations on legislation pertaining to these areas, as well as oversees the implementation of laws and regulations by relevant agencies. It holds hearings and conducts investigations to gather information and assess the impact of policies on the economy, financial services, housing, and cities. The committee plays a crucial role in shaping and overseeing the nation's banking, housing, and urban policies."
SSCM,"Committee on Commerce, Science, and Transportation",118,senate,"The Committee on Commerce, Science, and Transportation is one of the standing committees in the United States Senate. It has jurisdiction over a variety of important policy areas, including commerce, transportation, science, and technology. The committee is responsible for overseeing and legislating on issues relating to interstate and foreign commerce, transportation and infrastructure, telecommunications, consumer protection, and the promotion of science and technology. It plays a crucial role in shaping policies and regulations that impact the American economy, innovation, and infrastructure. Additionally, it holds hearings, conducts investigations, and drafts legislation to address emerging challenges and opportunities in these areas."
SSEG,Committee on Energy and Natural Resources,118,senate,"The Committee on Energy and Natural Resources is a standing committee in the United States Congress. Its primary role is to oversee and legislate on issues related to energy production, conservation, and use, as well as natural resources management, including water resources. The committee has jurisdiction over various federal agencies and programs, such as the Department of Energy and the Department of the Interior. It is responsible for considering and shaping legislation on topics such as renewable energy, fossil fuels, nuclear energy, public lands, and mineral resources. The committee conducts hearings, markup sessions, and votes on bills and resolutions, playing a significant role in shaping the country's energy and natural resources policies."
SSEV,Committee on Environment and Public Works,118,senate,"The Committee on Environment and Public Works is a standing committee in the United States Congress that has jurisdiction over matters related to environmental protection, infrastructure development, and public works projects. The committee is responsible for legislation, oversight, and funding of various federal agencies and programs, such as the Environmental Protection Agency (EPA), the Army Corps of Engineers, and the Department of Transportation. It plays a key role in shaping environmental and infrastructure policy in the United States, including issues like clean air and water, transportation, and climate change. The committee holds hearings, conducts investigations, and drafts legislation to address these policy areas, working to ensure a sustainable and safe environment and to promote public works projects that benefit communities across the country. Members of the committee are appointed from both the Senate and the House of Representatives, reflecting its bicameral nature."
SSFI,Committee on Finance,118,senate,"The Committee on Finance is a standing committee in the United States Senate responsible for legislation pertaining to taxation, revenue generation, and related financial matters. It holds jurisdiction over initiatives related to trade agreements, tariffs, and customs administration. The committee plays a crucial role in shaping the nation's fiscal policies and has the power to initiate and review legislation regarding budgetary matters. It also oversees government agencies and programs relating to unemployment compensation, Social Security, and healthcare financing, including Medicare and Medicaid. The Committee on Finance is often at the forefront of debates on taxation, economic policy, and the federal budget."
SSFR,Committee on Foreign Relations,118,senate,"The Committee on Foreign Relations is a standing committee in the United States Congress responsible for overseeing and providing legislative authorization for foreign policy and international relations. It is composed of members from both the Senate and the House of Representatives. The committee conducts hearings, drafts and reviews legislation related to foreign affairs, and exercises oversight on the executive branch's foreign policy decisions. It plays a crucial role in shaping and developing foreign policy initiatives of the United States. In addition, the committee also interacts with foreign governmental officials and international organizations to promote diplomatic relations and cooperation."
SSHR,"Committee on Health, Education, Labor, and Pensions",118,senate,"The Committee on Health, Education, Labor, and Pensions is a standing committee in the United States Congress. It plays a vital role in overseeing and shaping policies related to health, education, labor, and pensions in the country. The committee conducts hearings, drafts legislation, and deliberates on issues within its jurisdiction. It plays a crucial role in setting and implementing policies that impact the well-being and economic opportunities of American citizens. The committee also ensures oversight of various federal agencies and programs related to its areas of focus."
SSGA,Committee on Homeland Security and Governmental Affairs,118,senate,"The Committee on Homeland Security and Governmental Affairs is a standing committee in the United States Congress. It is responsible for overseeing and coordinating matters related to homeland security and the functioning of the federal government. This committee is tasked with conducting investigations, holding hearings, and evaluating the efficiency and effectiveness of government operations, as well as proposing and implementing reforms. It plays a crucial role in safeguarding national security and ensuring the integrity, transparency, and accountability of the federal government. The Committee has jurisdiction over a wide range of issues, including emergency management, cybersecurity, immigration, border security, and oversight of federal agencies."
SLIA,Committee on Indian Affairs,118,senate,"The Committee on Indian Affairs is a standing committee in the United States Senate. Its primary role is to oversee legislation and policies relating to Native American tribes, including their lands, resources, and government-to-government relationships with the federal government. The committee is responsible for conducting oversight of federal programs and funding that impact Native American communities. It also reviews and considers nominations for key positions within the Bureau of Indian Affairs and other agencies related to Native American affairs. Through its work, the committee aims to address the unique challenges and promote the well-being and sovereignty of Native American tribes."
SSRA,Committee on Rules and Administration,118,senate,"The Committee on Rules and Administration is responsible for overseeing the rules and procedures within the United States Congress. This committee plays a crucial role in ensuring smooth legislative operations by establishing the guidelines for debate, amendment, and voting on bills. It also manages the administration of the Capitol complex, including facilities, services, and security. Additionally, the committee oversees the ethical conduct of Senators and deals with matters related to campaign finance, lobbying, and the Federal Election Commission. It serves as a crucial bridge between the legislative process and the day-to-day functioning of Congress."
SSSB,Committee on Small Business and Entrepreneurship,118,senate,"The Committee on Small Business and Entrepreneurship is a standing committee in the United States Senate responsible for overseeing legislation related to small businesses and entrepreneurship. It has jurisdiction over issues such as small business administration, small business loans, and access to capital for small businesses. The committee conducts hearings, investigates issues, and develops policies to support small business growth and success. It also plays a key role in promoting economic development and job creation through initiatives targeted towards small business owners. The committee works closely with small business advocates, industry leaders, and government agencies to address the unique challenges faced by small businesses in the United States."
SSBU,Committee on the Budget,118,senate,"The Committee on the Budget is a standing committee in the United States Congress responsible for developing and proposing a budget resolution for the federal government. It is the primary committee that oversees and manages the annual budget process. The committee reviews the president's budget proposal and holds hearings to gather information and input from various government agencies, experts, and stakeholders. It also works to reconcile differences between the House and Senate budget resolutions and helps guide the legislative process to ensure proper fiscal planning and adherence to budgetary rules. The committee's ultimate goal is to promote responsible fiscal policy and ensure that the government's spending and revenue align with the country's overall economic goals."
SSJU,Committee on the Judiciary,118,senate,"The Committee on the Judiciary is one of the standing committees in the United States Congress. It is responsible for overseeing matters related to the administration of justice and the federal judiciary system. The committee has jurisdiction over issues such as constitutional law, civil liberties, criminal law, intellectual property, and immigration. It also plays a crucial role in the confirmation process of federal judges and justices. The Committee on the Judiciary conducts hearings, drafts legislation, and exercises oversight to ensure the proper functioning of the justice system in the United States."
SSVA,Committee on Veterans' Affairs,118,senate,"The Committee on Veterans' Affairs is a standing committee in the United States Congress that is responsible for overseeing and developing legislation related to veterans' issues. It has jurisdiction over programs and policies that directly impact the lives of veterans, including healthcare, compensation, education, and employment services. The committee also conducts oversight of the Department of Veterans Affairs to ensure the efficient and effective delivery of services to veterans. Additionally, the committee has the power to investigate matters regarding veterans' benefits and reports directly to the full House of Representatives or Senate. The committee consists of members from both the House and the Senate who work together to advocate for the needs and concerns of America's veterans."
SLET,Select Committee on Ethics,118,senate,"The Select Committee on Ethics is a bipartisan committee in the United States Congress responsible for investigating and enforcing ethical standards for members of Congress. The committee is composed of an equal number of Democrats and Republicans. Its main role is to investigate allegations of misconduct or violations of the Code of Conduct by members of Congress and recommend appropriate action. The committee has the power to issue subpoenas, conduct interviews, and gather evidence during its investigations. Ultimately, the committee's aim is to maintain the integrity and ethical conduct of members of Congress."
SLIN,Select Committee on Intelligence,118,senate,"The Select Committee on Intelligence is a committee of the United States Congress responsible for overseeing and conducting investigations related to the intelligence activities and agencies of the federal government. It is composed of members from both the Senate and the House of Representatives. The committee provides oversight and authorization for the activities of the intelligence community, including agencies like the CIA, NSA, and FBI. It works to ensure that intelligence operations are in compliance with the law and protects national security while respecting civil liberties. The committee also conducts regular briefings with intelligence officials to remain informed about current threats and challenges."
SPAG,Special Committee on Aging,118,senate,"The Special Committee on Aging is a standing committee in the United States Congress that focuses on issues and policies affecting older Americans. Its role is to study and evaluate legislation related to aging, retirement, healthcare, and social security. The committee conducts investigations, holds hearings, and monitors federal programs to address the needs and concerns of older citizens. It also provides informational resources and expertise to other congressional committees and lawmakers. The Special Committee on Aging plays a critical role in shaping legislative initiatives and policies related to the aging population in the United States."
SCNC,United States Caucus on International Narcotics Control,118,senate,"The United States Caucus on International Narcotics Control committee is a bipartisan committee in the United States Congress. Its main responsibility is to oversee and address international efforts in combating drug trafficking and drug abuse. The committee conducts hearings, reviews legislation, and makes policy recommendations related to narcotics control. It also monitors the implementation of international narcotics control treaties and promotes collaboration with other countries in addressing drug-related issues. The committee members work together to develop strategies and initiatives to combat the global drug problem and promote public awareness and education on drug-related issues."
JCSE,Commission on Security and Cooperation in Europe,118,joint,"The Commission on Security and Cooperation in Europe, also known as the Helsinki Commission, is an independent agency in the United States Congress. Its primary role is to advance and support human rights, democracy, and security initiatives in the member countries of the Organization for Security and Cooperation in Europe (OSCE). The committee consists of members from both the House of Representatives and the Senate, representing both political parties. The commission holds hearings, produces reports, and engages in diplomatic activities to promote dialogue and cooperation on various issues such as arms control, elections, and regional conflicts. It serves as an important platform for monitoring and advocating for compliance with international obligations and commitments among OSCE member states."
JSPR,Joint Committee on Printing,118,joint,"The Joint Committee on Printing is a bipartisan committee that oversees the printing and distribution of government documents and publications. It is composed of members from both the Senate and the House of Representatives. The committee is responsible for ensuring efficiency and cost-effectiveness in printing and publishing operations of the government. It also oversees the production of the Congressional Record and other official publications of Congress. Additionally, the committee is charged with upholding the integrity and accuracy of government printing."
JSTX,Joint Committee on Taxation,118,joint,"The Joint Committee on Taxation is a nonpartisan congressional committee responsible for reviewing and advancing tax legislation. It is composed of members from both the House of Representatives and the Senate. The committee conducts comprehensive analyses of proposed tax laws and provides revenue estimates and economic impact assessments. It also offers technical assistance and expertise to lawmakers, ensuring that tax policy decisions are well-informed and objective. Additionally, the committee holds hearings, produces reports, and releases detailed explanations of tax proposals, contributing to transparency and public understanding of tax legislation."
JSLC,Joint Committee on the Library,118,joint,"The Joint Committee on the Library is a committee of the United States Congress consisting of Members from both the House of Representatives and the Senate. Its primary role is to oversee the operations and administration of the Library of Congress, the research library that serves as the official library of the United States Congress. The committee is responsible for conducting hearings and making recommendations relating to the library's budget, programs, collection development, and preservation efforts. Additionally, it plays a role in the management of the Capitol Visitor Center, including exhibits and educational programs. The committee also works to ensure public access to congressional research and information resources."
JSEC,Joint Economic Committee,118,joint,"The Joint Economic Committee (JEC) is a committee in the United States Congress that is responsible for conducting economic research and advising Congress on economic policy matters. It is a bipartisan committee, consisting of members from both the House of Representatives and the Senate. The JEC holds hearings and gathers expert testimony to analyze economic issues, such as unemployment, inflation, and taxation. It produces reports and recommendations to guide lawmakers in formulating economic policies that promote growth and stability. The JEC plays a crucial role in providing Congress with economic expertise and facilitating informed decision-making in matters related to the US economy."
