subcommittee_id,subcommittee_name,parent_committee_id,congress,chamber,subcommittee_description
HSRU05,Expedited Procedures,HSRU,117,house,"The Expedited Procedures subcommittee is a specialized subcommittee within the United States Congress that focuses on streamlining the legislative process for certain types of bills. Its primary role is to identify and prioritize legislation that requires faster consideration and approval. The subcommittee works to ensure that expedited procedures are used appropriately and effectively, taking into account the urgency and importance of the proposed legislation. This subcommittee plays a crucial role in expediting the legislative process, allowing Congress to address time-sensitive issues promptly. It often collaborates with other committees and subcommittees to accomplish its goals and ensure the smooth functioning of the legislative process."
HSSY20,Energy,HSSY,117,house,"The Energy subcommittee in the United States Congress plays a critical role in shaping legislation related to energy policy and infrastructure. It is a subcommittee within the larger House Committee on Energy and Commerce. The subcommittee is responsible for reviewing and conducting hearings on bills related to energy production, distribution, and efficiency. It also oversees federal agencies, such as the Department of Energy, and monitors their activities in promoting renewable energy and reducing reliance on fossil fuels. Ultimately, the Energy subcommittee plays a key role in shaping the nation's energy policy and ensuring the sustainable and efficient use of resources."
HSSY21,Investigations and Oversight,HSSY,117,house,"The Investigations and Oversight subcommittee plays a crucial role in the United States Congress by conducting investigations and overseeing the executive branch's activities. It is responsible for gathering information and conducting hearings to address issues of national significance and potential misconduct by government officials. This subcommittee has the power to subpoena witnesses and documents, enabling it to collect evidence and hold individuals accountable for any wrongdoing. It plays a crucial role in ensuring transparency, accountability, and the proper functioning of the government. Additionally, it serves as a check and balance on the executive branch's power, providing vital oversight to maintain a system of checks and balances."
HSSY16,Space and Aeronautics,HSSY,117,house,"The Space and Aeronautics subcommittee is a standing committee in the United States Congress responsible for overseeing legislation and policies related to space exploration and aeronautics. It plays a crucial role in shaping the national space and aviation agendas by conducting hearings, drafting bills, and making recommendations to the larger committee. The subcommittee's responsibilities include monitoring the activities and budgets of relevant federal agencies such as NASA and the Federal Aviation Administration (FAA) to ensure they align with the nation's goals in space and aeronautics. It also provides a platform for stakeholders including industry experts and scientists to engage with policymakers, fostering collaboration and innovation in the field. Ultimately, the subcommittee's work helps maintain the United States' leading role in space exploration and aviation technology."
HSSY15,Research and Technology,HSSY,117,house,"The Research and Technology subcommittee is a subcommittee within the House Committee on Science, Space, and Technology in the United States Congress. It is responsible for overseeing federal research and development policies and programs, particularly in the areas of science, technology, engineering, and mathematics (STEM). The subcommittee is tasked with examining the effectiveness and efficiency of federal research programs, coordinating them with private sector innovation, and promoting policies that spur technological advancements. It also facilitates partnerships between federal agencies, academia, and the private sector to ensure the United States maintains a competitive edge in technology and innovation. The subcommittee holds hearings and conducts investigations to gather information and craft legislation related to research and technology."
HSSY18,Environment,HSSY,117,house,"The Environment subcommittee in the United States Congress plays a crucial role in addressing environmental issues. It is a subcommittee under the larger Committee on Energy and Commerce. The subcommittee is responsible for overseeing and developing legislation related to environmental policy, including issues such as climate change, air and water quality, and natural resource conservation. It conducts hearings with experts, industry representatives, and stakeholders to gather information and provide oversight. The subcommittee also plays a significant role in shaping environmental regulations and working towards sustainable solutions for the protection of the environment."
HSSM23,Contracting and Infrastructure,HSSM,117,house,The Contracting and Infrastructure subcommittee is a subcommittee within the United States Congress. Its primary role is to oversee and develop legislation related to government contracts and infrastructure projects. This subcommittee is responsible for reviewing and formulating policies regarding federal contracting and procurement processes. It also has the authority to conduct investigations and hearings to ensure transparency and accountability in government contracts and infrastructure spending. The subcommittee plays a crucial role in driving economic growth and ensuring efficient government operations through strategic management of contracts and infrastructure development.
HSSM24,"Oversight, Investigations, and Regulations",HSSM,117,house,"The Oversight, Investigations, and Regulations subcommittee is a vital component of the United States Congress responsible for ensuring government accountability and transparency. It conducts investigations into potential misconduct, fraud, or abuse within the executive branch of the government. The subcommittee is also responsible for overseeing the regulatory process and ensuring that federal agencies adhere to their assigned mandates. Through its hearings and inquiries, it plays a crucial role in promoting effective government management and efficient implementation of policies. Overall, the subcommittee serves as a check and balance on the executive branch and helps maintain the integrity of the democratic system."
HSSM21,"Rural Development, Energy, and Supply Chains",HSSM,117,house,"The Rural Development, Energy, and Supply Chains subcommittee is a specialized subcommittee within the United States Congress. Its primary role is to address issues related to the development and growth of rural communities, ensuring they have access to necessary resources and opportunities. Additionally, the subcommittee focuses on energy policy, tackling matters such as renewable energy development, affordability, and efficiency. Lastly, the subcommittee examines supply chains, aiming to strengthen and secure critical supply chains within the United States, particularly in sectors such as agriculture, manufacturing, and healthcare. Through hearings, legislation, and oversight, the subcommittee helps shape policies that impact rural areas, energy sectors, and supply chains across the nation."
HSSM25,"Underserved, Agricultural, and Rural Business Development",HSSM,117,house,"The Underserved, Agricultural, and Rural Business Development subcommittee in the United States Congress is responsible for addressing the needs and concerns of underserved communities, specifically in the agriculture and rural business sector. This subcommittee focuses on legislation and policies that promote economic development, job creation, and improved access to resources for farmers, ranchers, and rural entrepreneurs. It plays a crucial role in ensuring equitable opportunities and fair representation for these communities in the formulation and implementation of federal laws. This subcommittee also facilitates dialogue and collaboration among stakeholders to identify and address challenges faced by underserved individuals and businesses in rural areas. Overall, it aims to foster sustainable growth and prosperity in these communities while promoting agricultural and rural interests at the national level."
HSSM27,"Economic Growth, Tax, and Capital Access",HSSM,117,house,"The Economic Growth, Tax, and Capital Access subcommittee is a subcommittee within the United States Congress that focuses on policies related to economic growth, taxation, and access to capital. Its primary objective is to develop and propose legislation that promotes economic development and job creation in the country. The subcommittee holds hearings, conducts investigations, and drafts legislation to address issues related to tax policies, financial regulations, and access to capital for individuals and businesses. It also reviews and oversees the implementation of existing laws and programs that affect economic growth and promotes policies that encourage entrepreneurship and innovation in the economy. The subcommittee plays a crucial role in shaping economic policies and engaging in bipartisan discussions to find solutions to various economic challenges."
HSSM26,"Innovation, Entrepreneurship, and Workforce Development",HSSM,117,house,"The Innovation, Entrepreneurship, and Workforce Development subcommittee is a standing subcommittee of the United States Congress. Its primary role is to oversee and develop legislative initiatives related to promoting innovation, entrepreneurship, and workforce development in the country. The subcommittee holds hearings, conducts research, and drafts legislation on a range of issues pertaining to these areas, such as promoting small business growth, fostering innovation and technological advancements, and improving workforce training and education. It also works closely with relevant federal agencies, stakeholders, and experts to identify challenges and propose solutions in order to create a favorable environment for innovation, entrepreneurship, and workforce development. The subcommittee plays a crucial role in shaping policies that aim to drive economic growth, enhance job creation, and improve the overall competitiveness of the United States."
HSSM22,"Innovation, Entrepreneurship, and Workforce Development",HSSM,117,house,"The Innovation, Entrepreneurship, and Workforce Development subcommittee is a standing subcommittee of the United States Congress. Its primary role is to oversee and develop legislative initiatives related to promoting innovation, entrepreneurship, and workforce development in the country. The subcommittee holds hearings, conducts research, and drafts legislation on a range of issues pertaining to these areas, such as promoting small business growth, fostering innovation and technological advancements, and improving workforce training and education. It also works closely with relevant federal agencies, stakeholders, and experts to identify challenges and propose solutions in order to create a favorable environment for innovation, entrepreneurship, and workforce development. The subcommittee plays a crucial role in shaping policies that aim to drive economic growth, enhance job creation, and improve the overall competitiveness of the United States."
HSJU10,The Constitution and Limited Government,HSJU,117,house,"The Constitution and Limited Government subcommittee is an integral part of the United States Congress. This subcommittee is responsible for reviewing and addressing issues relating to constitutional interpretation and the scope of government power. Its primary role is to ensure that proposed legislation and policies align with the principles and values laid out in the Constitution. It also conducts hearings, gathers expert testimony, and drafts reports on relevant matters pertaining to limited government and protection of individual rights. Ultimately, the subcommittee plays a crucial role in safeguarding the constitutional framework and promoting limited government within the United States."
HSJU03,"Courts, Intellectual Property, and the Internet",HSJU,117,house,"The Courts, Intellectual Property, and the Internet subcommittee is a subcommittee within the United States Congress that focuses on issues related to the judiciary, intellectual property rights, and internet regulations. It has jurisdiction over matters related to federal courts, intellectual property laws, patents, copyrights, and trademarks. The subcommittee plays a crucial role in shaping legislation and policies that govern the functioning of the courts, protect intellectual property rights, and regulate internet activities. It holds hearings, conducts investigations, and drafts bills regarding these subjects, ultimately aiming to ensure fair representation and protection in legal matters, foster innovation and creativity, and maintain a secure and equitable cyberspace. The subcommittee also oversees the implementation and enforcement of laws related to intellectual property and internet issues."
HSJU08,Crime and Federal Government Surveillance,HSJU,117,house,"The Crime and Federal Government Surveillance subcommittee is a subcommittee within the United States Congress that focuses on issues related to crime prevention and federal government surveillance. Its main role is to oversee and review legislation related to crime and surveillance policies. The subcommittee holds hearings, conducts investigations, and drafts legislation to address these issues. It also monitors the activities of federal law enforcement agencies, such as the FBI and DEA, to ensure they are operating within legal and ethical boundaries. The subcommittee plays a vital role in shaping national security and law enforcement policies in the United States."
HSJU01,"Immigration Integrity, Security, and Enforcement",HSJU,117,house,"The Immigration Integrity, Security, and Enforcement subcommittee is a subcommittee of the United States Congress that specifically focuses on immigration issues. Its primary role is to oversee and develop legislation related to immigration policies, enforcement measures, and border security. The subcommittee also conducts hearings and investigations to acquire information and gather insights from experts, stakeholders, and government officials. It plays a crucial role in the drafting and shaping of immigration laws and regulations, aiming to ensure the integrity of the immigration system and enhance security measures. Ultimately, the subcommittee's work contributes to the overall management and governance of immigration matters in the United States."
HSJU05,"The Administrative State, Regulatory Reform, and Antitrust",HSJU,117,house,"The Administrative State, Regulatory Reform, and Antitrust subcommittee is a subcommittee within the United States Congress. Its primary role is to oversee and review federal regulations and the administrative procedures of various government agencies. The subcommittee is responsible for ensuring that regulations are fair, transparent, and effective in achieving their intended goals. It also focuses on promoting competition and preventing anti-competitive practices in the private sector through antitrust regulation. Additionally, the subcommittee plays a crucial role in proposing and enacting regulatory reforms, aiming to streamline bureaucracy and enhance efficiency in governance."
HSJU13,Responsiveness and Accountability to Oversight,HSJU,117,house,"The Responsiveness and Accountability to Oversight subcommittee is a specialized committee within the United States Congress that focuses on monitoring and ensuring the responsiveness and accountability of government agencies. It has the important responsibility of conducting oversight hearings to assess the effectiveness and efficiency of these agencies. The subcommittee investigates potential abuses of power, mismanagement, or waste of resources within the executive branch and holds them accountable through various means such as hearings, inquiries, and investigations. It also evaluates the implementation of policies and programs by the executive branch and provides recommendations for improvement. The subcommittee plays a crucial role in ensuring transparency and promoting good governance within the federal government."
HSPW05,Aviation,HSPW,117,house,"The Aviation Subcommittee is a subcommittee of the United States Congress that oversees all matters related to the aviation industry. It is responsible for crafting legislation, conducting hearings, and initiating investigations on various aspects of aviation, including safety regulations, airport infrastructure, and air traffic control systems. The subcommittee also plays a critical role in shaping policy on aviation workforce issues and technological advancements in the field. Members of the Aviation Subcommittee work closely with relevant agencies, industry stakeholders, and experts to ensure the efficient and safe functioning of the aviation sector in the United States. Ultimately, the subcommittee's objective is to foster a sustainable and competitive aviation industry that serves the needs of the American people."
HSPW07,Coast Guard and Maritime Transportation,HSPW,117,house,"The Coast Guard and Maritime Transportation subcommittee is a specialized subcommittee of the United States Congress. Its primary responsibility is to oversee and regulate the activities of the United States Coast Guard, which is responsible for maritime safety, security, and environmental protection. The subcommittee reviews legislation, conducts hearings, and makes policy recommendations related to the Coast Guard's operations, fleet, and budget. It also oversees maritime transportation policies, including regulations pertaining to the movement of goods and passengers by water. The subcommittee plays a crucial role in ensuring the safety and efficiency of the nation's maritime transportation system."
HSPW13,"Economic Development, Public Buildings, and Emergency Management",HSPW,117,house,"The Economic Development, Public Buildings, and Emergency Management subcommittee is a subcommittee of the House Committee on Transportation and Infrastructure in the United States Congress. Its primary responsibility is overseeing policies and legislation related to economic development, public building construction, and emergency management at the federal level. The subcommittee plays a crucial role in promoting economic growth and job creation through various programs and initiatives. Additionally, it oversees the construction and maintenance of federal buildings and facilities, ensuring they are safe and efficient for public use. Lastly, the subcommittee also focuses on emergency management policies and procedures to safeguard against and respond effectively to natural disasters and other emergencies."
HSPW12,Highways and Transit,HSPW,117,house,"The Highways and Transit subcommittee is a subcommittee within the United States Congress that focuses on issues related to transportation infrastructure and transit systems in the country. It has jurisdiction over legislation and funding related to highways, bridges, and other transportation facilities. The subcommittee works towards improving the safety, efficiency, and sustainability of the nation's highways and transit systems. It conducts hearings, drafts legislation, and recommends funding allocations to support transportation projects. The subcommittee plays a critical role in shaping transportation policies and funding priorities at the federal level."
HSPW14,"Railroads, Pipelines, and Hazardous Materials",HSPW,117,house,"The Railroads, Pipelines, and Hazardous Materials subcommittee is a subcommittee within the United States Congress that deals with transportation and infrastructure issues related to railroads, pipelines, and hazardous materials. The subcommittee plays a crucial role in overseeing and regulating the safety and efficiency of the nation's transportation network.

It is responsible for overseeing and crafting legislation on various matters such as rail and pipeline safety regulations, hazardous materials transportation, and emergency response procedures. The subcommittee holds hearings and conducts investigations to examine and address issues related to the transportation of hazardous materials and any potential risks or accidents.

Members of the subcommittee work together to develop policies and legislation that ensure the protection of the public, the environment, and the efficient transportation of goods and products across the country. The subcommittee also collaborates with relevant federal agencies and stakeholders to coordinate efforts and address challenges in the transportation and infrastructure sectors."
HSPW02,Water Resources and Environment,HSPW,117,house,"The Water Resources and Environment subcommittee is a subcommittee of the House Committee on Transportation and Infrastructure in the United States Congress. It is responsible for overseeing legislation and policies related to water resources and environmental issues. This includes monitoring and promoting the conservation and management of the nation's water resources, addressing water pollution and quality issues, and coordinating with federal agencies involved in these areas. The subcommittee holds hearings, conducts investigations, and develops legislation to address water infrastructure, flood control, ecosystem restoration, and other environmental concerns. Its work directly impacts the management of the nation's water resources and the protection of the environment."
HSVR09,Disability Assistance and Memorial Affairs,HSVR,117,house,"The Disability Assistance and Memorial Affairs (DAMA) subcommittee is a part of the House Committee on Veterans' Affairs. It focuses on issues related to disability compensation, pensions, and related benefits for veterans. It also oversees funeral and burial benefits provided to veterans and their dependents. The subcommittee holds hearings, drafts legislation, and conducts oversight to ensure that disabled veterans and their families receive the support they need and are entitled to. DAMA plays a crucial role in shaping policies that impact the lives of disabled veterans and addresses their unique needs and challenges."
HSVR10,Economic Opportunity,HSVR,117,house,"The Economic Opportunity subcommittee is a subcommittee within the United States Congress that focuses specifically on economic issues and opportunities for American citizens. It is part of the larger House Committee on Education and Labor. The subcommittee's main responsibilities include overseeing policies related to job creation, workforce development, and economic mobility. It holds hearings, conducts investigations, and drafts legislation to address economic inequality and ensure opportunities for all Americans to achieve financial security. The subcommittee plays a critical role in shaping economic policies and programs that promote economic growth and improve the well-being of individuals and families in the United States."
HSVR03,Health,HSVR,117,house,"The Health subcommittee is a subcommittee of the United States Congress that focuses on legislation related to healthcare and public health. It is responsible for developing and overseeing policies related to healthcare access, affordability, and quality. The subcommittee conducts hearings, debates, and marks up bills on various health-related issues. It collaborates with federal agencies, stakeholders, and experts to shape healthcare laws and regulations. The subcommittee plays a crucial role in shaping and advancing the nation's healthcare agenda and addressing the needs of the American public."
HSVR08,Oversight and Investigations,HSVR,117,house,"The Oversight and Investigations subcommittee is a vital component of the United States Congress, specifically within the House Committee on Oversight and Reform. This subcommittee is responsible for conducting investigations and providing oversight of federal agencies, programs, and policies to ensure transparency and accountability in government operations. It has the authority to request documents and compel witness testimony in order to gather information and analyze potential wrongdoing or inefficiencies. The subcommittee plays a critical role in examining matters related to ethics, national security, healthcare, the environment, and other significant issues that impact the American people. Through its investigations, the subcommittee aims to identify problems, propose reforms, and promote the public interest."
HSVR11,Technology Modernization,HSVR,117,house,"The Technology Modernization subcommittee is a subcommittee within the United States Congress that focuses on issues related to technology modernization in various sectors. This subcommittee conducts hearings and oversight activities to assess the progress and challenges in adopting and utilizing technology across government agencies. It plays a crucial role in identifying areas that require modernization and recommending strategies and legislation to improve technology infrastructure and capabilities. The subcommittee also collaborates with relevant stakeholders, including industry experts and government officials, to understand emerging technologies and their potential impact on society. Through its work, the Technology Modernization subcommittee aims to enhance efficiency, transparency, and service delivery in government operations."
HSWM02,Health,HSWM,117,house,"The Health subcommittee is a subcommittee of the United States Congress that focuses on legislation related to healthcare and public health. It is responsible for developing and overseeing policies related to healthcare access, affordability, and quality. The subcommittee conducts hearings, debates, and marks up bills on various health-related issues. It collaborates with federal agencies, stakeholders, and experts to shape healthcare laws and regulations. The subcommittee plays a crucial role in shaping and advancing the nation's healthcare agenda and addressing the needs of the American public."
HSWM03,Work and Welfare,HSWM,117,house,"The Work and Welfare subcommittee is a branch of the United States Congress that focuses specifically on issues related to employment and social safety nets. Its primary role is to develop and refine legislation that will impact the workforce and address concerns such as unemployment, labor standards, and income inequality. The subcommittee conducts hearings, drafts bills, and holds votes on proposed legislation pertaining to work and welfare policies. It also monitors the implementation and effectiveness of existing work and welfare programs, while assessing their impact on individuals and communities. Through its activities, the subcommittee aims to shape federal policies that promote economic well-being and social equity."
HSWM06,Oversight,HSWM,117,house,"The Oversight subcommittee, also known as the House Committee on Oversight and Reform, is responsible for ensuring transparency, accountability, and efficiency in the federal government. Its main role is to investigate and hold hearings on a wide range of issues related to government operations and programs. The subcommittee has the power to issue subpoenas, request documents, and conduct interviews with government officials and witnesses. It plays a crucial role in overseeing the executive branch, ensuring compliance with laws and regulations, and exposing any wrongdoing or inefficiencies in government agencies. Additionally, the subcommittee is responsible for monitoring ethics within the government and promoting integrity and good governance practices."
HSWM05,Tax,HSWM,117,house,"The Tax subcommittee in the United States Congress is a subcommittee under the jurisdiction of the House Committee on Ways and Means or the Senate Committee on Finance. Its primary role is to oversee and legislate on tax policy matters. The subcommittee is responsible for reviewing proposed tax legislation, conducting hearings, and making recommendations to the broader committee. It plays a crucial role in shaping the nation's tax laws and policies, including issues related to revenue, tax evasion, and tax code simplification. The Tax subcommittee also interacts with various stakeholders, including government agencies, tax experts, and interest groups, to gather input and perspectives on tax-related matters."
HSWM01,Social Security,HSWM,117,house,"The Social Security subcommittee is a specialized committee within the United States Congress that focuses specifically on issues related to Social Security. It is responsible for examining and deliberating on legislative proposals, policies, and programs related to Social Security. This subcommittee plays a crucial role in overseeing the implementation and administration of the Social Security Act, as well as assessing the financial health and sustainability of the Social Security Trust Fund. It holds hearings, conducts investigations, and collaborates with other committees and agencies to develop, amend, and refine legislation pertaining to Social Security. The subcommittee's primary objective is to ensure the long-term viability and adequacy of the Social Security system for current and future beneficiaries."
HSWM04,Trade,HSWM,117,house,"The Trade subcommittee in the United States Congress is a subcommittee within the Committee on Ways and Means. Its primary responsibility is to oversee legislation related to international trade policies and agreements. This includes reviewing and drafting legislation related to tariffs, trade barriers, and market access. The subcommittee also conducts hearings and investigations on trade matters, gathers information from experts and stakeholders, and provides recommendations to the full committee. Additionally, it plays a crucial role in shaping the United States' trade relationship with other countries and in ensuring a fair and balanced trade environment for American businesses and workers."
HSIG06,National Intelligence Enterprise,HSIG,117,house,"The National Intelligence Enterprise subcommittee is one of several subcommittees within the United States Congress that focuses on overseeing and providing legislative guidance for the intelligence community. It is responsible for reviewing policies, programs, and budgets related to intelligence agencies and operations. The subcommittee conducts oversight hearings with agency directors and senior officials to ensure accountability and effectiveness in intelligence activities. It also works on crafting legislation to improve intelligence capabilities while balancing national security and privacy concerns. In addition, the subcommittee collaborates with other committees and subcommittees to ensure coordination and cooperation across the entire intelligence community."
HSIG09,Oversight and Investigations,HSIG,117,house,"The Oversight and Investigations subcommittee is a vital component of the United States Congress, specifically within the House Committee on Oversight and Reform. This subcommittee is responsible for conducting investigations and providing oversight of federal agencies, programs, and policies to ensure transparency and accountability in government operations. It has the authority to request documents and compel witness testimony in order to gather information and analyze potential wrongdoing or inefficiencies. The subcommittee plays a critical role in examining matters related to ethics, national security, healthcare, the environment, and other significant issues that impact the American people. Through its investigations, the subcommittee aims to identify problems, propose reforms, and promote the public interest."
HSIG05,"Counterterrorism, Counterintelligence, and Counterproliferation",HSIG,117,house,"The Counterterrorism, Counterintelligence, and Counterproliferation subcommittee is a critical component of the United States Congress. This subcommittee focuses on addressing national security threats related to terrorism, foreign intelligence activities, and the spread of weapons of mass destruction. It oversees and guides legislative efforts, policy discussions, and budget allocations pertaining to these areas. The subcommittee conducts oversight of government agencies involved in counterterrorism, counterintelligence, and counterproliferation efforts, ensuring their effectiveness and efficiency. Through its work, it plays a crucial role in safeguarding the nation from these security risks."
HSIG08,Intelligence Modernization and Readiness,HSIG,117,house,"The Intelligence Modernization and Readiness subcommittee is a subcommittee within the United States Congress that focuses on the oversight and management of intelligence activities. Its primary purpose is to monitor and assess the capabilities, resources, and readiness of various intelligence agencies. The subcommittee is responsible for reviewing and proposing legislation related to intelligence modernization, including advancements in technology, information sharing, and operational effectiveness. It also plays a crucial role in conducting hearings, investigations, and budgetary decisions related to the intelligence community. Through its activities, the subcommittee aims to ensure that the nation's intelligence agencies are well-equipped, prepared, and responsive to emerging threats."
HSIG04,Defense Intelligence and Overhead Architecture,HSIG,117,house,"The Defense Intelligence and Overhead Architecture subcommittee is a specialized subcommittee within the United States Congress. Its main role is to oversee and provide legislative oversight on matters related to defense intelligence and the overhead architecture used for intelligence gathering. The subcommittee is responsible for reviewing and authorizing funding for intelligence operations within the Department of Defense. It also plays a crucial role in ensuring the effective coordination and integration of intelligence activities across different government agencies. Additionally, the subcommittee conducts hearings and investigations to assess the efficiency and effectiveness of intelligence programs and provides recommendations for improvements."
HSIG03,Emerging Threats,HSIG,117,house,"The Emerging Threats subcommittee is a key part of the United States Congress tasked with addressing and assessing the nation's security risks and emerging threats. Its primary role is to conduct hearings and investigations on a wide range of issues related to national security and emerging threats, such as cyber warfare, terrorism, pandemics, and emerging technologies. The subcommittee works to identify potential vulnerabilities and provides recommendations for legislative action to mitigate risks and protect national interests. It also oversees the implementation and effectiveness of existing policies and programs related to emerging threats. The subcommittee often collaborates with other relevant committees and agencies to ensure a comprehensive approach to national security."
HSIG02,National Security Agency and Cyber,HSIG,117,house,"The National Security Agency (NSA) is a U.S. intelligence agency responsible for collecting and analyzing information and data related to national security, with a primary focus on signals intelligence. The NSA's main role is to ensure the integrity and security of U.S. communications systems and information infrastructure against potential threats. The Cyber subcommittee in the United States Congress is tasked with overseeing and legislating matters related to cybersecurity, including ensuring the protection of critical infrastructure, tackling cyber threats, and promoting cyber defense and resilience. The subcommittee plays a crucial role in shaping legislation and policies that address emerging cyber threats and help enhance the nation's cybersecurity capabilities. Through its oversight and legislative functions, the subcommittee aims to protect U.S. national security interests in the ever-evolving digital landscape."
HSIG01,Central Intelligence Agency,HSIG,117,house,"The Central Intelligence Agency (CIA) subcommittee in the United States Congress plays a vital role in overseeing and ensuring accountability within the CIA. This subcommittee is responsible for conducting regular reviews of CIA activities to ensure they are in compliance with laws, regulations, and policies. It also provides budgetary oversight, reviewing and authorizing funds for CIA operations. The subcommittee holds hearings, conducts investigations, and has the authority to issue subpoenas to gather information related to CIA activities. Additionally, it collaborates with other intelligence committees in Congress to exchange information and coordinate efforts in the interest of national security."
HSIG10,Strategic Technologies and Advanced Research,HSIG,117,house,"The Strategic Technologies and Advanced Research subcommittee is a legislative body within the United States Congress that focuses on issues related to strategic technologies and advanced research. It is responsible for overseeing and shaping policies that affect the development, deployment, and utilization of advanced technologies for national security purposes. The subcommittee conducts hearings, investigates issues, and makes recommendations on topics such as cybersecurity, artificial intelligence, biotechnology, and emerging technologies. It helps form and refine legislation that governs strategic technology activities, collaborating with other committees and stakeholders to ensure comprehensive and effective national security strategies. The subcommittee's work plays a crucial role in ensuring the United States remains at the forefront of technological advancements and maintains a competitive edge globally."
SSAF13,"Commodities, Risk Management, and Trade",SSAF,117,senate,"The Commodities, Risk Management, and Trade subcommittee is a subcommittee within the United States Congress that focuses on issues related to commodities, risk management, and international trade. It has jurisdiction over legislation and oversight in these areas. This subcommittee plays a crucial role in shaping policies that impact the agriculture sector, commodity markets, and international trade agreements. It oversees agencies such as the Commodity Futures Trading Commission and the U.S. Trade Representative Office. Through hearings, markups, and legislation, this subcommittee helps formulate policies to promote efficient commodity markets, manage risks, and expand trade opportunities for American businesses."
SSAF14,"Conservation, Climate, Forestry, and Natural Resources",SSAF,117,senate,"The Conservation, Climate, Forestry, and Natural Resources subcommittee in the United States Congress is a subcommittee of the House Natural Resources Committee. Its primary role is to examine and develop legislation related to environmental conservation, climate change, forestry, and natural resources management. The subcommittee reviews and oversees federal agencies and programs responsible for protecting and managing the nation's natural resources, including the National Park Service, Forest Service, and Fish and Wildlife Service. It holds hearings and conducts investigations to address issues and challenges related to conservation, climate change mitigation and adaptation, sustainable forestry practices, and the preservation of natural habitats. The subcommittee is tasked with ensuring a balanced approach to resource management that takes into account environmental protection, socioeconomic factors, and the interests of local communities and stakeholders."
SSAF15,Rural Development and Energy,SSAF,117,senate,"The Rural Development and Energy subcommittee is a subcommittee within the United States Congress that focuses on policies and legislation related to rural development and energy issues. It is part of the House Committee on Agriculture. The subcommittee is responsible for examining and drafting legislation that promotes rural economic growth and development, including access to capital, infrastructure, and jobs. It also addresses issues related to energy production and consumption in rural areas, such as renewable energy development, energy efficiency, and rural electrification. The subcommittee holds hearings, conducts oversight, and works closely with relevant stakeholders to shape federal policies and programs that address the specific needs of rural communities in terms of development and energy."
SSAF17,"Livestock, Dairy, Poultry, Local Food Systems, and Food Safety and Security",SSAF,117,senate,"The Livestock, Dairy, Poultry, Local Food Systems, and Food Safety and Security subcommittee is a subcommittee within the United States Congress. Its primary responsibility is overseeing legislation, policies, and regulations related to livestock, dairy, poultry, local food systems, and food safety and security. This subcommittee plays a crucial role in ensuring the safety and quality of food production and distribution across the country. It conducts hearings, drafts legislation, and makes recommendations on issues such as animal welfare, food labeling, agricultural research, and foodborne illnesses. Its goal is to promote and protect the interests of farmers, food producers, and consumers alike."
SSAF16,"Food and Nutrition, Specialty Crops, Organics, and Research",SSAF,117,senate,"The Food and Nutrition, Specialty Crops, Organics, and Research subcommittee is a subcommittee within the United States Congress, specifically under the jurisdiction of the House Agriculture Committee. This subcommittee focuses on issues related to agriculture, nutrition, and research. It is responsible for overseeing legislation related to food and nutrition programs, specialty crops such as fruits, vegetables, and nuts, the organic industry, and research initiatives in the agricultural sector. The subcommittee holds hearings, conducts investigations, and works on crafting policies and legislation to address these areas of concern. It plays a crucial role in shaping agriculture and food policies that impact farmers, consumers, and the overall agricultural industry in the United States."
SSAP18,"Labor, Health and Human Services, and Education, and Related Agencies",SSAP,117,senate,"The Labor, Health and Human Services, and Education, and Related Agencies subcommittee is a subcommittee under the United States Congress. Its primary role is to oversee the funding and legislation related to labor, health, education, and human services sectors. It is responsible for drafting and reviewing appropriations bills that allocate federal funds for various programs and initiatives in these areas. The subcommittee conducts hearings, investigations, and works closely with relevant agencies and stakeholders to ensure effective implementation and evaluation of policies and programs. Its members play a crucial role in shaping policies and budgets that impact the well-being and opportunities of the American workforce and citizens."
SSAP16,"Commerce, Justice, Science, and Related Agencies",SSAP,117,senate,"The Commerce, Justice, Science, and Related Agencies (CJS) subcommittee is a subcommittee of the United States Congress responsible for overseeing funding and legislation related to a wide range of issues. It focuses on the areas of commerce, including trade and economic development; justice, including the Department of Justice and the federal judiciary system; and science, including funding for research and development agencies. The subcommittee plays a crucial role in setting the budget priorities for these agencies, crafting legislation, and conducting oversight of their programs and activities. It is responsible for ensuring that these agencies have the necessary resources to carry out their missions effectively while also holding them accountable for any mismanagement or inefficiencies."
SSAP22,Energy and Water Development,SSAP,117,senate,"The Energy and Water Development subcommittee is a subcommittee of the United States Congress responsible for overseeing and authorizing funding for energy and water development programs and projects. Its primary role is to examine and set the budget for the Department of Energy and other related agencies. The subcommittee also has jurisdiction over policies and programs related to nuclear energy, fossil fuels, renewable energy, and water resource management. It reviews and approves legislation related to these areas, conducts hearings, and conducts oversight of executive branch actions. Additionally, the subcommittee plays a crucial role in developing and implementing policies that aim to ensure the nation's energy security and promote sustainable water management."
