member_id,member_name,member_begin_date,congress,chamber,committee_id
W000802,Sheldon Whitehouse,2019-01-09,116,senate,SSEV
B001310,Mike Braun,2019-01-09,116,senate,SSEV
M001176,Jeff Merkley,2019-01-09,116,senate,SSEV
R000605,Mike Rounds,2019-01-09,116,senate,SSEV
G000555,Kirsten E. Gillibrand,2019-01-09,116,senate,SSEV
S001198,Dan Sullivan,2019-01-09,116,senate,SSEV
B001288,Cory Booker,2019-01-09,116,senate,SSEV
B001236,John Boozman,2019-01-09,116,senate,SSEV
M000133,Edward J. Markey,2019-01-09,116,senate,SSEV
W000437,Roger Wicker,2019-01-09,116,senate,SSEV
D000622,Tammy Duckworth,2019-01-09,116,senate,SSEV
S000320,Richard C. Shelby,2019-01-09,116,senate,SSEV
V000128,Chris Van Hollen,2019-01-09,116,senate,SSEV
E000295,Joni Ernst,2019-01-09,116,senate,SSEV
G000386,Charles E. Grassley,2019-01-09,116,senate,SSFI
W000779,Ron Wyden,2019-01-09,116,senate,SSFI
C000880,Michael D. Crapo,2019-01-09,116,senate,SSFI
S000770,Debbie Stabenow,2019-01-09,116,senate,SSFI
R000307,Pat Roberts,2019-01-09,116,senate,SSFI
C000127,Maria Cantwell,2019-01-09,116,senate,SSFI
E000285,Michael B. Enzi,2019-01-09,116,senate,SSFI
M000639,Robert Menendez,2019-01-09,116,senate,SSFI
C001056,John Cornyn,2019-01-09,116,senate,SSFI
C000174,Thomas R. Carper,2019-01-09,116,senate,SSFI
T000250,John Thune,2019-01-09,116,senate,SSFI
C000141,Benjamin L. Cardin,2019-01-09,116,senate,SSFI
B001135,Richard M. Burr,2019-01-09,116,senate,SSFI
B000944,Sherrod Brown,2019-01-09,116,senate,SSFI
B001267,Michael Bennet,2019-01-09,116,senate,SSFI
P000449,Rob Portman,2019-01-09,116,senate,SSFI
C001070,Bob Casey,2019-01-09,116,senate,SSFI
T000461,Patrick J. Toomey,2019-01-09,116,senate,SSFI
W000805,Mark Warner,2019-01-09,116,senate,SSFI
S001184,Tim Scott,2019-01-09,116,senate,SSFI
W000802,Sheldon Whitehouse,2019-01-09,116,senate,SSFI
C001075,Bill Cassidy,2019-01-09,116,senate,SSFI
H001076,Margaret Hassan,2019-01-09,116,senate,SSFI
L000575,James Lankford,2019-01-09,116,senate,SSFI
C001113,Catherine Cortez Masto,2019-01-09,116,senate,SSFI
D000618,Steve Daines,2019-01-09,116,senate,SSFI
Y000064,Todd Young,2019-01-09,116,senate,SSFI
R000584,Jim Risch,2019-01-09,116,senate,SSFR
M000639,Robert Menendez,2019-01-09,116,senate,SSFR
R000595,Marco Rubio,2019-01-09,116,senate,SSFR
C000141,Benjamin L. Cardin,2019-01-09,116,senate,SSFR
J000293,Ron Johnson,2019-01-09,116,senate,SSFR
S001181,Jeanne Shaheen,2019-01-09,116,senate,SSFR
G000562,Cory Gardner,2019-01-09,116,senate,SSFR
C001088,Christopher A. Coons,2019-01-09,116,senate,SSFR
R000615,Mitt Romney,2019-01-09,116,senate,SSFR
U000039,Tom Udall,2019-01-09,116,senate,SSFR
G000359,Lindsey Graham,2019-01-09,116,senate,SSFR
M001169,Christopher S. Murphy,2019-01-09,116,senate,SSFR
K000384,Tim Kaine,2019-01-09,116,senate,SSFR
B001261,John Barrasso,2019-01-09,116,senate,SSFR
M000133,Edward J. Markey,2019-01-09,116,senate,SSFR
P000449,Rob Portman,2019-01-09,116,senate,SSFR
M001176,Jeff Merkley,2019-01-09,116,senate,SSFR
P000603,Rand Paul,2019-01-09,116,senate,SSFR
B001288,Cory Booker,2019-01-09,116,senate,SSFR
Y000064,Todd Young,2019-01-09,116,senate,SSFR
C001098,Ted Cruz,2019-01-09,116,senate,SSFR
A000360,Lamar Alexander,2019-01-09,116,senate,SSHR
M001111,Patty Murray,2019-01-09,116,senate,SSHR
E000285,Michael B. Enzi,2019-01-09,116,senate,SSHR
S000033,Bernard Sanders,2019-01-09,116,senate,SSHR
B001135,Richard M. Burr,2019-01-09,116,senate,SSHR
C001070,Bob Casey,2019-01-09,116,senate,SSHR
B001230,Tammy Baldwin,2019-01-09,116,senate,SSHR
P000603,Rand Paul,2019-01-09,116,senate,SSHR
M001169,Christopher S. Murphy,2019-01-09,116,senate,SSHR
C001035,Susan Collins,2019-01-09,116,senate,SSHR
W000817,Elizabeth Warren,2019-01-09,116,senate,SSHR
C001075,Bill Cassidy,2019-01-09,116,senate,SSHR
K000384,Tim Kaine,2019-01-09,116,senate,SSHR
R000307,Pat Roberts,2019-01-09,116,senate,SSHR
H001076,Margaret Hassan,2019-01-09,116,senate,SSHR
M001153,Lisa Murkowski,2019-01-09,116,senate,SSHR
S001203,Tina Smith,2019-01-09,116,senate,SSHR
S001184,Tim Scott,2019-01-09,116,senate,SSHR
J000300,Doug Jones,2019-01-09,116,senate,SSHR
R000615,Mitt Romney,2019-01-09,116,senate,SSHR
R000608,Jacky Rosen,2019-01-09,116,senate,SSHR
B001310,Mike Braun,2019-01-09,116,senate,SSHR
J000293,Ron Johnson,2019-01-09,116,senate,SSGA
P000595,Gary Peters,2019-01-09,116,senate,SSGA
P000449,Rob Portman,2019-01-09,116,senate,SSGA
C000174,Thomas R. Carper,2019-01-09,116,senate,SSGA
P000603,Rand Paul,2019-01-09,116,senate,SSGA
H001076,Margaret Hassan,2019-01-09,116,senate,SSGA
L000575,James Lankford,2019-01-09,116,senate,SSGA
H001075,Kamala Harris,2019-01-09,116,senate,SSGA
R000615,Mitt Romney,2019-01-09,116,senate,SSGA
S001191,Kyrsten Sinema,2019-01-09,116,senate,SSGA
S001217,Rick Scott,2019-01-09,116,senate,SSGA
R000608,Jacky Rosen,2019-01-09,116,senate,SSGA
E000285,Michael B. Enzi,2019-01-09,116,senate,SSGA
H001089,Joshua Hawley,2019-01-09,116,senate,SSGA
H001061,John Hoeven,2019-01-09,116,senate,SLIA
U000039,Tom Udall,2019-01-09,116,senate,SLIA
B001261,John Barrasso,2019-01-09,116,senate,SLIA
C000127,Maria Cantwell,2019-01-09,116,senate,SLIA
M001153,Lisa Murkowski,2019-01-09,116,senate,SLIA
T000464,Jon Tester,2019-01-09,116,senate,SLIA
L000575,James Lankford,2019-01-09,116,senate,SLIA
S001194,Brian Schatz,2019-01-09,116,senate,SLIA
D000618,Steve Daines,2019-01-09,116,senate,SLIA
C001113,Catherine Cortez Masto,2019-01-09,116,senate,SLIA
S001203,Tina Smith,2019-01-09,116,senate,SLIA
M000934,Jerry Moran,2019-01-09,116,senate,SLIA
B000575,Roy Blunt,2019-01-09,116,senate,SSRA
K000367,Amy Klobuchar,2019-01-09,116,senate,SSRA
M000355,Mitch McConnell,2019-01-09,116,senate,SSRA
F000062,Dianne Feinstein,2019-01-09,116,senate,SSRA
A000360,Lamar Alexander,2019-01-09,116,senate,SSRA
S000148,Charles E. Schumer,2019-01-09,116,senate,SSRA
R000307,Pat Roberts,2019-01-09,116,senate,SSRA
D000563,Richard J. Durbin,2019-01-09,116,senate,SSRA
S000320,Richard C. Shelby,2019-01-09,116,senate,SSRA
U000039,Tom Udall,2019-01-09,116,senate,SSRA
C001098,Ted Cruz,2019-01-09,116,senate,SSRA
W000805,Mark Warner,2019-01-09,116,senate,SSRA
C001047,Shelley Moore Capito,2019-01-09,116,senate,SSRA
L000174,Patrick J. Leahy,2019-01-09,116,senate,SSRA
W000437,Roger Wicker,2019-01-09,116,senate,SSRA
K000383,Angus King,2019-01-09,116,senate,SSRA
F000463,Deb Fischer,2019-01-09,116,senate,SSRA
C001113,Catherine Cortez Masto,2019-01-09,116,senate,SSRA
H001079,Cindy Hyde-Smith,2019-01-09,116,senate,SSRA
R000595,Marco Rubio,2019-01-09,116,senate,SSSB
C000141,Benjamin L. Cardin,2019-01-09,116,senate,SSSB
R000584,Jim Risch,2019-01-09,116,senate,SSSB
C000127,Maria Cantwell,2019-01-09,116,senate,SSSB
P000603,Rand Paul,2019-01-09,116,senate,SSSB
S001181,Jeanne Shaheen,2019-01-09,116,senate,SSSB
S001184,Tim Scott,2019-01-09,116,senate,SSSB
M000133,Edward J. Markey,2019-01-09,116,senate,SSSB
E000295,Joni Ernst,2019-01-09,116,senate,SSSB
B001288,Cory Booker,2019-01-09,116,senate,SSSB
I000024,James M. Inhofe,2019-01-09,116,senate,SSSB
C001088,Christopher A. Coons,2019-01-09,116,senate,SSSB
Y000064,Todd Young,2019-01-09,116,senate,SSSB
H001042,Mazie K. Hirono,2019-01-09,116,senate,SSSB
K000393,John Kennedy,2019-01-09,116,senate,SSSB
D000622,Tammy Duckworth,2019-01-09,116,senate,SSSB
R000615,Mitt Romney,2019-01-09,116,senate,SSSB
R000608,Jacky Rosen,2019-01-09,116,senate,SSSB
H001089,Joshua Hawley,2019-01-09,116,senate,SSSB
E000285,Michael B. Enzi,2019-01-09,116,senate,SSBU
S000033,Bernard Sanders,2019-01-09,116,senate,SSBU
G000386,Charles E. Grassley,2019-01-09,116,senate,SSBU
M001111,Patty Murray,2019-01-09,116,senate,SSBU
C000880,Michael D. Crapo,2019-01-09,116,senate,SSBU
W000779,Ron Wyden,2019-01-09,116,senate,SSBU
G000359,Lindsey Graham,2019-01-09,116,senate,SSBU
S000770,Debbie Stabenow,2019-01-09,116,senate,SSBU
T000461,Patrick J. Toomey,2019-01-09,116,senate,SSBU
W000802,Sheldon Whitehouse,2019-01-09,116,senate,SSBU
J000293,Ron Johnson,2019-01-09,116,senate,SSBU
W000805,Mark Warner,2019-01-09,116,senate,SSBU
P000612,David Perdue,2019-01-09,116,senate,SSBU
M001176,Jeff Merkley,2019-01-09,116,senate,SSBU
B001310,Mike Braun,2019-01-09,116,senate,SSBU
K000384,Tim Kaine,2019-01-09,116,senate,SSBU
S001217,Rick Scott,2019-01-09,116,senate,SSBU
V000128,Chris Van Hollen,2019-01-09,116,senate,SSBU
K000393,John Kennedy,2019-01-09,116,senate,SSBU
H001075,Kamala Harris,2019-01-09,116,senate,SSBU
C001096,Kevin Cramer,2019-01-09,116,senate,SSBU
G000359,Lindsey Graham,2019-01-09,116,senate,SSJU
F000062,Dianne Feinstein,2019-01-09,116,senate,SSJU
G000386,Charles E. Grassley,2019-01-09,116,senate,SSJU
L000174,Patrick J. Leahy,2019-01-09,116,senate,SSJU
C001056,John Cornyn,2019-01-09,116,senate,SSJU
D000563,Richard J. Durbin,2019-01-09,116,senate,SSJU
L000577,Mike Lee,2019-01-09,116,senate,SSJU
W000802,Sheldon Whitehouse,2019-01-09,116,senate,SSJU
C001098,Ted Cruz,2019-01-09,116,senate,SSJU
K000367,Amy Klobuchar,2019-01-09,116,senate,SSJU
S001197,Ben Sasse,2019-01-09,116,senate,SSJU
C001088,Christopher A. Coons,2019-01-09,116,senate,SSJU
H001089,Joshua Hawley,2019-01-09,116,senate,SSJU
B001277,Richard Blumenthal,2019-01-09,116,senate,SSJU
T000476,Thom Tillis,2019-01-09,116,senate,SSJU
H001042,Mazie K. Hirono,2019-01-09,116,senate,SSJU
E000295,Joni Ernst,,116,senate,SSJU
B001288,Cory Booker,2019-01-09,116,senate,SSJU
C000880,Michael D. Crapo,2019-01-09,116,senate,SSJU
H001075,Kamala Harris,2019-01-09,116,senate,SSJU
K000393,John Kennedy,2019-01-09,116,senate,SSJU
B001243,Marsha Blackburn,2019-01-09,116,senate,SSJU
T000464,Jon Tester,2019-01-09,116,senate,SSVA
M000934,Jerry Moran,2019-01-09,116,senate,SSVA
M001111,Patty Murray,2019-01-09,116,senate,SSVA
B001236,John Boozman,2019-01-09,116,senate,SSVA
S000033,Bernard Sanders,2019-01-09,116,senate,SSVA
C001075,Bill Cassidy,2019-01-09,116,senate,SSVA
B000944,Sherrod Brown,2019-01-09,116,senate,SSVA
R000605,Mike Rounds,2019-01-09,116,senate,SSVA
B001277,Richard Blumenthal,2019-01-09,116,senate,SSVA
T000476,Thom Tillis,2019-01-09,116,senate,SSVA
H001042,Mazie K. Hirono,2019-01-09,116,senate,SSVA
S001198,Dan Sullivan,2019-01-09,116,senate,SSVA
M001183,Joe Manchin III,2019-01-09,116,senate,SSVA
B001243,Marsha Blackburn,,116,senate,SSVA
S001191,Kyrsten Sinema,2019-01-09,116,senate,SSVA
C001096,Kevin Cramer,2019-01-09,116,senate,SSVA
C001088,Christopher A. Coons,2019-01-09,116,senate,SLET
R000307,Pat Roberts,2019-01-09,116,senate,SLET
S001194,Brian Schatz,2019-01-09,116,senate,SLET
R000584,Jim Risch,2019-01-09,116,senate,SLET
S001181,Jeanne Shaheen,2019-01-09,116,senate,SLET
B001135,Richard M. Burr,2019-01-09,116,senate,SLIN
W000805,Mark Warner,2019-01-09,116,senate,SLIN
R000584,Jim Risch,2019-01-09,116,senate,SLIN
F000062,Dianne Feinstein,2019-01-09,116,senate,SLIN
R000595,Marco Rubio,2019-01-09,116,senate,SLIN
W000779,Ron Wyden,2019-01-09,116,senate,SLIN
C001035,Susan Collins,2019-01-09,116,senate,SLIN
H001046,Martin Heinrich,2019-01-09,116,senate,SLIN
B000575,Roy Blunt,2019-01-09,116,senate,SLIN
K000383,Angus King,2019-01-09,116,senate,SLIN
C001095,Tom Cotton,2019-01-09,116,senate,SLIN
H001075,Kamala Harris,2019-01-09,116,senate,SLIN
C001056,John Cornyn,2019-01-09,116,senate,SLIN
B001267,Michael Bennet,2019-01-09,116,senate,SLIN
S001197,Ben Sasse,2019-01-09,116,senate,SLIN
S000148,Charles E. Schumer,2019-01-09,116,senate,SLIN
M000355,Mitch McConnell,2019-01-09,116,senate,SLIN
R000122,Jack Reed,2019-01-09,116,senate,SLIN
I000024,James M. Inhofe,2019-01-09,116,senate,SLIN
C001035,Susan Collins,2019-01-09,116,senate,SPAG
C001070,Bob Casey,2019-01-09,116,senate,SPAG
S001184,Tim Scott,2019-01-09,116,senate,SPAG
G000555,Kirsten E. Gillibrand,2019-01-09,116,senate,SPAG
B001135,Richard M. Burr,2019-01-09,116,senate,SPAG
B001277,Richard Blumenthal,2019-01-09,116,senate,SPAG
W000817,Elizabeth Warren,2019-01-09,116,senate,SPAG
R000595,Marco Rubio,2019-01-09,116,senate,SPAG
J000300,Doug Jones,2019-01-09,116,senate,SPAG
H001089,Joshua Hawley,2019-01-09,116,senate,SPAG
S001191,Kyrsten Sinema,2019-01-09,116,senate,SPAG
B001310,Mike Braun,2019-01-09,116,senate,SPAG
R000608,Jacky Rosen,2019-01-09,116,senate,SPAG
S001217,Rick Scott,2019-01-09,116,senate,SPAG
C001056,John Cornyn,,116,senate,SCNC
F000062,Dianne Feinstein,,116,senate,SCNC
G000386,Charles E. Grassley,,116,senate,SCNC
W000802,Sheldon Whitehouse,,116,senate,SCNC
R000584,Jim Risch,,116,senate,SCNC
R000608,Jacky Rosen,,116,senate,SCNC
P000612,David Perdue,,116,senate,SCNC
W000437,Roger Wicker,,116,joint,JCSE
C000141,Benjamin L. Cardin,,116,joint,JCSE
B001236,John Boozman,,116,joint,JCSE
W000802,Sheldon Whitehouse,,116,joint,JCSE
G000562,Cory Gardner,,116,joint,JCSE
U000039,Tom Udall,,116,joint,JCSE
R000595,Marco Rubio,,116,joint,JCSE
S001181,Jeanne Shaheen,,116,joint,JCSE
T000476,Thom Tillis,,116,joint,JCSE
B000575,Roy Blunt,,116,joint,JSPR
K000367,Amy Klobuchar,,116,joint,JSPR
R000307,Pat Roberts,,116,joint,JSPR
U000039,Tom Udall,,116,joint,JSPR
W000437,Roger Wicker,,116,joint,JSPR
G000386,Charles E. Grassley,,116,joint,JSTX
W000779,Ron Wyden,,116,joint,JSTX
C000880,Michael D. Crapo,,116,joint,JSTX
S000770,Debbie Stabenow,,116,joint,JSTX
E000285,Michael B. Enzi,,116,joint,JSTX
B000575,Roy Blunt,,116,joint,JSLC
K000367,Amy Klobuchar,,116,joint,JSLC
R000307,Pat Roberts,,116,joint,JSLC
L000174,Patrick J. Leahy,,116,joint,JSLC
S000320,Richard C. Shelby,,116,joint,JSLC
L000577,Mike Lee,2019-01-09,116,joint,JSEC
H001046,Martin Heinrich,2019-01-09,116,joint,JSEC
C001095,Tom Cotton,2019-01-09,116,joint,JSEC
K000367,Amy Klobuchar,2019-01-09,116,joint,JSEC
S001197,Ben Sasse,2019-01-09,116,joint,JSEC
P000595,Gary Peters,2019-01-09,116,joint,JSEC
P000449,Rob Portman,2019-01-09,116,joint,JSEC
H001076,Margaret Hassan,2019-01-09,116,joint,JSEC
C001075,Bill Cassidy,2019-01-09,116,joint,JSEC
C001098,Ted Cruz,2019-01-09,116,joint,JSEC
L000397,Zoe Lofgren,,117,house,HSHA
D000619,Rodney Davis,,117,house,HSHA
R000606,Jamie Raskin,,117,house,HSHA
L000583,Barry Loudermilk,,117,house,HSHA
B001251,G. K. Butterfield,,117,house,HSHA
S001213,Bryan Steil,,117,house,HSHA
A000371,Pete Aguilar,,117,house,HSHA
S001205,Mary Gay Scanlon,,117,house,HSHA
L000273,Teresa Leger Fernandez,,117,house,HSHA
S001157,David Scott,,117,house,HSAG
T000467,Glenn Thompson,,117,house,HSAG
C001059,Jim Costa,,117,house,HSAG
S001189,Austin Scott,,117,house,HSAG
M000312,Jim McGovern,,117,house,HSAG
C001087,Rick Crawford,,117,house,HSAG
D000616,Scott DesJarlais,,117,house,HSAG
A000370,Alma Adams,,117,house,HSAG
H001053,Vicky Hartzler,,117,house,HSAG
S001209,Abigail Spanberger,,117,house,HSAG
L000578,Doug LaMalfa,,117,house,HSAG
H001081,Jahana Hayes,,117,house,HSAG
D000619,Rodney Davis,,117,house,HSAG
A000372,Rick Allen,,117,house,HSAG
R000515,Bobby L. Rush,,117,house,HSAG
R000603,David Rouzer,,117,house,HSAG
P000597,Chellie Pingree,,117,house,HSAG
K000388,Trent Kelly,,117,house,HSAG
S001177,Gregorio Kilili Camacho Sablan,,117,house,HSAG
B001298,Don Bacon,,117,house,HSAG
K000382,Ann McLane Kuster,,117,house,HSAG
J000301,Dusty Johnson,,117,house,HSAG
B001286,Cheri Bustos,,117,house,HSAG
B001307,James Baird,,117,house,HSAG
M001185,Sean Patrick Maloney,,117,house,HSAG
P000610,Stacey Plaskett,,117,house,HSAG
J000020,Chris Jacobs,,117,house,HSAG
O000171,Tom O'Halleran,,117,house,HSAG
B001306,Troy Balderson,,117,house,HSAG
C001112,Salud Carbajal,,117,house,HSAG
C001115,Michael Cloud,,117,house,HSAG
K000389,Ro Khanna,,117,house,HSAG
M000871,Tracey Mann,,117,house,HSAG
L000586,Al Lawson,,117,house,HSAG
F000446,Randy Feenstra,,117,house,HSAG
C001110,J. Luis Correa,,117,house,HSAG
M001211,Mary Miller,,117,house,HSAG
C001119,Angie Craig,,117,house,HSAG
M001212,Barry Moore,,117,house,HSAG
H001090,Josh Harder,,117,house,HSAG
C001039,Kat Cammack,,117,house,HSAG
A000378,Cynthia Axne,,117,house,HSAG
F000470,Michelle Fischbach,,117,house,HSAG
S001216,Kim Schrier,,117,house,HSAG
P000613,Jimmy Panetta,,117,house,HSAG
K000368,Ann Kirkpatrick,,117,house,HSAG
D000216,Rosa DeLauro,,117,house,HSAP
G000377,Kay Granger,,117,house,HSAP
K000009,Marcy Kaptur,,117,house,HSAP
R000395,Harold Rogers,,117,house,HSAP
P000523,David E. Price,,117,house,HSAP
A000055,Robert B. Aderholt,,117,house,HSAP
R000486,Lucille Roybal-Allard,,117,house,HSAP
S001148,Mike Simpson,,117,house,HSAP
B000490,Sanford D. Bishop Jr.,,117,house,HSAP
C001051,John Carter,,117,house,HSAP
L000551,Barbara Lee,,117,house,HSAP
C000059,Ken Calvert,,117,house,HSAP
M001143,Betty McCollum,,117,house,HSAP
C001053,Tom Cole,,117,house,HSAP
R000577,Tim Ryan,,117,house,HSAP
D000600,Mario Diaz-Balart,,117,house,HSAP
R000576,C.A. Dutch Ruppersberger,,117,house,HSAP
W000809,Steve Womack,,117,house,HSAP
W000797,Debbie Wasserman Schultz,,117,house,HSAP
C001063,Henry Cuellar,,117,house,HSAP
F000459,Chuck Fleischmann,,117,house,HSAP
P000597,Chellie Pingree,,117,house,HSAP
H001056,Jaime Herrera Beutler,,117,house,HSAP
Q000023,Mike Quigley,,117,house,HSAP
J000295,Dave Joyce,,117,house,HSAP
K000381,Derek Kilmer,,117,house,HSAP
H001052,Andy Harris,,117,house,HSAP
C001090,Matt Cartwright,,117,house,HSAP
A000369,Mark Amodei,,117,house,HSAP
M001188,Grace Meng,,117,house,HSAP
S001192,Chris Stewart,,117,house,HSAP
P000607,Mark Pocan,,117,house,HSAP
P000601,Steven Palazzo,,117,house,HSAP
C001101,Katherine Clark,,117,house,HSAP
V000129,David Valadao,,117,house,HSAP
A000371,Pete Aguilar,,117,house,HSAP
N000189,Dan Newhouse,,117,house,HSAP
F000462,Lois Frankel,,117,house,HSAP
M001194,John Moolenaar,,117,house,HSAP
B001286,Cheri Bustos,,117,house,HSAP
R000609,John Rutherford,,117,house,HSAP
W000822,Bonnie Watson Coleman,,117,house,HSAP
C001118,Ben Cline,,117,house,HSAP
L000581,Brenda Lawrence,,117,house,HSAP
R000610,Guy Reschenthaler,,117,house,HSAP
T000474,Norma Torres,,117,house,HSAP
G000061,Mike Garcia,,117,house,HSAP
H001091,Ashley Hinson,,117,house,HSAP
K000368,Ann Kirkpatrick,,117,house,HSAP
G000594,Tony Gonzales,,117,house,HSAP
C001055,Ed Case,,117,house,HSAP
E000297,Adriano Espaillat,,117,house,HSAP
H001090,Josh Harder,,117,house,HSAP
W000825,Jennifer Wexton,,117,house,HSAP
T000483,David Trone,,117,house,HSAP
U000040,Lauren Underwood,,117,house,HSAP
L000590,Susie Lee,,117,house,HSAP
S000510,Adam Smith,,117,house,HSAS
R000575,Mike D. Rogers,,117,house,HSAS
L000559,Jim Langevin,,117,house,HSAS
W000795,Joe Wilson,,117,house,HSAS
L000560,Rick Larsen,,117,house,HSAS
T000463,Michael R. Turner,,117,house,HSAS
C000754,Jim Cooper,,117,house,HSAS
L000564,Doug Lamborn,,117,house,HSAS
C001069,Joe Courtney,,117,house,HSAS
W000804,Robert J. Wittman,,117,house,HSAS
G000559,John Garamendi,,117,house,HSAS
H001053,Vicky Hartzler,,117,house,HSAS
S001175,Jackie Speier,,117,house,HSAS
S001189,Austin Scott,,117,house,HSAS
N000188,Donald W. Norcross,,117,house,HSAS
B001274,Mo Brooks,,117,house,HSAS
G000574,Ruben Gallego,,117,house,HSAS
G000546,Sam Graves,,117,house,HSAS
M001196,Seth Moulton,,117,house,HSAS
S001196,Elise Stefanik,,117,house,HSAS
C001112,Salud Carbajal,,117,house,HSAS
D000616,Scott DesJarlais,,117,house,HSAS
B001304,Anthony Brown,,117,house,HSAS
K000388,Trent Kelly,,117,house,HSAS
K000389,Ro Khanna,,117,house,HSAS
G000579,Mike Gallagher,,117,house,HSAS
K000375,Bill Keating,,117,house,HSAS
G000578,Matt Gaetz,,117,house,HSAS
B001298,Don Bacon,,117,house,HSAS
K000394,Andy Kim,,117,house,HSAS
B001299,Jim Banks,,117,house,HSAS
H001085,Chrissy Houlahan,,117,house,HSAS
C001109,Liz Cheney,,117,house,HSAS
C001121,Jason Crow,,117,house,HSAS
B001301,Jack Bergman,,117,house,HSAS
S001208,Elissa Slotkin,,117,house,HSAS
W000823,Michael Waltz,,117,house,HSAS
S001207,Mikie Sherrill,,117,house,HSAS
J000299,Mike Johnson,,117,house,HSAS
E000299,Veronica Escobar,,117,house,HSAS
G000590,Mark Green,,117,house,HSAS
G000592,Jared Golden,,117,house,HSAS
B000740,Stephanie Bice,,117,house,HSAS
L000591,Elaine Luria,,117,house,HSAS
F000472,Scott Franklin,,117,house,HSAS
M001206,Joe Morelle,,117,house,HSAS
M001136,Lisa McClain,,117,house,HSAS
J000305,Sara Jacobs,,117,house,HSAS
J000304,Ronny Jackson,,117,house,HSAS
K000396,Kaialiʻi Kahele,,117,house,HSAS
C001054,Jerry Carl,,117,house,HSAS
S001159,Marilyn Strickland,,117,house,HSAS
M001213,Blake Moore,,117,house,HSAS
V000131,Marc Veasey,,117,house,HSAS
F000246,Pat Fallon,,117,house,HSAS
P000613,Jimmy Panetta,,117,house,HSAS
M001202,Stephanie Murphy,,117,house,HSAS
S000185,Robert C. Scott,,117,house,HSED
F000450,Virginia Foxx,,117,house,HSED
G000551,Raúl M. Grijalva,,117,house,HSED
W000795,Joe Wilson,,117,house,HSED
C001069,Joe Courtney,,117,house,HSED
T000467,Glenn Thompson,,117,house,HSED
S001177,Gregorio Kilili Camacho Sablan,,117,house,HSED
W000798,Tim Walberg,,117,house,HSED
W000808,Frederica Wilson,,117,house,HSED
G000576,Glenn Grothman,,117,house,HSED
B001278,Suzanne Bonamici,,117,house,HSED
S001196,Elise Stefanik,,117,house,HSED
T000472,Mark Takano,,117,house,HSED
A000372,Rick Allen,,117,house,HSED
A000370,Alma Adams,,117,house,HSED
B001299,Jim Banks,,117,house,HSED
D000623,Mark DeSaulnier,,117,house,HSED
C001108,James Comer,,117,house,HSED
N000188,Donald W. Norcross,,117,house,HSED
F000469,Russ Fulcher,,117,house,HSED
J000298,Pramila Jayapal,,117,house,HSED
K000395,Fred Keller,,117,house,HSED
M001206,Joe Morelle,,117,house,HSED
M001210,Greg Murphy,,117,house,HSED
W000826,Susan Wild,,117,house,HSED
M001215,Mariannette Miller-Meeks,,117,house,HSED
M001208,Lucy McBath,,117,house,HSED
O000086,Burgess Owens,,117,house,HSED
H001081,Jahana Hayes,,117,house,HSED
G000595,Robert Good,,117,house,HSED
L000592,Andy Levin,,117,house,HSED
M001136,Lisa McClain,,117,house,HSED
H001086,Diana Harshbarger,,117,house,HSED
O000173,Ilhan Omar,,117,house,HSED
M001211,Mary Miller,,117,house,HSED
S001215,Haley Stevens,,117,house,HSED
S000929,Victoria Spartz,,117,house,HSED
L000273,Teresa Leger Fernandez,,117,house,HSED
F000471,Scott Fitzgerald,,117,house,HSED
J000306,Mondaire Jones,,117,house,HSED
C001104,Madison Cawthorn,,117,house,HSED
M001135,Kathy Manning,,117,house,HSED
S001135,Michelle Steel,,117,house,HSED
M001214,Frank Mrvan,,117,house,HSED
B001223,Jamaal Bowman,,117,house,HSED
P000607,Mark Pocan,,117,house,HSED
C001091,Joaquín Castro,,117,house,HSED
S001207,Mikie Sherrill,,117,house,HSED
Y000062,John Yarmuth,,117,house,HSED
E000297,Adriano Espaillat,,117,house,HSED
M000687,Kweisi Mfume,,117,house,HSED
P000034,Frank Pallone,,117,house,HSIF
M001159,Cathy McMorris Rodgers,,117,house,HSIF
R000515,Bobby L. Rush,,117,house,HSIF
U000031,Fred Upton,,117,house,HSIF
E000215,Anna G. Eshoo,,117,house,HSIF
B001248,Michael C. Burgess,,117,house,HSIF
D000197,Diana DeGette,,117,house,HSIF
S001176,Steve Scalise,,117,house,HSIF
D000482,Mike Doyle,,117,house,HSIF
L000566,Robert E. Latta,,117,house,HSIF
S001145,Jan Schakowsky,,117,house,HSIF
G000558,Brett Guthrie,,117,house,HSIF
B001251,G. K. Butterfield,,117,house,HSIF
M001180,David McKinley,,117,house,HSIF
M001163,Doris Matsui,,117,house,HSIF
K000378,Adam Kinzinger,,117,house,HSIF
C001066,Kathy Castor,,117,house,HSIF
G000568,Morgan Griffith,,117,house,HSIF
S001168,John Sarbanes,,117,house,HSIF
B001257,Gus Bilirakis,,117,house,HSIF
M001166,Jerry McNerney,,117,house,HSIF
J000292,Bill Johnson,,117,house,HSIF
W000800,Peter Welch,,117,house,HSIF
L000576,Billy Long,,117,house,HSIF
T000469,Paul Tonko,,117,house,HSIF
B001275,Larry Bucshon,,117,house,HSIF
C001067,Yvette D. Clarke,,117,house,HSIF
M001190,Markwayne Mullin,,117,house,HSIF
S001180,Kurt Schrader,,117,house,HSIF
H001067,Richard Hudson,,117,house,HSIF
C001097,Tony Cárdenas,,117,house,HSIF
