name,code,begin_date,end_date,parent_committee_id,member_id
Financial Institutions and Consumer Protection,SSBK08,2019-01-18,2021-01-03,SSBK,S001197
Economic Policy,SSBK12,2019-01-18,2021-01-03,SSBK,S001197
Intellectual Property,SSJU26,,2021-01-03,SSJU,S001197
the Constitution,SSJU21,,2021-01-03,SSJU,S001197
"Federal Courts, Oversight, Agency Action, and Federal Rights",SSJU25,,2021-01-03,SSJU,S001197
"Communications, Technology, Innovation, and the Internet",SSCM26,2019-01-24,2021-01-03,SSCM,S001194
Aviation and Space,SSCM28,2019-01-24,2021-01-03,SSCM,S001194
"Manufacturing, Trade, and Consumer Protection",SSCM29,2019-01-24,2021-01-03,SSCM,S001194
"Science, Oceans, Fisheries, and Weather",SSCM30,2019-01-24,2021-01-03,SSCM,S001194
National Security and International Trade and Finance,SSBK05,2019-01-18,2021-01-03,SSBK,S001194
Financial Institutions and Consumer Protection,SSBK08,2019-01-18,2021-01-03,SSBK,S001194
Security,SSCM31,,2021-01-03,SSCM,S001194
Defense,SSAP02,,2021-01-03,SSAP,S001194
"Commerce, Justice, Science, and Related Agencies",SSAP16,,2021-01-03,SSAP,S001194
"Labor, Health and Human Services, and Education, and Related Agencies",SSAP18,,2021-01-03,SSAP,S001194
"Military Construction, Veterans Affairs, and Related Agencies",SSAP19,,2021-01-03,SSAP,S001194
"Transportation, Housing and Urban Development, and Related Agencies",SSAP24,,2021-01-03,SSAP,S001194
"Energy, Natural Resources, and Infrastructure",SSFI12,2019-01-31,2021-01-03,SSFI,S001184
"International Trade, Customs, and Global Competitiveness",SSFI13,2019-01-31,2021-01-03,SSFI,S001184
Fiscal Responsibility and Economic Growth,SSFI14,2019-01-31,2021-01-03,SSFI,S001184
Health Care,SSFI10,2019-01-31,2021-01-03,SSFI,S001184
"Securities, Insurance, and Investment",SSBK04,2019-01-18,2021-01-03,SSBK,S001184
National Security and International Trade and Finance,SSBK05,2019-01-18,2021-01-03,SSBK,S001184
Financial Institutions and Consumer Protection,SSBK08,2019-01-18,2021-01-03,SSBK,S001184
Children and Families,SSHR09,,2021-01-03,SSHR,S001184
Employment and Workplace Safety,SSHR11,,2021-01-03,SSHR,S001184
Primary Health and Retirement Security,SSHR12,,2021-01-03,SSHR,S001184
Federal Spending Oversight and Emergency Management,SSGA18,2019-01-31,2021-01-03,SSGA,S001217
Regulatory Affairs and Federal Management,SSGA19,2019-01-31,2021-01-03,SSGA,S001217
"Communications, Technology, Innovation, and the Internet",SSCM26,2019-01-24,2021-01-03,SSCM,S001217
"Science, Oceans, Fisheries, and Weather",SSCM30,2019-01-24,2021-01-03,SSCM,S001217
Transportation and Safety,SSCM32,2019-01-24,2021-01-03,SSCM,S001217
Security,SSCM31,,2021-01-03,SSCM,S001217
Personnel,SSAS17,,2021-01-03,SSAS,S001217
Cybersecurity,SSAS21,,2021-01-03,SSAS,S001217
Airland,SSAS14,,2021-01-03,SSAS,S001217
Emerging Threats and Capabilities,SSAS20,,2021-01-03,SSAS,S001181
Homeland Security,SSAP14,,2021-01-03,SSAP,S001181
"Commerce, Justice, Science, and Related Agencies",SSAP16,,2021-01-03,SSAP,S001181
Europe and Regional Security Cooperation,SSFR01,,2021-01-03,SSFR,S001181
"Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues",SSFR06,,2021-01-03,SSFR,S001181
"Labor, Health and Human Services, and Education, and Related Agencies",SSAP18,,2021-01-03,SSAP,S001181
"Near East, South Asia, Central Asia, and Counterterrorism",SSFR07,,2021-01-03,SSFR,S001181
"State, Foreign Operations, and Related Programs",SSAP20,,2021-01-03,SSAP,S001181
Energy and Water Development,SSAP22,,2021-01-03,SSAP,S001181
Seapower,SSAS13,,2021-01-03,SSAS,S001181
Readiness and Management Support,SSAS15,,2021-01-03,SSAS,S001181
"Securities, Insurance, and Investment",SSBK04,2019-01-18,2021-01-03,SSBK,S000320
Financial Institutions and Consumer Protection,SSBK08,2019-01-18,2021-01-03,SSBK,S000320
"Housing, Transportation, and Community Development",SSBK09,2019-01-18,2021-01-03,SSBK,S000320
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",SSAP01,,2021-01-03,SSAP,S000320
Defense,SSAP02,,2021-01-03,SSAP,S000320
Legislative Branch,SSAP08,,2021-01-03,SSAP,S000320
Homeland Security,SSAP14,,2021-01-03,SSAP,S000320
"Commerce, Justice, Science, and Related Agencies",SSAP16,,2021-01-03,SSAP,S000320
"Interior, Environment, and Related Agencies",SSAP17,,2021-01-03,SSAP,S000320
"Labor, Health and Human Services, and Education, and Related Agencies",SSAP18,,2021-01-03,SSAP,S000320
"Military Construction, Veterans Affairs, and Related Agencies",SSAP19,,2021-01-03,SSAP,S000320
"State, Foreign Operations, and Related Programs",SSAP20,,2021-01-03,SSAP,S000320
Transportation and Infrastructure,SSEV08,,2021-01-03,SSEV,S000320
Energy and Water Development,SSAP22,,2021-01-03,SSAP,S000320
"Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight",SSEV09,,2021-01-03,SSEV,S000320
Financial Services and General Government,SSAP23,,2021-01-03,SSAP,S000320
"Transportation, Housing and Urban Development, and Related Agencies",SSAP24,,2021-01-03,SSAP,S000320
"Fisheries, Water, and Wildlife",SSEV15,,2021-01-03,SSEV,S000320
Federal Spending Oversight and Emergency Management,SSGA18,2019-01-31,2021-01-03,SSGA,S001191
Regulatory Affairs and Federal Management,SSGA19,2019-01-31,2021-01-03,SSGA,S001191
"Communications, Technology, Innovation, and the Internet",SSCM26,2019-01-24,2021-01-03,SSCM,S001191
Aviation and Space,SSCM28,2019-01-24,2021-01-03,SSCM,S001191
"Manufacturing, Trade, and Consumer Protection",SSCM29,2019-01-24,2021-01-03,SSCM,S001191
Transportation and Safety,SSCM32,2019-01-24,2021-01-03,SSCM,S001191
"Securities, Insurance, and Investment",SSBK04,2019-01-18,2021-01-03,SSBK,S001191
National Security and International Trade and Finance,SSBK05,2019-01-18,2021-01-03,SSBK,S001191
Economic Policy,SSBK12,2019-01-18,2021-01-03,SSBK,S001191
Security,SSCM31,,2021-01-03,SSCM,S001191
"Securities, Insurance, and Investment",SSBK04,2019-01-18,2021-01-03,SSBK,S001203
"Housing, Transportation, and Community Development",SSBK09,2019-01-18,2021-01-03,SSBK,S001203
Economic Policy,SSBK12,2019-01-18,2021-01-03,SSBK,S001203
"Commodities, Risk Management, and Trade",SSAF13,,2021-01-03,SSAF,S001203
Rural Development and Energy,SSAF15,,2021-01-03,SSAF,S001203
Children and Families,SSHR09,,2021-01-03,SSHR,S001203
"Livestock, Dairy, Poultry, Local Food Systems, and Food Safety and Security",SSAF17,,2021-01-03,SSAF,S001203
Employment and Workplace Safety,SSHR11,,2021-01-03,SSHR,S001203
Energy,SSEG01,2019-02-05,2021-01-03,SSEG,S000770
"Public Lands, Forests, and Mining",SSEG03,2019-02-05,2021-01-03,SSEG,S000770
National Parks,SSEG04,2019-02-05,2021-01-03,SSEG,S000770
"International Trade, Customs, and Global Competitiveness",SSFI13,2019-01-31,2021-01-03,SSFI,S000770
Health Care,SSFI10,2019-01-31,2021-01-03,SSFI,S000770
"Commodities, Risk Management, and Trade",SSAF13,,2021-01-03,SSAF,S000770
"Conservation, Climate, Forestry, and Natural Resources",SSAF14,,2021-01-03,SSAF,S000770
Rural Development and Energy,SSAF15,,2021-01-03,SSAF,S000770
"Food and Nutrition, Specialty Crops, Organics, and Research",SSAF16,,2021-01-03,SSAF,S000770
"Livestock, Dairy, Poultry, Local Food Systems, and Food Safety and Security",SSAF17,,2021-01-03,SSAF,S000770
"Manufacturing, Trade, and Consumer Protection",SSCM29,2019-01-24,2021-01-03,SSCM,S001198
"Science, Oceans, Fisheries, and Weather",SSCM30,2019-01-24,2021-01-03,SSCM,S001198
"Communications, Technology, Innovation, and the Internet",SSCM26,2019-01-24,2021-01-03,SSCM,S001198
Strategic Forces,SSAS16,,2021-01-03,SSAS,S001198
Transportation and Infrastructure,SSEV08,,2021-01-03,SSEV,S001198
"Clean Air, Climate, and Nuclear Safety",SSEV10,,2021-01-03,SSEV,S001198
"Fisheries, Water, and Wildlife",SSEV15,,2021-01-03,SSEV,S001198
Airland,SSAS14,,2021-01-03,SSAS,S001198
Readiness and Management Support,SSAS15,,2021-01-03,SSAS,S001198
Security,SSCM31,,2021-01-03,SSCM,S001198
"Communications, Technology, Innovation, and the Internet",SSCM26,2019-01-24,2021-01-03,SSCM,T000464
Aviation and Space,SSCM28,2019-01-24,2021-01-03,SSCM,T000464
"Securities, Insurance, and Investment",SSBK04,2019-01-18,2021-01-03,SSBK,T000464
Financial Institutions and Consumer Protection,SSBK08,2019-01-18,2021-01-03,SSBK,T000464
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",SSAP01,,2021-01-03,SSAP,T000464
Defense,SSAP02,,2021-01-03,SSAP,T000464
Homeland Security,SSAP14,,2021-01-03,SSAP,T000464
"Interior, Environment, and Related Agencies",SSAP17,,2021-01-03,SSAP,T000464
"Military Construction, Veterans Affairs, and Related Agencies",SSAP19,,2021-01-03,SSAP,T000464
Energy and Water Development,SSAP22,,2021-01-03,SSAP,T000464
"International Trade, Customs, and Global Competitiveness",SSFI13,2019-01-31,2021-01-03,SSFI,T000250
Health Care,SSFI10,2019-01-31,2021-01-03,SSFI,T000250
Taxation and IRS Oversight,SSFI11,2019-01-31,2021-01-03,SSFI,T000250
Aviation and Space,SSCM28,2019-01-24,2021-01-03,SSCM,T000250
"Manufacturing, Trade, and Consumer Protection",SSCM29,2019-01-24,2021-01-03,SSCM,T000250
Transportation and Safety,SSCM32,2019-01-24,2021-01-03,SSCM,T000250
"Communications, Technology, Innovation, and the Internet",SSCM26,2019-01-24,2021-01-03,SSCM,T000250
"Conservation, Climate, Forestry, and Natural Resources",SSAF14,,2021-01-03,SSAF,T000250
Rural Development and Energy,SSAF15,,2021-01-03,SSAF,T000250
"Food and Nutrition, Specialty Crops, Organics, and Research",SSAF16,,2021-01-03,SSAF,T000250
"Securities, Insurance, and Investment",SSBK04,2019-01-18,2021-01-03,SSBK,T000476
Financial Institutions and Consumer Protection,SSBK08,2019-01-18,2021-01-03,SSBK,T000476
Economic Policy,SSBK12,2019-01-18,2021-01-03,SSBK,T000476
Personnel,SSAS17,,2021-01-03,SSAS,T000476
Intellectual Property,SSJU26,,2021-01-03,SSJU,T000476
"Immigration, Citizenship, and Border Safety",SSJU04,,2021-01-03,SSJU,T000476
Criminal Justice and Counterterrorism,SSJU22,,2021-01-03,SSJU,T000476
"Federal Courts, Oversight, Agency Action, and Federal Rights",SSJU25,,2021-01-03,SSJU,T000476
Seapower,SSAS13,,2021-01-03,SSAS,T000476
Airland,SSAS14,,2021-01-03,SSAS,T000476
"International Trade, Customs, and Global Competitiveness",SSFI13,2019-01-31,2021-01-03,SSFI,T000461
Health Care,SSFI10,2019-01-31,2021-01-03,SSFI,T000461
Taxation and IRS Oversight,SSFI11,2019-01-31,2021-01-03,SSFI,T000461
"Securities, Insurance, and Investment",SSBK04,2019-01-18,2021-01-03,SSBK,T000461
National Security and International Trade and Finance,SSBK05,2019-01-18,2021-01-03,SSBK,T000461
Financial Institutions and Consumer Protection,SSBK08,2019-01-18,2021-01-03,SSBK,T000461
"Securities, Insurance, and Investment",SSBK04,2019-01-18,2021-01-03,SSBK,V000128
National Security and International Trade and Finance,SSBK05,2019-01-18,2021-01-03,SSBK,V000128
Financial Institutions and Consumer Protection,SSBK08,2019-01-18,2021-01-03,SSBK,V000128
Legislative Branch,SSAP08,,2021-01-03,SSAP,V000128
"Commerce, Justice, Science, and Related Agencies",SSAP16,,2021-01-03,SSAP,V000128
"Interior, Environment, and Related Agencies",SSAP17,,2021-01-03,SSAP,V000128
"State, Foreign Operations, and Related Programs",SSAP20,,2021-01-03,SSAP,V000128
Transportation and Infrastructure,SSEV08,,2021-01-03,SSEV,V000128
Financial Services and General Government,SSAP23,,2021-01-03,SSAP,V000128
"Fisheries, Water, and Wildlife",SSEV15,,2021-01-03,SSEV,V000128
Taxation and IRS Oversight,SSFI11,2019-01-31,2021-01-03,SSFI,W000805
"International Trade, Customs, and Global Competitiveness",SSFI13,2019-01-31,2021-01-03,SSFI,W000805
Health Care,SSFI10,2019-01-31,2021-01-03,SSFI,W000805
"Securities, Insurance, and Investment",SSBK04,2019-01-18,2021-01-03,SSBK,W000805
National Security and International Trade and Finance,SSBK05,2019-01-18,2021-01-03,SSBK,W000805
Financial Institutions and Consumer Protection,SSBK08,2019-01-18,2021-01-03,SSBK,W000805
"Securities, Insurance, and Investment",SSBK04,2019-01-18,2021-01-03,SSBK,W000817
Financial Institutions and Consumer Protection,SSBK08,2019-01-18,2021-01-03,SSBK,W000817
"Housing, Transportation, and Community Development",SSBK09,2019-01-18,2021-01-03,SSBK,W000817
Strategic Forces,SSAS16,,2021-01-03,SSAS,W000817
Personnel,SSAS17,,2021-01-03,SSAS,W000817
Employment and Workplace Safety,SSHR11,,2021-01-03,SSHR,W000817
Airland,SSAS14,,2021-01-03,SSAS,W000817
Primary Health and Retirement Security,SSHR12,,2021-01-03,SSHR,W000817
Taxation and IRS Oversight,SSFI11,2019-01-31,2021-01-03,SSFI,W000802
"Energy, Natural Resources, and Infrastructure",SSFI12,2019-01-31,2021-01-03,SSFI,W000802
Health Care,SSFI10,2019-01-31,2021-01-03,SSFI,W000802
Intellectual Property,SSJU26,,2021-01-03,SSJU,W000802
the Constitution,SSJU21,,2021-01-03,SSJU,W000802
Criminal Justice and Counterterrorism,SSJU22,,2021-01-03,SSJU,W000802
"Federal Courts, Oversight, Agency Action, and Federal Rights",SSJU25,,2021-01-03,SSJU,W000802
Transportation and Infrastructure,SSEV08,,2021-01-03,SSEV,W000802
"Clean Air, Climate, and Nuclear Safety",SSEV10,,2021-01-03,SSEV,W000802
"Fisheries, Water, and Wildlife",SSEV15,,2021-01-03,SSEV,W000802
Security,SSCM31,,2021-01-03,SSCM,W000437
"Communications, Technology, Innovation, and the Internet",SSCM26,,2021-01-03,SSCM,W000437
Cybersecurity,SSAS21,,2021-01-03,SSAS,W000437
Aviation and Space,SSCM28,,2021-01-03,SSCM,W000437
"Manufacturing, Trade, and Consumer Protection",SSCM29,,2021-01-03,SSCM,W000437
"Science, Oceans, Fisheries, and Weather",SSCM30,,2021-01-03,SSCM,W000437
Transportation and Safety,SSCM32,,2021-01-03,SSCM,W000437
Transportation and Infrastructure,SSEV08,,2021-01-03,SSEV,W000437
"Clean Air, Climate, and Nuclear Safety",SSEV10,,2021-01-03,SSEV,W000437
"Fisheries, Water, and Wildlife",SSEV15,,2021-01-03,SSEV,W000437
Seapower,SSAS13,,2021-01-03,SSAS,W000437
Airland,SSAS14,,2021-01-03,SSAS,W000437
Energy,SSEG01,2019-02-05,2021-01-03,SSEG,W000779
"Public Lands, Forests, and Mining",SSEG03,2019-02-05,2021-01-03,SSEG,W000779
Water and Power,SSEG07,2019-02-05,2021-01-03,SSEG,W000779
Taxation and IRS Oversight,SSFI11,2019-01-31,2021-01-03,SSFI,W000779
"Energy, Natural Resources, and Infrastructure",SSFI12,2019-01-31,2021-01-03,SSFI,W000779
"International Trade, Customs, and Global Competitiveness",SSFI13,2019-01-31,2021-01-03,SSFI,W000779
Fiscal Responsibility and Economic Growth,SSFI14,2019-01-31,2021-01-03,SSFI,W000779
"Social Security, Pensions, and Family Policy",SSFI02,2019-01-31,2021-01-03,SSFI,W000779
Health Care,SSFI10,,2021-01-03,SSFI,W000779
"International Trade, Customs, and Global Competitiveness",SSFI13,2019-01-31,2021-01-03,SSFI,Y000064
"Social Security, Pensions, and Family Policy",SSFI02,2019-01-31,2021-01-03,SSFI,Y000064
Health Care,SSFI10,2019-01-31,2021-01-03,SSFI,Y000064
"Communications, Technology, Innovation, and the Internet",SSCM26,2019-01-24,2021-01-03,SSCM,Y000064
"Manufacturing, Trade, and Consumer Protection",SSCM29,2019-01-24,2021-01-03,SSCM,Y000064
Transportation and Safety,SSCM32,2019-01-24,2021-01-03,SSCM,Y000064
Security,SSCM31,,2021-01-03,SSCM,Y000064
"East Asia, the Pacific, and International Cybersecurity Policy",SSFR02,,2021-01-03,SSFR,Y000064
"State Department and USAID Management, International Operations, and Bilateral International Development",SSFR14,,2021-01-03,SSFR,Y000064
"Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy",SSFR15,,2021-01-03,SSFR,Y000064
"Nutrition, Foreign Agriculture, and Horticulture",HSAG03,2019-02-06,2021-01-03,HSAG,A000370
Workforce Protections,HSED10,2019-01-29,2021-01-03,HSED,A000370
Higher Education and Workforce Development,HSED13,2019-01-29,2021-01-03,HSED,A000370
Diversity and Inclusion,HSBA13,,2021-01-03,HSBA,A000370
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",HSAP01,2019-01-29,2021-01-03,HSAP,A000055
Defense,HSAP02,2019-01-29,2021-01-03,HSAP,A000055
"Commerce, Justice, Science, and Related Agencies",HSAP19,2019-01-29,2021-01-03,HSAP,A000055
Elections,HSHA01,2019-02-07,2021-01-03,HSHA,A000371
Defense,HSAP02,,2021-01-03,HSAP,A000371
Homeland Security,HSAP15,,2021-01-03,HSAP,A000371
"Transportation, Housing and Urban Development, and Related Agencies",HSAP20,,2021-01-03,HSAP,A000371
Elections,HSHA08,,2021-01-03,HSHA,A000371
Forestry,HSAG15,2019-02-06,2021-01-03,HSAG,A000372
"General Farm Commodities, Risk Management, and Credit",HSAG16,2019-02-06,2021-01-03,HSAG,A000372
"Health, Employment, Labor, and Pensions",HSED02,2019-01-29,2021-01-03,HSED,A000372
"Early Childhood, Elementary, and Secondary Education",HSED14,2019-01-29,2021-01-03,HSED,A000372
Disability Assistance and Memorial Affairs,HSVR09,2019-01-31,2021-01-03,HSVR,A000376
"Middle East, North Africa, and Central Asia",HSFA13,2019-01-29,2021-01-03,HSFA,A000376
Aviation,HSPW05,,2021-01-03,HSPW,A000376
Highways and Transit,HSPW12,,2021-01-03,HSPW,A000376
"Railroads, Pipelines, and Hazardous Materials",HSPW14,,2021-01-03,HSPW,A000376
"Interior, Environment, and Related Agencies",HSAP06,2019-01-29,2021-01-03,HSAP,A000369
Financial Services and General Government,HSAP23,2019-01-29,2021-01-03,HSAP,A000369
Environment,HSGO28,2019-01-29,2021-01-03,HSGO,A000377
"Immigration Integrity, Security, and Enforcement",HSJU01,2019-01-28,2021-01-03,HSJU,A000377
"The Administrative State, Regulatory Reform, and Antitrust",HSJU05,2019-01-28,2021-01-03,HSJU,A000377
The Constitution and Limited Government,HSJU10,2019-01-28,2021-01-03,HSJU,A000377
Tax,HSWM05,2019-01-16,2021-01-03,HSWM,A000375
Social Security,HSWM01,2019-01-16,2021-01-03,HSWM,A000375
Forestry,HSAG15,2019-02-06,2021-01-03,HSAG,A000378
"Commodity Markets, Digital Assets, and Rural Development",HSAG22,2019-02-06,2021-01-03,HSAG,A000378
Housing and Insurance,HSBA04,,2021-01-03,HSBA,A000378
Capital Markets,HSBA16,,2021-01-03,HSBA,A000378
Water Resources and Environment,HSPW02,,2021-01-03,HSPW,B001291
Space and Aeronautics,HSSY16,,2021-01-03,HSSY,B001291
Environment,HSSY18,,2021-01-03,HSSY,B001291
Highways and Transit,HSPW12,,2021-01-03,HSPW,B001291
"Railroads, Pipelines, and Hazardous Materials",HSPW14,,2021-01-03,HSPW,B001291
"Nutrition, Foreign Agriculture, and Horticulture",HSAG03,2019-02-06,2021-01-03,HSAG,B001298
"Livestock, Dairy, and Poultry",HSAG29,2019-02-06,2021-01-03,HSAG,B001298
Tactical Air and Land Forces,HSAS25,,2021-01-03,HSAS,B001298
Intelligence and Special Operations,HSAS26,,2021-01-03,HSAS,B001298
"Conservation, Research, and Biotechnology",HSAG14,2019-02-06,2021-01-03,HSAG,B001307
"Commodity Markets, Digital Assets, and Rural Development",HSAG22,2019-02-06,2021-01-03,HSAG,B001307
Research and Technology,HSSY15,,2021-01-03,HSSY,B001307
Environment,HSSY18,,2021-01-03,HSSY,B001307
Research and Technology,HSSY15,,2021-01-03,HSSY,B001306
Aviation,HSPW05,,2021-01-03,HSPW,B001306
"Innovation, Entrepreneurship, and Workforce Development",HSSM26,,2021-01-03,HSSM,B001306
Highways and Transit,HSPW12,,2021-01-03,HSPW,B001306
"Railroads, Pipelines, and Hazardous Materials",HSPW14,,2021-01-03,HSPW,B001306
Contracting and Infrastructure,HSSM23,,2021-01-03,HSSM,B001306
Technology Modernization,HSVR11,2019-01-30,2021-01-03,HSVR,B001299
"Health, Employment, Labor, and Pensions",HSED02,2019-01-29,2021-01-03,HSED,B001299
Higher Education and Workforce Development,HSED13,2019-01-29,2021-01-03,HSED,B001299
Tactical Air and Land Forces,HSAS25,,2021-01-03,HSAS,B001299
Intelligence and Special Operations,HSAS26,,2021-01-03,HSAS,B001299
Economic Opportunity,HSVR10,,2021-01-03,HSVR,B001299
Oversight and Investigations,HSBA09,2019-01-24,2021-01-03,HSBA,B001282
Health,HSVR03,,2021-01-03,HSVR,B001282
Economic Opportunity,HSVR10,,2021-01-03,HSVR,B001282
Consumer Protection and Financial Institutions,HSBA15,,2021-01-03,HSBA,B001282
"Energy, Climate, and Grid Security",HSIF03,2019-01-15,2021-01-03,HSIF,B001300
Health,HSIF14,2019-01-15,2021-01-03,HSIF,B001300
"Environment, Manufacturing, and Critical Materials",HSIF18,2019-01-15,2021-01-03,HSIF,B001300
Transportation and Maritime Security,HSHM07,,2021-01-03,HSHM,B001300
"Oversight, Investigations, and Accountability",HSHM09,,2021-01-03,HSHM,B001300
Africa,HSFA16,2019-01-29,2021-01-03,HSFA,B001270
"Courts, Intellectual Property, and the Internet",HSJU03,2019-01-28,2021-01-03,HSJU,B001270
Crime and Federal Government Surveillance,HSJU08,2019-01-28,2021-01-03,HSJU,B001270
Housing and Insurance,HSBA04,,2021-01-03,HSBA,B001281
Oversight and Investigations,HSBA09,,2021-01-03,HSBA,B001281
Diversity and Inclusion,HSBA13,,2021-01-03,HSBA,B001281
Space and Aeronautics,HSSY16,2019-01-30,2021-01-03,HSSY,B001287
Oversight and Accountability,HSFA17,2019-01-29,2021-01-03,HSFA,B001287
Indo-Pacific,HSFA05,2019-01-29,2021-01-03,HSFA,B001287
Oversight and Investigations,HSVR08,2019-01-30,2021-01-03,HSVR,B001301
Readiness,HSAS03,,2021-01-03,HSAS,B001301
Seapower and Projection Forces,HSAS28,,2021-01-03,HSAS,B001301
Economic Opportunity,HSVR10,,2021-01-03,HSVR,B001301
Military Personnel,HSAS02,,2021-01-03,HSAS,B001301
Space and Aeronautics,HSSY16,2019-01-30,2021-01-03,HSSY,B001292
Environment,HSSY18,2019-01-30,2021-01-03,HSSY,B001292
Investigations and Oversight,HSSY21,2019-01-30,2021-01-03,HSSY,B001292
Trade,HSWM04,2019-01-16,2021-01-03,HSWM,B001292
Tax,HSWM05,2019-01-16,2021-01-03,HSWM,B001292
"Immigration Integrity, Security, and Enforcement",HSJU01,2019-01-28,2021-01-03,HSJU,B001302
"Courts, Intellectual Property, and the Internet",HSJU03,2019-01-28,2021-01-03,HSJU,B001302
Energy,HSSY20,,2021-01-03,HSSY,B001302
Investigations and Oversight,HSSY21,,2021-01-03,HSSY,B001302
Economic Opportunity,HSVR10,2019-01-30,2021-01-03,HSVR,B001257
Health,HSIF14,2019-01-18,2021-01-03,HSIF,B001257
Communications and Technology,HSIF16,2019-01-18,2021-01-03,HSIF,B001257
Disability Assistance and Memorial Affairs,HSVR09,,2021-01-03,HSVR,B001257
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",HSAP01,,2021-01-03,HSAP,B000490
"Military Construction, Veterans Affairs, and Related Agencies",HSAP18,,2021-01-03,HSAP,B000490
Financial Services and General Government,HSAP23,,2021-01-03,HSAP,B000490
Trade,HSWM04,2019-01-16,2021-01-03,HSWM,B000574
Health,HSWM02,2019-01-16,2021-01-03,HSWM,B000574
"Energy, Climate, and Grid Security",HSIF03,2019-01-15,2021-01-03,HSIF,B001303
Health,HSIF14,2019-01-15,2021-01-03,HSIF,B001303
"Innovation, Data, and Commerce",HSIF17,2019-01-15,2021-01-03,HSIF,B001303
"Environment, Manufacturing, and Critical Materials",HSIF18,2019-01-15,2021-01-03,HSIF,B001303
Environment,HSSY18,2019-01-30,2021-01-03,HSSY,B001278
Investigations and Oversight,HSSY21,2019-01-30,2021-01-03,HSSY,B001278
Higher Education and Workforce Development,HSED13,2019-01-29,2021-01-03,HSED,B001278
Civil Rights and Human Services,HSED07,,2021-01-03,HSED,B001278
"Conservation, Research, and Biotechnology",HSAG14,2019-02-06,2021-01-03,HSAG,B001295
"Commodity Markets, Digital Assets, and Rural Development",HSAG22,2019-02-06,2021-01-03,HSAG,B001295
Disability Assistance and Memorial Affairs,HSVR09,2019-01-30,2021-01-03,HSVR,B001295
Water Resources and Environment,HSPW02,,2021-01-03,HSPW,B001295
Highways and Transit,HSPW12,,2021-01-03,HSPW,B001295
Oversight and Investigations,HSVR08,,2021-01-03,HSVR,B001295
"Railroads, Pipelines, and Hazardous Materials",HSPW14,,2021-01-03,HSPW,B001295
Tax,HSWM05,2019-01-16,2021-01-03,HSWM,B001296
Oversight,HSWM06,2019-01-16,2021-01-03,HSWM,B001296
Social Security,HSWM01,2019-01-16,2021-01-03,HSWM,B001296
Readiness,HSAS03,,2021-01-03,HSAS,B001274
Space and Aeronautics,HSSY16,,2021-01-03,HSSY,B001274
Strategic Forces,HSAS29,,2021-01-03,HSAS,B001274
"Water, Wildlife and Fisheries",HSII13,2019-01-30,2021-01-03,HSII,B001304
Energy and Mineral Resources,HSII06,2019-01-30,2021-01-03,HSII,B001304
Tactical Air and Land Forces,HSAS25,2019-01-23,2021-01-03,HSAS,B001304
Intelligence and Special Operations,HSAS26,2019-01-23,2021-01-03,HSAS,B001304
Aviation,HSPW05,,2021-01-03,HSPW,B001304
Coast Guard and Maritime Transportation,HSPW07,,2021-01-03,HSPW,B001304
Highways and Transit,HSPW12,,2021-01-03,HSPW,B001304
"Economic Development, Public Buildings, and Emergency Management",HSPW13,,2021-01-03,HSPW,B001304
Health,HSVR03,2019-01-31,2021-01-03,HSVR,B001285
Technology Modernization,HSVR11,2019-01-31,2021-01-03,HSVR,B001285
Aviation,HSPW05,,2021-01-03,HSPW,B001285
Highways and Transit,HSPW12,,2021-01-03,HSPW,B001285
Trade,HSWM04,2019-01-16,2021-01-03,HSWM,B001260
Health,HSWM02,2019-01-16,2021-01-03,HSWM,B001260
Oversight and Accountability,HSFA17,2019-01-29,2021-01-03,HSFA,B001297
Western Hemisphere,HSFA07,2019-01-29,2021-01-03,HSFA,B001297
"Immigration Integrity, Security, and Enforcement",HSJU01,2019-01-28,2021-01-03,HSJU,B001297
"The Administrative State, Regulatory Reform, and Antitrust",HSJU05,2019-01-28,2021-01-03,HSJU,B001297
"Energy, Climate, and Grid Security",HSIF03,2019-01-18,2021-01-03,HSIF,B001275
Health,HSIF14,2019-01-18,2021-01-03,HSIF,B001275
"Innovation, Data, and Commerce",HSIF17,2019-01-18,2021-01-03,HSIF,B001275
Diversity and Inclusion,HSBA13,,2021-01-03,HSBA,B001305
Consumer Protection and Financial Institutions,HSBA15,,2021-01-03,HSBA,B001305
Africa,HSFA16,2019-01-29,2021-01-03,HSFA,B001309
Europe,HSFA14,2019-01-29,2021-01-03,HSFA,B001309
"Innovation, Entrepreneurship, and Workforce Development",HSSM26,,2021-01-03,HSSM,B001309
"Oversight, Investigations, and Regulations",HSSM24,,2021-01-03,HSSM,B001309
Oversight and Investigations,HSIF02,2019-01-18,2021-01-03,HSIF,B001248
Health,HSIF14,2019-01-18,2021-01-03,HSIF,B001248
"Innovation, Data, and Commerce",HSIF17,2019-01-18,2021-01-03,HSIF,B001248
