name,code,begin_date,end_date,parent_committee_id,member_id
Employment and Workplace Safety,SSHR11,,2025-01-03,SSHR,S000033
Primary Health and Retirement Security,SSHR12,,2025-01-03,SSHR,S000033
Energy,SSEG01,,2025-01-03,SSEG,S000033
National Parks,SSEG04,,2025-01-03,SSEG,S000033
Water and Power,SSEG07,,2025-01-03,SSEG,S000033
"Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight",SSEV09,,2025-01-03,SSEV,S000033
"Clean Air, Climate, and Nuclear Safety",SSEV10,,2025-01-03,SSEV,S000033
"Military Construction, Veterans Affairs, and Related Agencies",SSAP19,,2025-01-03,SSAP,S001194
"State, Foreign Operations, and Related Programs",SSAP20,,2025-01-03,SSAP,S001194
"Transportation, Housing and Urban Development, and Related Agencies",SSAP24,,2025-01-03,SSAP,S001194
"Communications, Media, and Broadband",SSCM34,,2025-01-03,SSCM,S001194
"Consumer Protection, Product Safety, and Data Security",SSCM35,,2025-01-03,SSCM,S001194
"Oceans, Fisheries, Climate Change, and Manufacturing",SSCM36,,2025-01-03,SSCM,S001194
"Surface Transportation, Maritime, Freight, and Ports",SSCM38,,2025-01-03,SSCM,S001194
"Commerce, Justice, Science, and Related Agencies",SSAP16,,2025-01-03,SSAP,S001194
Africa and Global Health Policy,SSFR09,,2025-01-03,SSFR,S001194
Defense,SSAP02,,2025-01-03,SSAP,S001194
"East Asia, the Pacific, and International Cybersecurity Policy",SSFR02,,2025-01-03,SSFR,S001194
"Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy",SSFR15,,2025-01-03,SSFR,S001194
"Labor, Health and Human Services, and Education, and Related Agencies",SSAP18,,2025-01-03,SSAP,S001194
"Communications, Media, and Broadband",SSCM34,,2025-01-03,SSCM,S001227
Cybersecurity,SSAS21,,2025-01-03,SSAS,S001227
Space and Science,SSCM37,,2025-01-03,SSCM,S001227
Emerging Threats and Capabilities,SSAS20,,2025-01-03,SSAS,S001227
"Surface Transportation, Maritime, Freight, and Ports",SSCM38,,2025-01-03,SSCM,S001227
Seapower,SSAS13,,2025-01-03,SSAS,S001227
"Energy, Natural Resources, and Infrastructure",SSFI12,,2025-01-03,SSFI,S001184
Health Care,SSFI10,,2025-01-03,SSFI,S001184
"International Trade, Customs, and Global Competitiveness",SSFI13,,2025-01-03,SSFI,S001184
Africa and Global Health Policy,SSFR09,,2025-01-03,SSFR,S001184
"East Asia, the Pacific, and International Cybersecurity Policy",SSFR02,,2025-01-03,SSFR,S001184
Economic Policy,SSBK12,,2025-01-03,SSBK,S001184
Financial Institutions and Consumer Protection,SSBK08,,2025-01-03,SSBK,S001184
"Housing, Transportation, and Community Development",SSBK09,,2025-01-03,SSBK,S001184
"Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues",SSFR06,,2025-01-03,SSFR,S001184
National Security and International Trade and Finance,SSBK05,,2025-01-03,SSBK,S001184
"Securities, Insurance, and Investment",SSBK04,,2025-01-03,SSBK,S001184
Permanent Subcommittee on Investigations,SSGA01,,2025-01-03,SSGA,S001217
Emerging Threats and Spending Oversight,SSGA20,,2025-01-03,SSGA,S001217
Airland,SSAS14,,2025-01-03,SSAS,S001217
Personnel,SSAS17,,2025-01-03,SSAS,S001217
Seapower,SSAS13,,2025-01-03,SSAS,S001217
"State, Foreign Operations, and Related Programs",SSAP20,,2025-01-03,SSAP,S001181
Emerging Threats and Capabilities,SSAS20,,2025-01-03,SSAS,S001181
Readiness and Management Support,SSAS15,,2025-01-03,SSAS,S001181
Seapower,SSAS13,,2025-01-03,SSAS,S001181
"Commerce, Justice, Science, and Related Agencies",SSAP16,,2025-01-03,SSAP,S001181
Defense,SSAP02,,2025-01-03,SSAP,S001181
Energy and Water Development,SSAP22,,2025-01-03,SSAP,S001181
Europe and Regional Security Cooperation,SSFR01,,2025-01-03,SSFR,S001181
"Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy",SSFR15,,2025-01-03,SSFR,S001181
"Near East, South Asia, Central Asia, and Counterterrorism",SSFR07,,2025-01-03,SSFR,S001181
Homeland Security,SSAP14,,2025-01-03,SSAP,S001181
"Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues",SSFR06,,2025-01-03,SSFR,S001181
"Labor, Health and Human Services, and Education, and Related Agencies",SSAP18,,2025-01-03,SSAP,S001181
"Aviation Safety, Operations, and Innovation",SSCM33,,2025-01-03,SSCM,S001191
"Communications, Media, and Broadband",SSCM34,,2025-01-03,SSCM,S001191
Emerging Threats and Spending Oversight,SSGA20,,2025-01-03,SSGA,S001191
Government Operations and Border Management,SSGA22,,2025-01-03,SSGA,S001191
Space and Science,SSCM37,,2025-01-03,SSCM,S001191
"Tourism, Trade, and Export Promotion",SSCM39,,2025-01-03,SSCM,S001191
"Housing, Transportation, and Community Development",SSBK09,,2025-01-03,SSBK,S001191
National Security and International Trade and Finance,SSBK05,,2025-01-03,SSBK,S001191
"Securities, Insurance, and Investment",SSBK04,,2025-01-03,SSBK,S001191
Children and Families,SSHR09,,2025-01-03,SSHR,S001203
Primary Health and Retirement Security,SSHR12,,2025-01-03,SSHR,S001203
"Commodities, Risk Management, and Trade",SSAF13,,2025-01-03,SSAF,S001203
"Conservation, Climate, Forestry, and Natural Resources",SSAF14,,2025-01-03,SSAF,S001203
Rural Development and Energy,SSAF15,,2025-01-03,SSAF,S001203
Economic Policy,SSBK12,,2025-01-03,SSBK,S001203
Financial Institutions and Consumer Protection,SSBK08,,2025-01-03,SSBK,S001203
"Housing, Transportation, and Community Development",SSBK09,,2025-01-03,SSBK,S001203
Transportation and Infrastructure,SSEV08,,2025-01-03,SSEV,S000770
"Commodities, Risk Management, and Trade",SSAF13,,2025-01-03,SSAF,S000770
"Conservation, Climate, Forestry, and Natural Resources",SSAF14,,2025-01-03,SSAF,S000770
"Energy, Natural Resources, and Infrastructure",SSFI12,,2025-01-03,SSFI,S000770
"Food and Nutrition, Specialty Crops, Organics, and Research",SSAF16,,2025-01-03,SSAF,S000770
Health Care,SSFI10,,2025-01-03,SSFI,S000770
"Livestock, Dairy, Poultry, Local Food Systems, and Food Safety and Security",SSAF17,,2025-01-03,SSAF,S000770
Rural Development and Energy,SSAF15,,2025-01-03,SSAF,S000770
"International Trade, Customs, and Global Competitiveness",SSFI13,,2025-01-03,SSFI,S000770
"Clean Air, Climate, and Nuclear Safety",SSEV10,,2025-01-03,SSEV,S000770
"Fisheries, Water, and Wildlife",SSEV15,,2025-01-03,SSEV,S000770
"Fisheries, Water, and Wildlife",SSEV15,,2025-01-03,SSEV,S001198
"Aviation Safety, Operations, and Innovation",SSCM33,,2025-01-03,SSCM,S001198
"Communications, Media, and Broadband",SSCM34,,2025-01-03,SSCM,S001198
"Consumer Protection, Product Safety, and Data Security",SSCM35,,2025-01-03,SSCM,S001198
"Oceans, Fisheries, Climate Change, and Manufacturing",SSCM36,,2025-01-03,SSCM,S001198
Personnel,SSAS17,,2025-01-03,SSAS,S001198
Readiness and Management Support,SSAS15,,2025-01-03,SSAS,S001198
Seapower,SSAS13,,2025-01-03,SSAS,S001198
"Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight",SSEV09,,2025-01-03,SSEV,S001198
"Clean Air, Climate, and Nuclear Safety",SSEV10,,2025-01-03,SSEV,S001198
"Military Construction, Veterans Affairs, and Related Agencies",SSAP19,,2025-01-03,SSAP,T000464
"Aviation Safety, Operations, and Innovation",SSCM33,,2025-01-03,SSCM,T000464
"Communications, Media, and Broadband",SSCM34,,2025-01-03,SSCM,T000464
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",SSAP01,,2025-01-03,SSAP,T000464
Defense,SSAP02,,2025-01-03,SSAP,T000464
Energy and Water Development,SSAP22,,2025-01-03,SSAP,T000464
Homeland Security,SSAP14,,2025-01-03,SSAP,T000464
"Housing, Transportation, and Community Development",SSBK09,,2025-01-03,SSBK,T000464
"Interior, Environment, and Related Agencies",SSAP17,,2025-01-03,SSAP,T000464
National Security and International Trade and Finance,SSBK05,,2025-01-03,SSBK,T000464
"Securities, Insurance, and Investment",SSBK04,,2025-01-03,SSBK,T000464
"Aviation Safety, Operations, and Innovation",SSCM33,,2025-01-03,SSCM,T000250
"Communications, Media, and Broadband",SSCM34,,2025-01-03,SSCM,T000250
"Conservation, Climate, Forestry, and Natural Resources",SSAF14,,2025-01-03,SSAF,T000250
"Livestock, Dairy, Poultry, Local Food Systems, and Food Safety and Security",SSAF17,,2025-01-03,SSAF,T000250
Health Care,SSFI10,,2025-01-03,SSFI,T000250
"International Trade, Customs, and Global Competitiveness",SSFI13,,2025-01-03,SSFI,T000250
"Surface Transportation, Maritime, Freight, and Ports",SSCM38,,2025-01-03,SSCM,T000250
Taxation and IRS Oversight,SSFI11,,2025-01-03,SSFI,T000250
"Tourism, Trade, and Export Promotion",SSCM39,,2025-01-03,SSCM,T000250
"International Trade, Customs, and Global Competitiveness",SSFI13,,2025-01-03,SSFI,T000476
"Social Security, Pensions, and Family Policy",SSFI02,,2025-01-03,SSFI,T000476
"Competition Policy, Antitrust, and Consumer Rights",SSJU01,,2025-01-03,SSJU,T000476
Economic Policy,SSBK12,,2025-01-03,SSBK,T000476
Financial Institutions and Consumer Protection,SSBK08,,2025-01-03,SSBK,T000476
"Federal Courts, Oversight, Agency Action, and Federal Rights",SSJU25,,2025-01-03,SSJU,T000476
"Immigration, Citizenship, and Border Safety",SSJU04,,2025-01-03,SSJU,T000476
Intellectual Property,SSJU26,,2025-01-03,SSJU,T000476
"Securities, Insurance, and Investment",SSBK04,,2025-01-03,SSBK,T000476
Children and Families,SSHR09,,2025-01-03,SSHR,T000278
Employment and Workplace Safety,SSHR11,,2025-01-03,SSHR,T000278
"Commodities, Risk Management, and Trade",SSAF13,,2025-01-03,SSAF,T000278
"Food and Nutrition, Specialty Crops, Organics, and Research",SSAF16,,2025-01-03,SSAF,T000278
Rural Development and Energy,SSAF15,,2025-01-03,SSAF,T000278
Readiness and Management Support,SSAS15,,2025-01-03,SSAS,T000278
Seapower,SSAS13,,2025-01-03,SSAS,T000278
Strategic Forces,SSAS16,,2025-01-03,SSAS,T000278
"State, Foreign Operations, and Related Programs",SSAP20,,2025-01-03,SSAP,V000128
"Transportation, Housing and Urban Development, and Related Agencies",SSAP24,,2025-01-03,SSAP,V000128
"Commerce, Justice, Science, and Related Agencies",SSAP16,,2025-01-03,SSAP,V000128
Africa and Global Health Policy,SSFR09,,2025-01-03,SSFR,V000128
"East Asia, the Pacific, and International Cybersecurity Policy",SSFR02,,2025-01-03,SSFR,V000128
Europe and Regional Security Cooperation,SSFR01,,2025-01-03,SSFR,V000128
Economic Policy,SSBK12,,2025-01-03,SSBK,V000128
Financial Services and General Government,SSAP23,,2025-01-03,SSAP,V000128
Financial Institutions and Consumer Protection,SSBK08,,2025-01-03,SSBK,V000128
"Interior, Environment, and Related Agencies",SSAP17,,2025-01-03,SSAP,V000128
National Security and International Trade and Finance,SSBK05,,2025-01-03,SSBK,V000128
Legislative Branch,SSAP08,,2025-01-03,SSAP,V000128
"Communications, Media, and Broadband",SSCM34,,2025-01-03,SSCM,V000137
"Oceans, Fisheries, Climate Change, and Manufacturing",SSCM36,,2025-01-03,SSCM,V000137
Space and Science,SSCM37,,2025-01-03,SSCM,V000137
Financial Institutions and Consumer Protection,SSBK08,,2025-01-03,SSBK,V000137
"Housing, Transportation, and Community Development",SSBK09,,2025-01-03,SSBK,V000137
"Securities, Insurance, and Investment",SSBK04,,2025-01-03,SSBK,V000137
Health Care,SSFI10,,2025-01-03,SSFI,W000805
"International Trade, Customs, and Global Competitiveness",SSFI13,,2025-01-03,SSFI,W000805
Taxation and IRS Oversight,SSFI11,,2025-01-03,SSFI,W000805
Financial Institutions and Consumer Protection,SSBK08,,2025-01-03,SSBK,W000805
National Security and International Trade and Finance,SSBK05,,2025-01-03,SSBK,W000805
"Securities, Insurance, and Investment",SSBK04,,2025-01-03,SSBK,W000805
"Aviation Safety, Operations, and Innovation",SSCM33,,2025-01-03,SSCM,W000790
"Commodities, Risk Management, and Trade",SSAF13,,2025-01-03,SSAF,W000790
"Conservation, Climate, Forestry, and Natural Resources",SSAF14,,2025-01-03,SSAF,W000790
"Communications, Media, and Broadband",SSCM34,,2025-01-03,SSCM,W000790
"Food and Nutrition, Specialty Crops, Organics, and Research",SSAF16,,2025-01-03,SSAF,W000790
"Oceans, Fisheries, Climate Change, and Manufacturing",SSCM36,,2025-01-03,SSCM,W000790
"Surface Transportation, Maritime, Freight, and Ports",SSCM38,,2025-01-03,SSCM,W000790
Financial Institutions and Consumer Protection,SSBK08,,2025-01-03,SSBK,W000790
"Housing, Transportation, and Community Development",SSBK09,,2025-01-03,SSBK,W000790
"Securities, Insurance, and Investment",SSBK04,,2025-01-03,SSBK,W000790
Health Care,SSFI10,,2025-01-03,SSFI,W000817
Emerging Threats and Capabilities,SSAS20,,2025-01-03,SSAS,W000817
Personnel,SSAS17,,2025-01-03,SSAS,W000817
"Social Security, Pensions, and Family Policy",SSFI02,,2025-01-03,SSFI,W000817
Taxation and IRS Oversight,SSFI11,,2025-01-03,SSFI,W000817
Strategic Forces,SSAS16,,2025-01-03,SSAS,W000817
Economic Policy,SSBK12,,2025-01-03,SSBK,W000817
Financial Institutions and Consumer Protection,SSBK08,,2025-01-03,SSBK,W000817
"Securities, Insurance, and Investment",SSBK04,,2025-01-03,SSBK,W000817
"Conservation, Climate, Forestry, and Natural Resources",SSAF14,,2025-01-03,SSAF,W000800
"Communications, Media, and Broadband",SSCM34,,2025-01-03,SSCM,W000800
"Consumer Protection, Product Safety, and Data Security",SSCM35,,2025-01-03,SSCM,W000800
"Livestock, Dairy, Poultry, Local Food Systems, and Food Safety and Security",SSAF17,,2025-01-03,SSAF,W000800
Rural Development and Energy,SSAF15,,2025-01-03,SSAF,W000800
"Oceans, Fisheries, Climate Change, and Manufacturing",SSCM36,,2025-01-03,SSCM,W000800
"Surface Transportation, Maritime, Freight, and Ports",SSCM38,,2025-01-03,SSCM,W000800
"Competition Policy, Antitrust, and Consumer Rights",SSJU01,,2025-01-03,SSJU,W000800
"Federal Courts, Oversight, Agency Action, and Federal Rights",SSJU25,,2025-01-03,SSJU,W000800
Human Rights and the Law,SSJU27,,2025-01-03,SSJU,W000800
"Immigration, Citizenship, and Border Safety",SSJU04,,2025-01-03,SSJU,W000800
Intellectual Property,SSJU26,,2025-01-03,SSJU,W000800
"Energy, Natural Resources, and Infrastructure",SSFI12,,2025-01-03,SSFI,W000802
Health Care,SSFI10,,2025-01-03,SSFI,W000802
Taxation and IRS Oversight,SSFI11,,2025-01-03,SSFI,W000802
"Competition Policy, Antitrust, and Consumer Rights",SSJU01,,2025-01-03,SSJU,W000802
Criminal Justice and Counterterrorism,SSJU22,,2025-01-03,SSJU,W000802
"Federal Courts, Oversight, Agency Action, and Federal Rights",SSJU25,,2025-01-03,SSJU,W000802
"Immigration, Citizenship, and Border Safety",SSJU04,,2025-01-03,SSJU,W000802
"Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight",SSEV09,,2025-01-03,SSEV,W000802
"Clean Air, Climate, and Nuclear Safety",SSEV10,,2025-01-03,SSEV,W000802
"Fisheries, Water, and Wildlife",SSEV15,,2025-01-03,SSEV,W000802
Transportation and Infrastructure,SSEV08,,2025-01-03,SSEV,W000437
"Aviation Safety, Operations, and Innovation",SSCM33,,2025-01-03,SSCM,W000437
"Communications, Media, and Broadband",SSCM34,,2025-01-03,SSCM,W000437
Airland,SSAS14,,2025-01-03,SSAS,W000437
"Oceans, Fisheries, Climate Change, and Manufacturing",SSCM36,,2025-01-03,SSCM,W000437
Cybersecurity,SSAS21,,2025-01-03,SSAS,W000437
Emerging Threats and Capabilities,SSAS20,,2025-01-03,SSAS,W000437
"Surface Transportation, Maritime, Freight, and Ports",SSCM38,,2025-01-03,SSCM,W000437
Personnel,SSAS17,,2025-01-03,SSAS,W000437
Readiness and Management Support,SSAS15,,2025-01-03,SSAS,W000437
Seapower,SSAS13,,2025-01-03,SSAS,W000437
Strategic Forces,SSAS16,,2025-01-03,SSAS,W000437
"Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight",SSEV09,,2025-01-03,SSEV,W000437
"Clean Air, Climate, and Nuclear Safety",SSEV10,,2025-01-03,SSEV,W000437
"Energy, Natural Resources, and Infrastructure",SSFI12,,2025-01-03,SSFI,W000779
Fiscal Responsibility and Economic Growth,SSFI14,,2025-01-03,SSFI,W000779
Health Care,SSFI10,,2025-01-03,SSFI,W000779
"International Trade, Customs, and Global Competitiveness",SSFI13,,2025-01-03,SSFI,W000779
"Social Security, Pensions, and Family Policy",SSFI02,,2025-01-03,SSFI,W000779
Taxation and IRS Oversight,SSFI11,,2025-01-03,SSFI,W000779
Energy,SSEG01,,2025-01-03,SSEG,W000779
"Public Lands, Forests, and Mining",SSEG03,,2025-01-03,SSEG,W000779
Water and Power,SSEG07,,2025-01-03,SSEG,W000779
"Aviation Safety, Operations, and Innovation",SSCM33,,2025-01-03,SSCM,Y000064
"Communications, Media, and Broadband",SSCM34,,2025-01-03,SSCM,Y000064
"Consumer Protection, Product Safety, and Data Security",SSCM35,,2025-01-03,SSCM,Y000064
Health Care,SSFI10,,2025-01-03,SSFI,Y000064
"International Trade, Customs, and Global Competitiveness",SSFI13,,2025-01-03,SSFI,Y000064
"Surface Transportation, Maritime, Freight, and Ports",SSCM38,,2025-01-03,SSCM,Y000064
"Social Security, Pensions, and Family Policy",SSFI02,,2025-01-03,SSFI,Y000064
Africa and Global Health Policy,SSFR09,,2025-01-03,SSFR,Y000064
"Near East, South Asia, Central Asia, and Counterterrorism",SSFR07,,2025-01-03,SSFR,Y000064
"Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues",SSFR06,,2025-01-03,SSFR,Y000064
Workforce Protections,HSED10,,2025-01-03,HSED,A000370
"General Farm Commodities, Risk Management, and Credit",HSAG16,,2025-01-03,HSAG,A000370
Higher Education and Workforce Development,HSED13,,2025-01-03,HSED,A000370
"Nutrition, Foreign Agriculture, and Horticulture",HSAG03,,2025-01-03,HSAG,A000370
Defense,HSAP02,,2025-01-03,HSAP,A000055
"Commerce, Justice, Science, and Related Agencies",HSAP19,,2025-01-03,HSAP,A000055
"Labor, Health and Human Services, Education, and Related Agencies",HSAP07,,2025-01-03,HSAP,A000055
Defense,HSAP02,,2025-01-03,HSAP,A000371
"Transportation, Housing and Urban Development, and Related Agencies",HSAP20,,2025-01-03,HSAP,A000371
"Conservation, Research, and Biotechnology",HSAG14,,2025-01-03,HSAG,A000379
"General Farm Commodities, Risk Management, and Credit",HSAG16,,2025-01-03,HSAG,A000379
"Livestock, Dairy, and Poultry",HSAG29,,2025-01-03,HSAG,A000379
Military Personnel,HSAS02,,2025-01-03,HSAS,A000379
"Oversight, Investigations, and Regulations",HSSM24,,2025-01-03,HSSM,A000379
Seapower and Projection Forces,HSAS28,,2025-01-03,HSAS,A000379
"Economic Growth, Tax, and Capital Access",HSSM27,,2025-01-03,HSSM,A000379
Communications and Technology,HSIF16,,2025-01-03,HSIF,A000372
"Environment, Manufacturing, and Critical Materials",HSIF18,,2025-01-03,HSIF,A000372
"Innovation, Data, and Commerce",HSIF17,,2025-01-03,HSIF,A000372
"Health, Employment, Labor, and Pensions",HSED02,,2025-01-03,HSED,A000372
Aviation,HSPW05,,2025-01-03,HSPW,A000376
Highways and Transit,HSPW12,,2025-01-03,HSPW,A000376
Africa,HSFA16,,2025-01-03,HSFA,A000376
Oversight and Accountability,HSFA17,,2025-01-03,HSFA,A000376
Legislative Branch,HSAP24,,2025-01-03,HSAP,A000369
"Interior, Environment, and Related Agencies",HSAP06,,2025-01-03,HSAP,A000369
Financial Services and General Government,HSAP23,,2025-01-03,HSAP,A000369
Oversight and Investigations,HSIF02,,2025-01-03,HSIF,A000377
"Energy, Climate, and Grid Security",HSIF03,,2025-01-03,HSIF,A000377
"Innovation, Data, and Commerce",HSIF17,,2025-01-03,HSIF,A000377
"National Security, the Border, and Foreign Affairs",HSGO06,,2025-01-03,HSGO,A000377
Trade,HSWM04,,2025-01-03,HSWM,A000375
Tax,HSWM05,,2025-01-03,HSWM,A000375
Aviation,HSPW05,,2025-01-03,HSPW,A000148
Coast Guard and Maritime Transportation,HSPW07,,2025-01-03,HSPW,A000148
Highways and Transit,HSPW12,,2025-01-03,HSPW,A000148
Coast Guard and Maritime Transportation,HSPW07,,2025-01-03,HSPW,B001291
"Railroads, Pipelines, and Hazardous Materials",HSPW14,,2025-01-03,HSPW,B001291
Investigations and Oversight,HSSY21,,2025-01-03,HSSY,B001291
Water Resources and Environment,HSPW02,,2025-01-03,HSPW,B001291
Space and Aeronautics,HSSY16,,2025-01-03,HSSY,B001291
"Livestock, Dairy, and Poultry",HSAG29,,2025-01-03,HSAG,B001298
Tactical Air and Land Forces,HSAS25,,2025-01-03,HSAS,B001298
"Commodity Markets, Digital Assets, and Rural Development",HSAG22,,2025-01-03,HSAG,B001298
Strategic Forces,HSAS29,,2025-01-03,HSAS,B001298
"Livestock, Dairy, and Poultry",HSAG29,,2025-01-03,HSAG,B001307
Research and Technology,HSSY15,,2025-01-03,HSSY,B001307
Africa,HSFA16,,2025-01-03,HSFA,B001307
Energy,HSSY20,,2025-01-03,HSSY,B001307
"Middle East, North Africa, and Central Asia",HSFA13,,2025-01-03,HSFA,B001307
"Nutrition, Foreign Agriculture, and Horticulture",HSAG03,,2025-01-03,HSAG,B001307
"Conservation, Research, and Biotechnology",HSAG14,,2025-01-03,HSAG,B001307
Communications and Technology,HSIF16,,2025-01-03,HSIF,B001306
"Energy, Climate, and Grid Security",HSIF03,,2025-01-03,HSIF,B001306
"Environment, Manufacturing, and Critical Materials",HSIF18,,2025-01-03,HSIF,B001306
Government Operations and the Federal Workforce,HSGO24,,2025-01-03,HSGO,B001318
Health Care and Financial Services,HSGO27,,2025-01-03,HSGO,B001318
Higher Education and Workforce Development,HSED13,,2025-01-03,HSED,B001299
Military Personnel,HSAS02,,2025-01-03,HSAS,B001299
"Health, Employment, Labor, and Pensions",HSED02,,2025-01-03,HSED,B001299
Strategic Forces,HSAS29,,2025-01-03,HSAS,B001299
"National Security, Illicit Finance, and International Financial Institutions",HSBA01,,2025-01-03,HSBA,B001282
Indo-Pacific,HSFA05,,2025-01-03,HSFA,B001282
Financial Institutions and Monetary Policy,HSBA20,,2025-01-03,HSBA,B001282
Health,HSIF14,,2025-01-03,HSIF,B001300
"Environment, Manufacturing, and Critical Materials",HSIF18,,2025-01-03,HSIF,B001300
Aviation,HSPW05,,2025-01-03,HSPW,B001314
Coast Guard and Maritime Transportation,HSPW07,,2025-01-03,HSPW,B001314
Highways and Transit,HSPW12,,2025-01-03,HSPW,B001314
"Early Childhood, Elementary, and Secondary Education",HSED14,,2025-01-03,HSED,B001314
Contracting and Infrastructure,HSSM23,,2025-01-03,HSSM,B001314
"Oversight, Investigations, and Regulations",HSSM24,,2025-01-03,HSSM,B001314
"Health, Employment, Labor, and Pensions",HSED02,,2025-01-03,HSED,B001314
"National Security, Illicit Finance, and International Financial Institutions",HSBA01,,2025-01-03,HSBA,B001281
Financial Institutions and Monetary Policy,HSBA20,,2025-01-03,HSBA,B001281
"The Administrative State, Regulatory Reform, and Antitrust",HSJU05,,2025-01-03,HSJU,B000668
Federal Lands,HSII10,,2025-01-03,HSII,B000668
"Courts, Intellectual Property, and the Internet",HSJU03,,2025-01-03,HSJU,B000668
"Water, Wildlife and Fisheries",HSII13,,2025-01-03,HSII,B000668
National Intelligence Enterprise,HSIG06,,2025-01-03,HSIG,B001287
"Global Health, Global Human Rights, and International Organizations",HSFA06,,2025-01-03,HSFA,B001287
National Security Agency and Cyber,HSIG02,,2025-01-03,HSIG,B001287
Indo-Pacific,HSFA05,,2025-01-03,HSFA,B001287
Oversight and Investigations,HSVR08,,2025-01-03,HSVR,B001301
Intelligence and Special Operations,HSAS26,,2025-01-03,HSAS,B001301
Military Personnel,HSAS02,,2025-01-03,HSAS,B001301
Seapower and Projection Forces,HSAS28,,2025-01-03,HSAS,B001301
Health,HSVR03,,2025-01-03,HSVR,B001301
Trade,HSWM04,,2025-01-03,HSWM,B001292
Tax,HSWM05,,2025-01-03,HSWM,B001292
Elections,HSHA08,,2025-01-03,HSHA,B000740
"Energy and Water Development, and Related Agencies",HSAP10,,2025-01-03,HSAP,B000740
"Military Construction, Veterans Affairs, and Related Agencies",HSAP18,,2025-01-03,HSAP,B000740
Energy,HSSY20,,2025-01-03,HSSY,B000740
Legislative Branch,HSAP24,,2025-01-03,HSAP,B000740
Modernization,HSHA27,,2025-01-03,HSHA,B000740
Government Operations and the Federal Workforce,HSGO24,,2025-01-03,HSGO,B001302
"Immigration Integrity, Security, and Enforcement",HSJU01,,2025-01-03,HSJU,B001302
Crime and Federal Government Surveillance,HSJU08,,2025-01-03,HSJU,B001302
"National Security, the Border, and Foreign Affairs",HSGO06,,2025-01-03,HSGO,B001302
Communications and Technology,HSIF16,,2025-01-03,HSIF,B001257
Health,HSIF14,,2025-01-03,HSIF,B001257
"Innovation, Data, and Commerce",HSIF17,,2025-01-03,HSIF,B001257
"General Farm Commodities, Risk Management, and Credit",HSAG16,,2025-01-03,HSAG,B000490
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",HSAP01,,2025-01-03,HSAP,B000490
"Military Construction, Veterans Affairs, and Related Agencies",HSAP18,,2025-01-03,HSAP,B000490
Financial Services and General Government,HSAP23,,2025-01-03,HSAP,B000490
The Constitution and Limited Government,HSJU10,,2025-01-03,HSJU,B001311
"Counterterrorism, Law Enforcement, and Intelligence",HSHM05,,2025-01-03,HSHM,B001311
"The Administrative State, Regulatory Reform, and Antitrust",HSJU05,,2025-01-03,HSJU,B001311
"Oversight, Investigations, and Accountability",HSHM09,,2025-01-03,HSHM,B001311
Trade,HSWM04,,2025-01-03,HSWM,B000574
Health,HSWM02,,2025-01-03,HSWM,B000574
Health,HSIF14,,2025-01-03,HSIF,B001303
"Energy, Climate, and Grid Security",HSIF03,,2025-01-03,HSIF,B001303
"Innovation, Data, and Commerce",HSIF17,,2025-01-03,HSIF,B001303
Government Operations and the Federal Workforce,HSGO24,,2025-01-03,HSGO,B000825
Energy and Mineral Resources,HSII06,,2025-01-03,HSII,B000825
"Water, Wildlife and Fisheries",HSII13,,2025-01-03,HSII,B000825
"Economic Growth, Energy Policy, and Regulatory Affairs",HSGO05,,2025-01-03,HSGO,B000825
Research and Technology,HSSY15,,2025-01-03,HSSY,B001278
Environment,HSSY18,,2025-01-03,HSSY,B001278
Higher Education and Workforce Development,HSED13,,2025-01-03,HSED,B001278
"Early Childhood, Elementary, and Secondary Education",HSED14,,2025-01-03,HSED,B001278
"Railroads, Pipelines, and Hazardous Materials",HSPW14,,2025-01-03,HSPW,B001295
Highways and Transit,HSPW12,,2025-01-03,HSPW,B001295
Water Resources and Environment,HSPW02,,2025-01-03,HSPW,B001295
"Conservation, Research, and Biotechnology",HSAG14,,2025-01-03,HSAG,B001295
"Early Childhood, Elementary, and Secondary Education",HSED14,,2025-01-03,HSED,B001223
Energy,HSSY20,,2025-01-03,HSSY,B001223
Space and Aeronautics,HSSY16,,2025-01-03,HSSY,B001223
Border Security and Enforcement,HSHM11,,2025-01-03,HSHM,B001317
Emergency Management and Technology,HSHM12,,2025-01-03,HSHM,B001317
"General Farm Commodities, Risk Management, and Credit",HSAG16,,2025-01-03,HSAG,B001313
"Economic Growth, Energy Policy, and Regulatory Affairs",HSGO05,,2025-01-03,HSGO,B001313
"Nutrition, Foreign Agriculture, and Horticulture",HSAG03,,2025-01-03,HSAG,B001313
Aviation,HSPW05,,2025-01-03,HSPW,B001285
